"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BEAMISH","LEAL","LONG","NICKLE","RANNEY","WILSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"071","PETERBOROUGH","052","U","WARSAW","6","72","0","35","0","47","0","0","0","160","382","Warsaw Public School"
"071","PETERBOROUGH","053","U","PETERBOROUGH","6","81","0","50","0","68","0","0","0","205","414","Baker's Hill Banquet Centre"
"071","PETERBOROUGH","054","U","DOURO","4","99","0","47","2","96","0","0","1","249","460","St. Joseph's School"
"071","PETERBOROUGH","055","U","DOURO","4","80","1","38","0","37","0","2","1","163","321","St. Joseph's School"
"071","PETERBOROUGH","056","U","DOURO","1","44","0","21","0","54","0","0","1","121","300","St. Joseph's School"
"071","PETERBOROUGH","057","U","HAVELOCK","4","35","3","43","0","58","0","0","0","143","358","Rebekah/Oddfellows Hall"
"071","PETERBOROUGH","058","U","HAVELOCK","7","33","2","44","1","73","0","0","1","161","332","Rebekah/Oddfellows Hall"
"071","PETERBOROUGH","059","U","HAVELOCK","1","41","0","17","1","58","0","0","1","119","318","Havelock-Belmont Public School"
"071","PETERBOROUGH","060","U","NORWOOD","6","47","1","31","0","55","0","0","0","140","322","Norwood District Public School"
"071","PETERBOROUGH","061","U","NORWOOD","8","45","1","40","0","42","2","0","0","138","326","Norwood District Public School"
"071","PETERBOROUGH","062","U","NORWOOD","3","26","0","27","1","34","0","0","0","91","274","Norwood District Public School"
"071","PETERBOROUGH","063","U","NORWOOD","3","35","0","35","1","35","0","0","0","109","282","St. Paul's School, Norwood"
"071","PETERBOROUGH","064","U","NORWOOD","5","60","0","44","1","56","1","0","0","167","373","St. Paul's School, Norwood"
"071","PETERBOROUGH","065","U","NORWOOD","5","56","2","41","1","60","1","0","0","166","362","St. Paul's School, Norwood"
"071","PETERBOROUGH","066","U","NORWOOD","2","50","0","47","0","70","1","0","0","170","352","Norwood District Public School"
"071","PETERBOROUGH","067","U","KEENE","6","52","0","34","0","50","0","0","0","142","310","Villiers Community Centre"
"071","PETERBOROUGH","068","U","PETERBOROUGH","3","19","0","19","0","25","0","0","0","66","168","Free Methodist Church"
"071","PETERBOROUGH","069","U","PETERBOROUGH","2","26","0","20","0","18","0","0","0","66","127","Free Methodist Church"
"071","PETERBOROUGH","070","U","PETERBOROUGH","4","73","0","60","0","65","0","0","0","202","458","Baker's Hill Banquet Centre"
"071","PETERBOROUGH","071","U","PETERBOROUGH","8","108","2","51","0","68","1","0","0","238","532","Wayside Academy"
"071","PETERBOROUGH","072","U","PETERBOROUGH","6","97","1","55","0","110","0","1","0","270","558","Gilmour Memorial Baptist Church"
"071","PETERBOROUGH","073","U","PETERBOROUGH","6","44","0","23","0","50","0","0","0","123","351","Northview Pentecostal Church"
"071","PETERBOROUGH","074","U","PETERBOROUGH","3","25","0","12","0","39","0","0","1","80","189","Northview Pentecostal Church"
"071","PETERBOROUGH","075","U","PETERBOROUGH","6","62","0","64","0","60","0","0","0","192","393","St. Patrick's School"
"071","PETERBOROUGH","076","U","PETERBOROUGH","3","73","1","52","0","87","0","0","1","217","380","Stewart Hall Community Centre"
"071","PETERBOROUGH","077","U","PETERBOROUGH","5","64","1","60","0","73","0","0","0","203","387","Stewart Hall Community Centre"
"071","PETERBOROUGH","078","U","BAILIEBORO","3","33","0","27","1","64","3","0","1","132","360","South Monaghan Public School"
"071","PETERBOROUGH","079","U","BAILIEBORO","5","51","2","42","1","78","0","0","0","179","427","South Monaghan Public School"
"071","PETERBOROUGH","080","U","BAILIEBORO","0","53","0","34","0","56","0","0","0","143","328","South Monaghan Public School"
"071","PETERBOROUGH","081","U","KEENE","4","35","0","63","0","45","0","0","0","147","281","Hiawatha First Nation Council Hall"
"071","PETERBOROUGH","082","U","KEENE","2","53","0","42","0","70","1","1","0","169","419","North Shore Public School"
"071","PETERBOROUGH","083","U","PETERBOROUGH","3","58","1","25","0","59","0","1","0","147","321","Free Methodist Church"
"071","PETERBOROUGH","084","U","KEENE","4","58","1","52","0","108","2","0","0","225","509","North Shore Public School"
"071","PETERBOROUGH","085","U","KEENE","3","78","2","63","0","94","2","0","0","242","510","North Shore Public School"
"071","PETERBOROUGH","086","U","KEENE","9","53","2","79","0","59","0","0","0","202","369","North Shore Public School"
"071","PETERBOROUGH","087","U","KEENE","8","78","2","56","1","87","0","0","0","232","435","Villiers Community Centre"
"071","PETERBOROUGH","088","U","KEENE","5","24","0","23","0","38","0","0","0","90","249","Villiers Community Centre"
"071","PETERBOROUGH","089","U","PETERBOROUGH","11","161","4","58","0","113","0","0","1","348","671","Wayside Academy"
"071","PETERBOROUGH","090","U","PETERBOROUGH",".......................COMBINED WITH POLL 091.......................","","","","","","","","","","","Trent University Gzowski College"
"071","PETERBOROUGH","091","U","PETERBOROUGH","27","164","3","161","1","92","3","1","1","453","576","Edmison Heights Public School"
"071","PETERBOROUGH","092","U","PETERBOROUGH","3","145","0","52","0","65","2","0","0","267","734","Edmison Heights Public School"
"071","PETERBOROUGH","093","U","PETERBOROUGH","2","74","2","39","0","50","0","0","0","167","360","Edmison Heights Public School"
"071","PETERBOROUGH","094","U","PETERBOROUGH","3","87","0","44","1","42","0","0","0","177","352","Edmison Heights Public School"
"071","PETERBOROUGH","095","U","PETERBOROUGH","3","79","0","36","0","33","0","0","0","151","338","Edmison Heights Public School"
"071","PETERBOROUGH","096","U","PETERBOROUGH","7","91","1","46","1","49","0","0","0","195","403","R. F. Downey Public School"
"071","PETERBOROUGH","097","U","PETERBOROUGH","4","105","1","53","1","63","2","0","0","229","436","R. F. Downey Public School"
"071","PETERBOROUGH","098","U","PETERBOROUGH","5","43","0","30","0","25","0","0","0","103","260","St. Paul's School (P)"
"071","PETERBOROUGH","099","U","PETERBOROUGH","9","49","1","23","0","25","0","0","0","107","319","St. Paul's School (P)"
"071","PETERBOROUGH","100","U","PETERBOROUGH","2","45","0","31","0","25","1","0","0","104","273","St. Paul's School (P)"
"071","PETERBOROUGH","101","U","PETERBOROUGH","6","73","1","79","1","25","1","1","0","187","622","Queen Elizabeth Public School"
"071","PETERBOROUGH","102","U","PETERBOROUGH","6","146","1","71","1","64","1","1","1","292","771","Queen Elizabeth Public School"
"071","PETERBOROUGH","103","U","PETERBOROUGH","2","64","0","37","1","50","0","1","0","155","349","Queen Elizabeth Public School"
"071","PETERBOROUGH","104","U","PETERBOROUGH","9","76","0","65","1","40","1","0","0","192","401","St. Paul's School (P)"
"071","PETERBOROUGH","105","U","PETERBOROUGH","6","87","1","36","0","57","1","0","2","190","454","R. F. Downey Public School"
"071","PETERBOROUGH","106","U","PETERBOROUGH","0","38","0","37","0","20","0","0","0","95","291","R. F. Downey Public School"
"071","PETERBOROUGH","107","U","PETERBOROUGH","4","97","0","67","1","73","1","0","0","243","665","Northview Pentecostal Church"
"071","PETERBOROUGH","108","U","PETERBOROUGH","13","120","1","75","1","68","1","0","0","279","626","Portage Place Mall"
"071","PETERBOROUGH","109","U","PETERBOROUGH","10","140","1","81","0","31","1","0","0","264","649","Portage Place Mall"
"071","PETERBOROUGH","110","U","PETERBOROUGH","11","92","0","73","0","60","1","0","0","237","663","Christ Evangelical Lutheran Church"
"071","PETERBOROUGH","111","U","PETERBOROUGH","7","83","1","71","1","62","2","1","0","228","642","Christ Evangelical Lutheran Church"
"071","PETERBOROUGH","112","U","PETERBOROUGH","6","107","1","71","0","93","0","0","0","278","694","Christ Evangelical Lutheran Church"
"071","PETERBOROUGH","113","U","PETERBOROUGH","2","170","0","75","0","76","1","0","1","325","854","St. Peter's Secondary School"
"071","PETERBOROUGH","114","U","PETERBOROUGH","7","66","1","33","0","68","0","1","1","177","372","Northview Pentecostal Church"
"071","PETERBOROUGH","115","U","PETERBOROUGH","1","88","0","31","0","39","0","1","0","160","388","Kawartha Shrine Centre"
"071","PETERBOROUGH","116","U","PETERBOROUGH","8","172","1","50","1","103","2","1","0","338","701","Kawartha Shrine Centre"
"071","PETERBOROUGH","117","U","PETERBOROUGH","1","61","0","35","0","36","2","0","0","135","288","Westdale United Church"
"071","PETERBOROUGH","118","U","PETERBOROUGH","1","77","0","33","0","61","0","0","0","172","333","St. Catherine School"
"071","PETERBOROUGH","119","U","PETERBOROUGH","8","220","0","58","0","152","0","1","1","440","905","St. Catherine School"
"071","PETERBOROUGH","120","U","PETERBOROUGH","7","114","1","32","0","48","2","0","0","204","472","St. Catherine School"
"071","PETERBOROUGH","121","U","PETERBOROUGH","4","86","0","30","0","64","0","0","1","185","357","Westdale United Church"
"071","PETERBOROUGH","122","U","PETERBOROUGH","6","105","1","44","0","60","0","0","0","216","451","Westdale United Church"
"071","PETERBOROUGH","123","U","PETERBOROUGH","3","119","0","25","1","52","0","0","0","200","448","St. Peter's Secondary School"
"071","PETERBOROUGH","124","U","PETERBOROUGH","5","127","0","36","0","64","1","1","2","236","451","St. Teresa's School"
"071","PETERBOROUGH","125","U","PETERBOROUGH","7","152","0","84","0","78","0","0","0","321","673","Beth Israel Synagogue"
"071","PETERBOROUGH","126","U","PETERBOROUGH","5","107","0","48","0","69","0","0","0","229","482","St. Peter's Secondary School"
"071","PETERBOROUGH","127","U","PETERBOROUGH","11","157","0","62","2","47","0","0","0","279","673","Beth Israel Synagogue"
"071","PETERBOROUGH","128","U","PETERBOROUGH","5","49","2","59","1","25","0","0","1","142","412","Cephas Christian Reformed Church"
"071","PETERBOROUGH","129","U","PETERBOROUGH","11","126","1","102","1","37","1","0","1","280","671","All Saints' Anglican Church Parish Hall"
"071","PETERBOROUGH","130","U","PETERBOROUGH","8","141","1","69","1","34","0","1","0","255","627","Bishop Doyle Hall - Knights of Columbus"
"071","PETERBOROUGH","131","U","PETERBOROUGH","7","123","0","43","0","33","0","0","2","208","406","Bishop Doyle Hall - Knights of Columbus"
"071","PETERBOROUGH","132","U","PETERBOROUGH","7","118","1","106","0","37","0","0","0","269","731","St. Peter's Secondary School"
"071","PETERBOROUGH","133","U","PETERBOROUGH","5","72","0","60","0","25","0","0","0","162","571","St. Peter's Secondary School"
"071","PETERBOROUGH","134","U","PETERBOROUGH","20","86","0","121","1","27","0","0","0","255","1006","St. Paul's Presbyterian Church"
"071","PETERBOROUGH","135","U","PETERBOROUGH","5","46","0","45","0","24","1","0","0","121","424","All Saints' Anglican Church Parish Hall"
"071","PETERBOROUGH","136","U","PETERBOROUGH","14","62","2","108","3","20","0","0","0","209","886","Bishop Doyle Hall - Knights of Columbus"
"071","PETERBOROUGH","137","U","PETERBOROUGH","19","90","2","119","3","30","2","1","0","266","738","St. Paul's Presbyterian Church"
"071","PETERBOROUGH","138","U","PETERBOROUGH","3","45","0","70","0","24","0","0","0","142","483","St. Paul's Presbyterian Church"
"071","PETERBOROUGH","139","U","PETERBOROUGH","7","43","0","49","0","24","0","0","0","123","664","St. James United Church"
"071","PETERBOROUGH","140","U","PETERBOROUGH","11","141","0","118","0","63","1","1","1","336","876","St. James United Church"
"071","PETERBOROUGH","141","U","PETERBOROUGH","10","74","0","78","1","61","0","0","0","224","536","St. James United Church"
"071","PETERBOROUGH","142","U","PETERBOROUGH","8","107","1","73","0","54","0","0","0","243","786","St. James United Church"
"071","PETERBOROUGH","143","U","PETERBOROUGH","11","71","2","101","2","43","0","0","0","230","668","All Saints' Anglican Church Parish Hall"
"071","PETERBOROUGH","144","U","PETERBOROUGH","5","73","1","62","0","60","0","0","0","201","595","Keith Wightman Public School"
"071","PETERBOROUGH","145","U","PETERBOROUGH","6","119","0","113","0","82","0","0","0","320","866","Keith Wightman Public School"
"071","PETERBOROUGH","146","U","PETERBOROUGH","6","120","3","81","0","78","1","0","0","289","765","Cephas Christian Reformed Church"
"071","PETERBOROUGH","147","U","PETERBOROUGH","4","69","0","66","1","56","1","0","0","197","507","Keith Wightman Public School"
"071","PETERBOROUGH","148","U","PETERBOROUGH","1","31","0","28","0","40","0","0","0","100","263","Cephas Christian Reformed Church"
"071","PETERBOROUGH","149","U","PETERBOROUGH","3","131","0","63","0","78","0","0","1","276","657","Cephas Christian Reformed Church"
"071","PETERBOROUGH","150","U","PETERBOROUGH","9","139","2","86","0","83","1","1","0","321","858","Westdale United Church"
"071","PETERBOROUGH","151","U","PETERBOROUGH","16","158","0","72","0","93","0","1","1","341","749","Westdale United Church"
"071","PETERBOROUGH","152","U","PETERBOROUGH","12","152","1","77","3","135","1","0","0","381","906","Kawartha Shrine Centre"
"071","PETERBOROUGH","153","U","PETERBOROUGH","4","97","0","56","0","68","0","0","0","225","568","Kawartha Shrine Centre"
"071","PETERBOROUGH","154","U","PETERBOROUGH","8","146","0","61","0","68","0","0","0","283","712","The Peterborough Sport and  Wellness Centre"
"071","PETERBOROUGH","155","U","PETERBOROUGH","6","111","1","66","0","90","0","0","0","274","700","The Peterborough Sport and  Wellness Centre"
"071","PETERBOROUGH","156","U","PETERBOROUGH","10","103","2","54","0","91","0","0","0","260","657","The Peterborough Sport and  Wellness Centre"
"071","PETERBOROUGH","157","U","PETERBOROUGH","5","46","0","31","0","55","4","0","0","141","437","Christian Victory Church"
"071","PETERBOROUGH","158","U","PETERBOROUGH","4","23","0","13","1","12","0","0","0","53","175","Christian Victory Church"
"071","PETERBOROUGH","159","U","PETERBOROUGH","3","94","1","39","0","74","1","1","0","213","491","Christian Victory Church"
"071","PETERBOROUGH","160","U","PETERBOROUGH","7","69","1","53","0","55","0","0","0","185","442","The Peterborough Sport and  Wellness Centre"
"071","PETERBOROUGH","161","U","PETERBOROUGH","1","52","0","64","0","55","0","0","0","172","678","Roger Neilson Public School"
"071","PETERBOROUGH","162","U","PETERBOROUGH","11","97","1","108","0","104","2","0","1","324","821","Roger Neilson Public School"
"071","PETERBOROUGH","163","U","PETERBOROUGH","12","133","0","141","2","91","0","2","0","381","997","St. John's School"
"071","PETERBOROUGH","164","U","PETERBOROUGH","4","90","0","81","0","93","0","0","0","268","688","Grace United Church"
"071","PETERBOROUGH","165","U","PETERBOROUGH","3","141","1","54","0","82","1","1","0","283","644","Grace United Church"
"071","PETERBOROUGH","166","U","PETERBOROUGH","6","112","1","78","0","62","1","0","0","260","668","St. John's School"
"071","PETERBOROUGH","167","U","PETERBOROUGH","4","66","0","44","0","25","0","0","1","140","367","St. John's School"
"071","PETERBOROUGH","168","U","PETERBOROUGH","7","86","1","84","1","82","0","0","0","261","704","Otonabee Valley Public School"
"071","PETERBOROUGH","169","U","PETERBOROUGH","12","81","0","45","0","43","0","0","2","183","375","Otonabee Valley Public School"
"071","PETERBOROUGH","170","U","PETERBOROUGH","3","85","0","51","0","72","0","1","0","212","413","Otonabee Valley Public School"
"071","PETERBOROUGH","171","U","PETERBOROUGH","4","117","0","100","0","78","1","3","0","303","821","St. Patrick's School"
"071","PETERBOROUGH","172","U","PETERBOROUGH","3","70","0","45","0","42","1","0","0","161","446","St. Patrick's School"
"071","PETERBOROUGH","173","U","PETERBOROUGH","6","76","0","60","0","68","0","0","1","211","446","St. Patrick's School"
"071","PETERBOROUGH","174","U","PETERBOROUGH","3","50","0","34","0","31","0","1","0","119","248","Monsignor O'Donoghue School"
"071","PETERBOROUGH","175","U","PETERBOROUGH","6","75","0","72","0","65","0","1","0","219","467","Monsignor O'Donoghue School"
"071","PETERBOROUGH","176","U","PETERBOROUGH","8","78","0","57","1","74","0","0","0","218","429","Monsignor O'Donoghue School"
"071","PETERBOROUGH","177","U","PETERBOROUGH","1","72","0","39","0","56","0","0","0","168","432","Free Methodist Church"
"071","PETERBOROUGH","178","U","PETERBOROUGH","10","97","3","63","0","49","1","0","0","223","507","Monsignor O'Donoghue School"
"071","PETERBOROUGH","179","U","PETERBOROUGH","8","144","0","83","1","74","0","0","1","311","599","Mark Street United Church"
"071","PETERBOROUGH","180","U","PETERBOROUGH","6","127","1","109","0","67","0","0","2","312","674","Mark Street United Church"
"071","PETERBOROUGH","181","U","PETERBOROUGH","12","125","0","84","1","45","2","0","0","269","560","Mark Street United Church"
"071","PETERBOROUGH","182","U","PETERBOROUGH","11","103","0","67","0","66","1","0","0","248","580","St. Luke's Anglican Church"
"071","PETERBOROUGH","183","U","PETERBOROUGH","6","119","1","108","0","79","2","0","0","315","731","St. Luke's Anglican Church"
"071","PETERBOROUGH","184","U","PETERBOROUGH","2","65","0","60","0","64","0","1","0","192","495","Thomas A Stewart Secondary School"
"071","PETERBOROUGH","185","U","PETERBOROUGH","5","78","0","74","0","79","0","0","0","236","628","Thomas A Stewart Secondary School"
"071","PETERBOROUGH","186","U","PETERBOROUGH","8","63","1","54","0","65","0","2","1","194","395","Baker's Hill Banquet Centre"
"071","PETERBOROUGH","187","U","PETERBOROUGH","4","112","0","36","0","80","0","0","0","232","478","Thomas A Stewart Secondary School"
"071","PETERBOROUGH","188","U","PETERBOROUGH","6","212","0","64","1","90","0","0","1","374","696","Thomas A Stewart Secondary School"
"071","PETERBOROUGH","400","U","PETERBOROUGH","3","32","0","34","0","34","0","0","0","103","132","Cambridge Court"
"071","PETERBOROUGH","401","U","PETERBOROUGH","2","22","1","22","0","11","1","0","0","59","157","Kingswood Court North"
"071","PETERBOROUGH","402","U","PETERBOROUGH","1","47","0","45","0","13","1","0","0","107","181","Kingswood Court"
"071","PETERBOROUGH","403","U","PETERBOROUGH","3","14","2","36","0","15","1","0","0","71","139","Goodfellow Towers"
"071","PETERBOROUGH","404","U","PETERBOROUGH","2","26","0","33","0","21","0","0","0","82","168","Valley High 2"
"071","PETERBOROUGH","405","U","PETERBOROUGH","4","39","0","36","0","41","3","0","0","123","182","Valley High 1"
"071","PETERBOROUGH","406","U","PETERBOROUGH","4","33","0","49","0","16","1","1","0","104","273","Otonabee Place - Common Room"
"071","PETERBOROUGH","407","U","PETERBOROUGH","0","35","1","16","0","16","0","1","0","69","107","St. John's Centre"
"071","PETERBOROUGH","408","U","PETERBOROUGH","1","36","1","17","0","12","0","0","0","67","107","Churchill Manor"
"071","PETERBOROUGH","409","U","PETERBOROUGH","0","35","0","24","0","17","1","0","0","77","127","Park Place Apartment(s)"
"071","PETERBOROUGH","410","U","PETERBOROUGH","5","22","2","32","0","9","0","0","0","70","178","Time Square Skyline Inc"
"071","PETERBOROUGH","411","U","PETERBOROUGH","3","25","0","16","1","17","0","1","0","63","132","Tarawood Place"
"071","PETERBOROUGH","412","U","PETERBOROUGH","0","34","0","29","0","25","0","0","0","88","162","Kawartha Place"
"071","PETERBOROUGH","413","U","PETERBOROUGH","2","18","0","28","0","20","2","0","0","70","134","Pathway Apartment(s)"
"071","PETERBOROUGH","414","U","PETERBOROUGH","4","10","0","2","0","14","0","0","1","31","44","Lincoln West Condominium(s)"
"071","PETERBOROUGH","415","U","PETERBOROUGH","1","24","0","4","0","19","0","0","0","48","81","Kawartha Glen Condominium(s)"
"071","PETERBOROUGH","416","U","PETERBOROUGH","0","43","0","18","0","22","0","0","0","83","115","Cathedral Court"
"071","PETERBOROUGH","417","U","PETERBOROUGH","1","16","1","20","0","11","0","0","0","49","101","Parkhill Apartment(s)"
"071","PETERBOROUGH","700","U","LAKEFIELD","1","6","2","6","1","3","0","0","0","19","99","Extendicare Lakefield"
"071","PETERBOROUGH","701","U","NORWOOD",".......................COMBINED WITH POLL 703.......................","","","","","","","","","","","Maple View Retirement Centre"
"071","PETERBOROUGH","702","U","NORWOOD","..........................NO POLL HELD..........................","","","","","","","","","","",""
"071","PETERBOROUGH","703","U","PETERBOROUGH","5","46","0","15","1","34","2","0","1","104","251","Riverview Manor"
"071","PETERBOROUGH","704","U","PETERBOROUGH",".......................COMBINED WITH POLL 705.......................","","","","","","","","","","","Sisters of St Joseph"
"071","PETERBOROUGH","705","U","PETERBOROUGH","4","62","1","18","0","32","0","1","0","118","200","Peterborough Manor"
"071","PETERBOROUGH","706","U","PETERBOROUGH","4","37","2","12","1","45","2","2","0","105","266","Fairhaven"
"071","PETERBOROUGH","707","U","PETERBOROUGH","4","12","0","16","0","4","0","2","0","38","92","Towerhill Village"
"071","PETERBOROUGH","708","U","PETERBOROUGH","2","39","0","7","0","34","0","0","0","82","100","Sherbrooke Heights"
"071","PETERBOROUGH","709","U","PETERBOROUGH","2","51","0","5","0","29","2","0","0","89","133","Canterbury Gardens"
"071","PETERBOROUGH","710","U","PETERBOROUGH","1","36","2","10","0","6","0","0","0","55","64","Marycrest at Inglewood"
"071","PETERBOROUGH","711","U","PETERBOROUGH","..........................NO POLL HELD..........................","","","","","","","","","","",""
"071","PETERBOROUGH","712","U","PETERBOROUGH","0","26","0","11","0","16","2","0","0","55","75","Jackson Creek Retirement Residence"
"071","PETERBOROUGH","713","U","PETERBOROUGH","1","20","0","36","0","12","1","0","0","70","110","Brooklawn Seniors Residence"
"071","PETERBOROUGH","714","U","PETERBOROUGH","2","33","2","12","0","26","1","1","0","77","197","Extendicare Peterborough"
"071","PETERBOROUGH","715","U","PETERBOROUGH","2","21","0","23","0","11","0","0","0","57","97","Rubidge Retirement Residence"
"071","PETERBOROUGH","716","U","PETERBOROUGH",".......................COMBINED WITH POLL 717.......................","","","","","","","","","","","St. Giles Senior Residence"
"071","PETERBOROUGH","717","U","PETERBOROUGH","1","55","0","18","0","40","1","0","0","115","182","Princess Gardens Retirement Residence"
"071","PETERBOROUGH","718","U","PETERBOROUGH","0","12","0","14","1","12","1","0","0","40","70","Empress Gardens Retirement Residence"
