"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ALI","BURSTYN","MENARY","POLEY-FISHER","PRUE","ROSS","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"005","BEACHES--EAST YORK","037","U","TORONTO","4","48","29","1","110","0","0","1","0","193","402","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","038","U","TORONTO","6","57","20","3","107","0","1","2","0","196","429","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","039","U","TORONTO","8","62","46","2","96","0","1","0","0","215","423","George Webster Elementary School"
"005","BEACHES--EAST YORK","040","U","TORONTO","4","61","28","0","108","2","0","0","0","203","466","East York Acres"
"005","BEACHES--EAST YORK","041","U","TORONTO","5","67","40","1","130","0","1","0","0","244","487","George Webster Elementary School"
"005","BEACHES--EAST YORK","042","U","TORONTO","6","51","15","0","74","0","0","1","0","147","403","George Webster Elementary School"
"005","BEACHES--EAST YORK","043","U","TORONTO","4","51","46","3","71","0","2","0","0","177","411","George Webster Elementary School"
"005","BEACHES--EAST YORK","044","U","TORONTO","7","68","26","0","119","0","0","0","0","220","475","George Webster Elementary School"
"005","BEACHES--EAST YORK","045","U","TORONTO","3","32","19","1","68","0","0","0","0","123","321","Gower Park Place"
"005","BEACHES--EAST YORK","046","U","TORONTO","3","57","18","0","116","0","0","0","0","194","479","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","047","U","TORONTO","10","69","20","1","91","1","0","0","0","192","473","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","048","U","TORONTO","8","58","16","1","80","1","0","0","0","164","391","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","049","U","TORONTO","8","64","22","1","125","1","0","0","0","221","430","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","050","U","TORONTO","5","67","32","0","137","0","1","2","0","244","477","Gledhill Public School"
"005","BEACHES--EAST YORK","051","U","TORONTO","10","75","25","0","135","0","0","3","0","248","507","Gledhill Public School"
"005","BEACHES--EAST YORK","052","U","TORONTO","8","56","27","1","135","0","0","1","0","228","459","Gledhill Public School"
"005","BEACHES--EAST YORK","053","U","TORONTO","0","60","20","2","107","0","0","0","1","190","458","Gledhill Public School"
"005","BEACHES--EAST YORK","054","U","TORONTO","0","52","30","0","106","0","2","0","0","190","444","Secord Comm Centre"
"005","BEACHES--EAST YORK","055","U","TORONTO","3","64","21","1","124","0","0","0","0","213","418","Secord Comm Centre"
"005","BEACHES--EAST YORK","056","U","TORONTO","7","42","11","2","84","0","1","0","0","147","393","Gledhill Public School"
"005","BEACHES--EAST YORK","057","U","TORONTO","9","59","18","0","74","0","2","0","0","162","444","Secord Comm Centre"
"005","BEACHES--EAST YORK","058","U","TORONTO","3","65","22","0","89","0","0","0","0","179","366","Faith Presbyterian Church"
"005","BEACHES--EAST YORK","059","U","TORONTO","6","59","16","1","90","0","0","0","0","172","426","Faith Presbyterian Church"
"005","BEACHES--EAST YORK","060","U","TORONTO","4","69","27","0","117","1","2","0","0","220","406","W. J. McCordick"
"005","BEACHES--EAST YORK","061","U","TORONTO","2","42","22","1","106","1","1","0","0","175","430","Faith Presbyterian Church"
"005","BEACHES--EAST YORK","062","U","TORONTO","6","34","13","0","87","2","0","0","0","142","389","W. J. McCordick"
"005","BEACHES--EAST YORK","063","U","TORONTO","10","81","24","5","119","0","0","0","0","239","482","Danforth/Coxwell Public Library"
"005","BEACHES--EAST YORK","064","U","TORONTO","7","102","23","2","117","0","0","3","0","254","539","Danforth/Coxwell Public Library"
"005","BEACHES--EAST YORK","065","U","TORONTO","9","72","21","0","98","1","2","1","0","204","447","Cecilia Murphy Building"
"005","BEACHES--EAST YORK","066","U","TORONTO","13","127","26","2","126","0","1","0","0","295","509","Danforth/Coxwell Public Library"
"005","BEACHES--EAST YORK","067","U","TORONTO","9","89","13","1","119","0","0","0","0","231","399","Cecilia Murphy Building"
"005","BEACHES--EAST YORK","068","U","TORONTO","7","78","14","2","63","0","0","0","0","164","382","Danforth/Coxwell Public Library"
"005","BEACHES--EAST YORK","069","U","TORONTO","7","94","17","0","120","1","0","0","0","239","480","Gledhill Public School"
"005","BEACHES--EAST YORK","070","U","TORONTO","10","96","24","0","134","0","2","1","0","267","528","Gledhill Public School"
"005","BEACHES--EAST YORK","071","U","TORONTO","6","36","13","1","109","0","0","0","0","165","483","Gledhill Public School"
"005","BEACHES--EAST YORK","072","U","TORONTO","3","35","10","1","84","0","0","0","0","133","484","W. J. McCordick"
"005","BEACHES--EAST YORK","073","U","TORONTO","6","71","37","2","125","1","3","2","0","247","465","École Georges Etienne-Cartier"
"005","BEACHES--EAST YORK","074","U","TORONTO","10","83","20","0","118","0","0","0","0","231","456","École Georges Etienne-Cartier"
"005","BEACHES--EAST YORK","075","U","TORONTO","4","81","15","1","93","0","0","0","0","194","471","Fairmount Park Comm Centre"
"005","BEACHES--EAST YORK","076","U","TORONTO","13","93","31","0","94","0","0","3","0","234","423","Fairmount Park Comm Centre"
"005","BEACHES--EAST YORK","077","U","TORONTO","5","117","33","0","98","0","0","0","0","253","446","St. John Baptist Norway Anglican Church"
"005","BEACHES--EAST YORK","078","U","TORONTO","6","112","26","1","86","0","0","0","0","231","470","École Georges Etienne-Cartier"
"005","BEACHES--EAST YORK","079","U","TORONTO","3","54","22","1","94","0","0","0","0","174","424","École Georges Etienne-Cartier"
"005","BEACHES--EAST YORK","080","U","TORONTO","4","71","37","0","134","0","1","0","1","248","457","Grant A.M.E Church"
"005","BEACHES--EAST YORK","081","U","TORONTO","8","63","16","2","98","1","1","0","0","189","494","Grant A.M.E Church"
"005","BEACHES--EAST YORK","082","U","TORONTO","7","83","25","0","70","0","1","1","0","187","450","Fairmount Park Comm Centre"
"005","BEACHES--EAST YORK","083","U","TORONTO","5","89","16","1","113","0","0","0","0","224","404","Grant A.M.E Church"
"005","BEACHES--EAST YORK","084","U","TORONTO","11","89","19","1","115","1","0","0","0","236","387","Norway Junior Public School"
"005","BEACHES--EAST YORK","085","U","TORONTO","1","50","25","2","90","0","0","0","0","168","359","Norway Junior Public School"
"005","BEACHES--EAST YORK","086","U","TORONTO","10","68","23","0","87","1","0","0","3","192","442","Grant A.M.E Church"
"005","BEACHES--EAST YORK","087","U","TORONTO","8","42","31","0","74","0","0","0","0","155","405","Norway Junior Public School"
"005","BEACHES--EAST YORK","088","U","TORONTO","8","80","35","1","100","0","0","0","0","224","407","Norway Junior Public School"
"005","BEACHES--EAST YORK","089","U","TORONTO","10","54","28","0","77","0","1","0","0","170","401","Norway Junior Public School"
"005","BEACHES--EAST YORK","090","U","TORONTO","7","97","39","0","76","0","0","0","0","219","507","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","091","U","TORONT0","6","79","45","0","110","1","0","0","0","241","461","St. John Catholic School"
"005","BEACHES--EAST YORK","092","U","TORONTO","9","68","23","2","68","0","0","0","0","170","421","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","093","U","TORONT0","7","122","39","0","124","0","0","0","0","292","521","St. John Catholic School"
"005","BEACHES--EAST YORK","094","U","TORONT0","12","80","40","0","116","0","0","0","0","248","476","St. John Catholic School"
"005","BEACHES--EAST YORK","095","U","TORONTO","5","107","45","0","104","0","0","0","0","261","580","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","096","U","TORONTO","4","88","50","0","83","0","0","0","1","226","411","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","097","U","TORONTO","3","88","46","0","114","0","0","0","0","251","409","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","098","U","TORONTO","1","117","32","2","105","0","0","0","0","257","468","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","099","U","TORONTO","7","71","33","0","76","0","0","0","0","187","322","Adam Beck Community Centre"
"005","BEACHES--EAST YORK","100","U","TORONTO","10","94","16","0","111","1","0","1","0","233","436","Toronto Formosan Presbyterian Church"
"005","BEACHES--EAST YORK","101","U","TORONTO","3","74","23","0","86","0","0","0","0","186","353","Toronto Formosan Presbyterian Church"
"005","BEACHES--EAST YORK","102","U","TORONTO","3","80","19","1","87","0","0","0","0","190","406","Toronto Formosan Presbyterian Church"
"005","BEACHES--EAST YORK","103","U","TORONTO","3","52","28","0","64","0","0","0","0","147","409","St. John Baptist Norway Anglican Church"
"005","BEACHES--EAST YORK","104","U","TORONTO","6","64","25","2","92","0","0","0","0","189","443","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","105","U","TORONTO","7","69","22","2","70","0","0","0","0","170","400","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","106","U","TORONTO","8","88","28","0","82","0","1","0","0","207","424","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","107","U","TORONTO","12","56","25","0","92","0","1","0","0","186","395","St. John Baptist Norway Anglican Church"
"005","BEACHES--EAST YORK","108","U","TORONTO","6","49","24","1","89","0","0","0","0","169","376","St. John Baptist Norway Anglican Church"
"005","BEACHES--EAST YORK","109","U","TORONTO","8","75","29","1","112","0","1","2","0","228","485","Norway Junior Public School"
"005","BEACHES--EAST YORK","110","U","TORONTO","7","74","19","0","75","0","0","0","0","175","443","St. John Baptist Norway Anglican Church"
"005","BEACHES--EAST YORK","111","U","TORONTO","2","76","22","2","72","0","0","1","0","175","416","St. John Baptist Norway Anglican Church"
"005","BEACHES--EAST YORK","112","U","TORONTO","7","90","29","0","72","0","0","0","0","198","495","Norway Junior Public School"
"005","BEACHES--EAST YORK","113","U","TORONTO","5","82","31","0","87","0","0","0","0","205","409","Norway Junior Public School"
"005","BEACHES--EAST YORK","114","U","TORONTO","7","97","35","2","76","1","0","0","0","218","494","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","115","U","TORONTO","3","120","27","0","123","0","0","0","2","275","516","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","116","U","TORONTO","7","106","42","1","72","0","0","0","0","228","465","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","117","U","TORONTO","8","104","23","0","83","0","1","0","0","219","407","Beach United Church"
"005","BEACHES--EAST YORK","118","U","TORONTO","8","105","49","1","69","1","0","0","0","233","446","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","119","U","TORONTO","6","99","40","0","72","0","0","0","1","218","451","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","120","U","TORONTO","4","83","32","1","58","0","0","0","0","178","423","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","121","U","TORONT0","3","84","22","0","59","0","1","0","0","169","384","St. John Catholic School"
"005","BEACHES--EAST YORK","122","U","TORONTO","1","84","31","0","57","0","0","0","0","173","420","Beaches Recreation Centre"
"005","BEACHES--EAST YORK","123","U","TORONTO","7","56","18","0","83","0","0","0","0","164","375","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","124","U","TORONT0","6","104","37","0","72","0","0","0","0","219","450","St. John Catholic School"
"005","BEACHES--EAST YORK","125","U","TORONTO","13","76","46","1","69","0","0","0","1","206","434","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","126","U","TORONTO","5","114","36","1","70","0","0","0","0","226","489","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","127","U","TORONTO","3","91","43","1","67","0","0","0","0","205","413","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","128","U","TORONTO","2","88","37","0","62","0","1","0","0","190","395","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","129","U","TORONTO","5","87","39","3","38","0","0","0","0","172","345","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","130","U","TORONTO","0","70","40","0","47","0","0","0","0","157","301","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","131","U","TORONTO","7","128","65","0","67","0","1","0","0","268","570","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","132","U","TORONTO","7","55","20","1","65","0","0","0","0","148","403","Beach United Church"
"005","BEACHES--EAST YORK","133","U","TORONTO","9","64","20","0","73","1","0","2","0","169","416","Beach United Church"
"005","BEACHES--EAST YORK","134","U","TORONTO","4","76","27","3","107","0","1","0","1","219","496","Beach United Church"
"005","BEACHES--EAST YORK","135","U","TORONTO","15","97","44","1","71","0","1","1","0","230","538","Beach United Church"
"005","BEACHES--EAST YORK","136","U","TORONTO","5","58","32","0","93","0","0","0","0","188","439","Beach United Church"
"005","BEACHES--EAST YORK","137","U","TORONTO","6","75","38","2","74","0","1","3","1","200","436","Beach United Church"
"005","BEACHES--EAST YORK","138","U","TORONTO","7","75","34","0","56","0","0","0","0","172","450","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","139","U","TORONTO","7","60","34","1","97","0","0","0","0","199","491","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","140","U","TORONTO","4","67","30","0","44","0","1","1","1","148","345","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","141","U","TORONTO","3","29","14","1","55","0","0","1","1","104","304","Norway Junior Public School"
"005","BEACHES--EAST YORK","400","U","TORONTO","1","39","3","0","31","0","1","1","0","76","194","O'Connor Public School"
"005","BEACHES--EAST YORK","401","U","TORONTO","4","103","8","1","45","0","1","0","0","162","445","O'Connor Public School"
"005","BEACHES--EAST YORK","402","U","TORONTO","1","109","12","1","35","2","0","0","0","160","417","O'Connor Public School"
"005","BEACHES--EAST YORK","403","U","TORONTO","1","36","11","0","46","0","0","0","0","94","148","St. Clair O'Connor Community Centre"
"005","BEACHES--EAST YORK","404","U","TORONTO","2","29","14","0","43","0","0","0","0","88","380","D. A. Morrison Middle School"
"005","BEACHES--EAST YORK","405","U","TORONTO","0","26","6","1","34","0","0","0","0","67","296","George Webster Elementary School"
"005","BEACHES--EAST YORK","406","U","TORONTO","3","27","8","0","67","0","0","0","3","108","222","Gower Park Place"
"005","BEACHES--EAST YORK","407","U","TORONTO","0","17","4","1","14","0","1","0","0","37","306","George Webster Elementary School"
"005","BEACHES--EAST YORK","408","U","TORONTO","3","14","11","1","46","0","0","0","0","75","165","6 Park Vista"
"005","BEACHES--EAST YORK","409","U","TORONTO","3","35","25","0","51","0","0","0","0","114","228","6 Park Vista"
"005","BEACHES--EAST YORK","410","U","TORONTO","2","26","11","0","71","0","0","0","0","110","331","Gower Park Place"
"005","BEACHES--EAST YORK","411","U","TORONTO","1","14","15","0","57","0","0","0","0","87","171","6 Park Vista"
"005","BEACHES--EAST YORK","412A","U","TORONTO","2","29","18","0","56","0","0","0","0","105","324","Secord Comm Centre"
"005","BEACHES--EAST YORK","412B","U","TORONTO","4","22","7","0","82","0","0","0","0","115","320","Secord Comm Centre"
"005","BEACHES--EAST YORK","413","U","TORONTO","9","28","19","0","56","1","1","0","0","114","319","Secord Comm Centre"
"005","BEACHES--EAST YORK","414","U","TORONTO","5","40","8","0","88","2","1","0","0","144","382","Secord Comm Centre"
"005","BEACHES--EAST YORK","415","U","TORONTO","2","40","20","1","81","1","0","0","0","145","442","Secord Comm Centre"
"005","BEACHES--EAST YORK","416","U","TORONTO","4","42","16","0","39","0","0","0","0","101","364","Secord Comm Centre"
"005","BEACHES--EAST YORK","417","U","TORONTO","6","25","13","1","67","1","0","0","0","113","342","Faith Presbyterian Church"
"005","BEACHES--EAST YORK","418A","U","TORONTO","3","84","17","0","78","0","2","0","0","184","487","5 Massey Square - Party Room"
"005","BEACHES--EAST YORK","418B","U","TORONTO","0","64","14","2","65","0","0","0","0","145","410","5 Massey Square - Party Room"
"005","BEACHES--EAST YORK","419","U","TORONTO","3","92","21","0","63","1","1","0","0","181","495","5 Massey Square - Party Room"
"005","BEACHES--EAST YORK","420A","U","TORONTO","5","98","15","0","82","0","0","0","0","200","541","5 Massey Square - Party Room"
"005","BEACHES--EAST YORK","420B","U","TORONTO","2","99","21","0","76","0","0","0","0","198","558","5 Massey Square - Party Room"
"005","BEACHES--EAST YORK","421","U","TORONTO","1","16","11","0","27","0","1","0","0","56","207","Faith Presbyterian Church"
"005","BEACHES--EAST YORK","422A","U","TORONTO","1","48","8","1","65","0","0","0","0","123","336","Crescent Town - Town Hall"
"005","BEACHES--EAST YORK","422B","U","TORONTO","2","29","7","0","47","0","1","0","0","86","309","Crescent Town - Town Hall"
"005","BEACHES--EAST YORK","423","U","TORONTO","0","26","7","0","26","0","0","0","0","59","196","Crescent Town - Town Hall"
"005","BEACHES--EAST YORK","424A","U","TORONTO","3","51","6","0","69","0","0","1","0","130","316","Crescent Town - Town Hall"
"005","BEACHES--EAST YORK","424B","U","TORONTO","3","41","4","2","45","0","1","0","0","96","305","Crescent Town - Town Hall"
"005","BEACHES--EAST YORK","425","U","TORONTO","3","23","19","0","24","0","2","0","0","71","137","Toronto United Mennonite Church"
"005","BEACHES--EAST YORK","426","U","TORONTO","4","66","19","3","126","1","3","3","0","225","391","Cecilia Murphy Building"
"005","BEACHES--EAST YORK","427","U","TORONTO","3","24","9","0","39","1","2","0","0","78","290","Main Square Community Centre"
"005","BEACHES--EAST YORK","428","U","TORONTO","0","26","9","2","30","0","0","0","0","67","193","Main Square Community Centre"
"005","BEACHES--EAST YORK","429","U","TORONTO","3","62","8","1","62","0","0","0","0","136","418","Main Square Community Centre"
"005","BEACHES--EAST YORK","430","U","TORONTO","2","53","9","3","74","0","0","0","0","141","363","Main Square Community Centre"
"005","BEACHES--EAST YORK","431","U","TORONTO","2","38","12","0","50","0","0","0","1","103","143","Glen Stewart Acres"
"005","BEACHES--EAST YORK","432","U","TORONT0","0","11","6","1","26","0","0","0","0","44","136","St. John Catholic School"
"005","BEACHES--EAST YORK","700","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"005","BEACHES--EAST YORK","701","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"005","BEACHES--EAST YORK","702","U","TORONTO","3","28","10","0","54","0","0","0","0","95","205","East York Acres"
"005","BEACHES--EAST YORK","703","U","TORONTO","2","29","13","5","26","1","1","0","0","77","114","True Davidson Acres"
"005","BEACHES--EAST YORK","704","U","TORONTO","1","22","14","2","31","0","0","1","0","71","79","Liberty Place"
"005","BEACHES--EAST YORK","705","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"005","BEACHES--EAST YORK","706","U","TORONTO","5","15","8","1","33","2","0","0","2","66","85","Main Street Terrace"
"005","BEACHES--EAST YORK","707","U","TORONTO","0","40","14","1","33","0","1","0","0","89","96","Canadian Macedonian Place"
"005","BEACHES--EAST YORK","708","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"005","BEACHES--EAST YORK","709","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"005","BEACHES--EAST YORK","710","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"005","BEACHES--EAST YORK","ADV001","U","EAST YORK","11","231","149","3","354","1","0","2","0","751","0","Returning Office / Bureau du directeur du scrutin"
"005","BEACHES--EAST YORK","ADV002","U","TORONTO","16","158","52","3","221","2","1","0","0","453","0","Special Ballot Voting / Vote par bulletin spécial"
"005","BEACHES--EAST YORK","ADV003","U","TORONTO","30","480","190","1","547","0","2","3","0","1253","0","St. Aidan's Anglican Church"
"005","BEACHES--EAST YORK","ADV004","U","TORONTO","34","474","174","1","764","2","1","3","2","1455","0","Main Square Community Centre"
"005","BEACHES--EAST YORK","ADV005","U","TORONTO","21","292","160","1","563","2","2","1","0","1042","0","East York Memorial Arena"
"005","BEACHES--EAST YORK","ADV006","U","TORONTO","6","153","34","1","171","0","0","1","0","366","0","Crescent Town - Town Hall"
"TOTALS:","","","","","1025","13813","5333","144","17925","45","81","53","28","38447","74450",""
