"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BARTOLUCCI","LABELLE","LOEWENBERG","MURPHY MARKETOS","POPESCU","ROGERSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"088","SUDBURY","064","U","SUDBURY","73","26","57","0","0","9","0","0","0","165","381","Club Amical du New Sudbury"
"088","SUDBURY","065","U","SUDBURY","29","4","56","0","0","1","0","0","0","90","288","École Felix-Ricard"
"088","SUDBURY","066","U","SUDBURY","53","15","86","0","0","7","1","0","0","162","342","École Felix-Ricard"
"088","SUDBURY","067","U","SUDBURY","55","16","64","0","0","8","1","0","0","144","352","École Felix-Ricard"
"088","SUDBURY","068","U","SUDBURY","24","4","62","0","0","0","0","0","0","90","307","École Felix-Ricard"
"088","SUDBURY","069","U","SUDBURY","50","9","29","1","0","2","0","0","0","91","225","St. Raphael School"
"088","SUDBURY","070","U","SUDBURY","46","16","62","0","0","2","0","0","0","126","238","St. Raphael School"
"088","SUDBURY","071","U","SUDBURY","40","15","48","2","1","5","0","0","0","111","260","St. Raphael School"
"088","SUDBURY","072","U","SUDBURY","76","20","65","1","0","0","0","0","0","162","381","Gym Zone Gymastics"
"088","SUDBURY","073","U","SUDBURY","55","31","61","1","0","9","0","0","0","157","389","Gym Zone Gymastics"
"088","SUDBURY","074","U","SUDBURY","66","18","33","1","0","4","1","0","0","123","240","Gym Zone Gymastics"
"088","SUDBURY","075","U","SUDBURY","79","23","57","0","1","4","0","0","0","164","295","Gym Zone Gymastics"
"088","SUDBURY","076","U","SUDBURY","100","32","86","1","0","5","0","0","0","224","441","Westmount Retirement Res"
"088","SUDBURY","077","U","SUDBURY","23","4","47","0","0","6","0","0","0","80","246","École secondaire du Sacre-Coeur"
"088","SUDBURY","078","U","SUDBURY","36","4","67","0","0","1","0","0","1","109","414","École secondaire du Sacre-Coeur"
"088","SUDBURY","079","U","SUDBURY","44","9","93","0","0","3","0","0","0","149","523","École secondaire du Sacre-Coeur"
"088","SUDBURY","080","U","SUDBURY","48","19","53","2","0","2","0","0","0","124","239","Raiffeisen Co-Operative Homes"
"088","SUDBURY","081","U","SUDBURY","37","6","49","2","1","1","0","2","0","98","377","Ukrainian Seniors Centre"
"088","SUDBURY","082A","U","SUDBURY","26","5","56","1","0","1","0","0","0","89","292","Raiffeisen Co-Operative Homes"
"088","SUDBURY","082B","U","SUDBURY","26","3","53","2","0","6","0","0","0","90","329","Raiffeisen Co-Operative Homes"
"088","SUDBURY","083","U","SUDBURY","81","25","59","1","0","4","0","0","0","170","322","Westmount Retirement Res"
"088","SUDBURY","084","U","SUDBURY","24","7","41","0","0","5","0","0","0","77","205","Westmount Retirement Res"
"088","SUDBURY","085","U","SUDBURY","30","10","8","0","0","1","0","0","0","49","200","Westmount Avenue Public School"
"088","SUDBURY","086","U","SUDBURY","50","30","55","0","0","5","0","0","0","140","310","Westmount Avenue Public School"
"088","SUDBURY","087","U","SUDBURY","56","31","74","0","0","1","0","0","0","162","357","Westmount Avenue Public School"
"088","SUDBURY","088","U","SUDBURY","83","29","56","0","0","3","1","0","0","172","343","Westmount Community Centre"
"088","SUDBURY","089","U","SUDBURY","76","30","73","0","1","4","0","0","0","184","356","Churchill Public School"
"088","SUDBURY","090","U","SUDBURY","87","22","57","0","0","1","0","1","0","168","392","Churchill Public School"
"088","SUDBURY","091","U","SUDBURY","76","24","67","0","0","4","1","0","1","173","430","Churchill Public School"
"088","SUDBURY","092","U","SUDBURY","76","26","42","0","0","2","1","0","0","147","326","Westmount Community Centre"
"088","SUDBURY","093","U","SUDBURY","89","49","92","0","0","4","0","0","0","234","524","Church of the Ascension"
"088","SUDBURY","094","U","SUDBURY","1","0","2","0","0","0","0","0","0","3","116","Church of the Ascension"
"088","SUDBURY","095","U","SUDBURY","78","18","84","2","0","2","0","0","1","185","402","Northern Centre for Advanced Technology"
"088","SUDBURY","096","U","SUDBURY","34","11","51","0","0","2","0","0","0","98","348","Northern Centre for Advanced Technology"
"088","SUDBURY","097","U","SUDBURY","115","35","62","1","0","4","0","0","0","217","425","Northern Centre for Advanced Technology"
"088","SUDBURY","098","U","SUDBURY","87","25","99","1","0","7","1","0","0","220","461","Cyril Varney Public School"
"088","SUDBURY","099","U","SUDBURY","72","16","98","0","1","0","0","0","0","187","414","Church of the Ascension"
"088","SUDBURY","100","U","SUDBURY","63","10","71","0","0","1","0","0","0","145","382","United Pentecostal Church"
"088","SUDBURY","101","U","SUDBURY","22","9","29","0","0","1","1","0","0","62","222","United Pentecostal Church"
"088","SUDBURY","102","U","SUDBURY","54","22","58","1","0","2","1","0","0","138","338","United Pentecostal Church"
"088","SUDBURY","103","U","SUDBURY","64","25","102","0","0","2","0","0","0","193","414","Cyril Varney Public School"
"088","SUDBURY","104","U","SUDBURY","73","22","71","2","0","3","0","0","0","171","409","Cyril Varney Public School"
"088","SUDBURY","105","U","SUDBURY","102","29","114","0","0","1","0","0","0","246","534","Cyril Varney Public School"
"088","SUDBURY","106","U","SUDBURY","52","20","97","1","0","5","0","0","0","175","473","United Pentecostal Church"
"088","SUDBURY","107","U","SUDBURY","58","16","81","1","1","8","0","0","0","165","420","United Pentecostal Church"
"088","SUDBURY","108","U","SUDBURY","51","22","56","0","1","6","1","0","0","137","335","United Pentecostal Church"
"088","SUDBURY","109","U","SUDBURY","49","13","88","2","0","4","0","0","0","156","363","New Sudbury Pentecostal Church"
"088","SUDBURY","110","U","SUDBURY","57","18","86","0","0","6","0","0","0","167","381","New Sudbury Pentecostal Church"
"088","SUDBURY","111","U","SUDBURY","71","15","99","3","0","5","1","0","0","194","396","New Sudbury Pentecostal Church"
"088","SUDBURY","112","U","SUDBURY","50","23","48","1","0","2","0","0","0","124","232","Pius Xii School"
"088","SUDBURY","113","U","SUDBURY","94","23","110","0","1","2","0","0","0","230","433","Pius Xii School"
"088","SUDBURY","114","U","SUDBURY","46","14","52","0","0","5","0","0","0","117","303","Pius Xii School"
"088","SUDBURY","115","U","SUDBURY","54","28","55","0","0","1","0","0","0","138","381","Holy Redeemer Parish"
"088","SUDBURY","116","U","SUDBURY","67","18","60","0","0","1","0","0","0","146","360","Holy Redeemer Parish"
"088","SUDBURY","117","U","SUDBURY","34","11","60","0","0","3","1","0","0","109","288","Holy Redeemer Parish"
"088","SUDBURY","118","U","SUDBURY","42","15","64","0","0","2","1","0","0","124","291","Holy Redeemer Parish"
"088","SUDBURY","119","U","SUDBURY","34","10","50","0","0","0","0","0","0","94","265","École St Pierre"
"088","SUDBURY","120","U","SUDBURY","33","15","73","1","0","3","0","0","0","125","260","École St Pierre"
"088","SUDBURY","121","U","SUDBURY","129","47","42","0","1","1","0","0","0","220","478","Finlandia Village (Hova Koti)"
"088","SUDBURY","122","U","SUDBURY","27","3","34","0","0","2","0","0","0","66","214","Holy Redeemer Parish"
"088","SUDBURY","123","U","SUDBURY","33","10","59","1","0","4","0","0","0","107","328","Holy Redeemer Parish"
"088","SUDBURY","124","U","SUDBURY","28","7","60","3","0","4","0","0","0","102","285","Royal Canadian Legion Branch 76"
"088","SUDBURY","125","U","SUDBURY","26","9","89","1","0","6","0","0","0","131","375","Royal Canadian Legion Branch 76"
"088","SUDBURY","126","U","SUDBURY","39","19","73","0","0","5","0","0","0","136","318","Carmichael Community Centre"
"088","SUDBURY","127","U","SUDBURY","45","22","36","0","0","3","0","0","0","106","252","Carmichael Community Centre"
"088","SUDBURY","128","U","SUDBURY","16","14","36","2","0","1","0","0","0","69","236","Minnow Lake Place"
"088","SUDBURY","129","U","SUDBURY","10","3","45","0","0","0","0","0","0","58","208","Minnow Lake Place"
"088","SUDBURY","130","U","SUDBURY","29","24","56","1","0","1","0","0","0","111","313","Carmichael Community Centre"
"088","SUDBURY","131","U","SUDBURY","33","8","51","1","0","6","1","1","0","101","243","École publique Jeanne-Sauve"
"088","SUDBURY","132","U","SUDBURY","10","5","18","0","0","2","1","1","0","37","98","École publique Jeanne-Sauve"
"088","SUDBURY","133","U","SUDBURY","61","17","41","2","0","6","1","0","0","128","273","Science North"
"088","SUDBURY","134","U","SUDBURY","50","19","56","0","0","2","1","0","0","128","315","École publique Jeanne-Sauve"
"088","SUDBURY","135","U","SUDBURY","45","12","46","0","0","6","0","0","0","109","232","École publique Jeanne-Sauve"
"088","SUDBURY","136","U","SUDBURY","25","2","28","0","0","3","0","0","0","58","211","École publique Jeanne-Sauve"
"088","SUDBURY","137","U","SUDBURY","9","2","8","0","0","1","0","0","0","20","135","École publique Jeanne-Sauve"
"088","SUDBURY","138","U","SUDBURY","21","4","31","0","0","6","2","0","0","64","283","St. Andrew's Place - Club 111"
"088","SUDBURY","139","U","SUDBURY","26","2","43","0","0","13","0","0","0","84","217","École publique Jeanne-Sauve"
"088","SUDBURY","140","U","SUDBURY","31","9","37","0","0","3","0","0","0","80","206","Science North"
"088","SUDBURY","141","U","SUDBURY","67","19","58","1","0","1","0","0","0","146","373","Science North"
"088","SUDBURY","142","U","SUDBURY","61","14","38","0","1","6","0","0","0","120","275","Cnib Cambrian Hall"
"088","SUDBURY","143","U","SUDBURY","54","10","43","0","0","4","0","0","0","111","261","Cnib Cambrian Hall"
"088","SUDBURY","144","U","SUDBURY","65","15","55","0","0","6","0","0","0","141","377","Cnib Cambrian Hall"
"088","SUDBURY","145","U","SUDBURY","53","10","55","0","0","6","0","0","0","124","281","Cnib Cambrian Hall"
"088","SUDBURY","146","U","SUDBURY","34","11","31","0","0","2","0","0","0","78","193","Cnib Cambrian Hall"
"088","SUDBURY","147","U","SUDBURY","80","31","31","1","0","9","1","0","0","153","305","Science North"
"088","SUDBURY","148","U","SUDBURY","53","12","21","0","0","3","1","0","0","90","195","Science North"
"088","SUDBURY","149","U","SUDBURY","54","13","47","0","0","4","0","0","0","118","300","Cnib Cambrian Hall"
"088","SUDBURY","150","U","SUDBURY","32","11","57","0","1","6","1","0","0","108","279","St. Francis School"
"088","SUDBURY","151","U","SUDBURY","33","7","43","0","0","2","0","1","0","86","187","St. Francis School"
"088","SUDBURY","152","U","SUDBURY","32","9","54","0","0","7","0","0","0","102","265","St. Francis School"
"088","SUDBURY","153","U","SUDBURY","38","15","37","0","0","2","0","0","0","92","221","St. Francis School"
"088","SUDBURY","154","U","SUDBURY","35","10","33","1","1","1","0","0","0","81","242","St. Francis School"
"088","SUDBURY","155","U","SUDBURY","24","9","52","1","3","0","0","0","0","89","288","Glad Tidings Tabernacle"
"088","SUDBURY","156","U","SUDBURY","122","33","33","0","1","3","1","0","0","193","377","Isles of Innisfree"
"088","SUDBURY","157","U","SUDBURY","70","26","48","1","0","5","0","0","0","150","315","Glad Tidings Tabernacle"
"088","SUDBURY","158","U","SUDBURY","126","27","78","1","0","3","0","0","0","235","433","Isles of Innisfree"
"088","SUDBURY","159","U","SUDBURY","96","30","55","0","0","4","0","0","0","185","356","École publique Helene-Gravel"
"088","SUDBURY","160","U","SUDBURY","97","32","60","0","0","10","0","0","0","199","368","École publique Helene-Gravel"
"088","SUDBURY","161","U","SUDBURY","126","21","36","0","0","5","0","0","0","188","354","École publique Helene-Gravel"
"088","SUDBURY","162","U","SUDBURY","59","19","38","1","1","1","0","0","0","119","214","Glad Tidings Tabernacle"
"088","SUDBURY","163","U","SUDBURY","54","40","43","1","1","0","0","0","0","139","295","The Starbury"
"088","SUDBURY","164","U","SUDBURY","114","39","29","0","0","6","0","0","0","188","378","Holiday Inn-Georgian Room "D""
"088","SUDBURY","165A","U","SUDBURY","89","34","36","1","0","2","0","0","0","162","336","Holiday Inn-Georgian Room "D""
"088","SUDBURY","165B","U","SUDBURY","82","25","20","4","0","2","0","0","0","133","290","Holiday Inn-Georgian Room "D""
"088","SUDBURY","166","U","SUDBURY","81","25","28","2","0","4","4","0","0","144","300","Holiday Inn-Georgian Room "D""
"088","SUDBURY","167","U","SUDBURY","27","19","13","1","0","3","0","0","0","63","156","Lo-Ellen Park Secondary School"
"088","SUDBURY","168","U","SUDBURY","108","40","53","3","1","6","0","0","0","211","474","The Towers"
"088","SUDBURY","169","U","SUDBURY","22","4","7","0","0","0","0","0","0","33","75","Rockview Seniors Housing Co-Op"
"088","SUDBURY","170","U","SUDBURY","49","15","67","2","0","3","1","0","0","137","340","St. Patrick's Church"
"088","SUDBURY","171","U","SUDBURY","61","17","30","0","0","1","0","0","0","109","270","St. Patrick's Church"
"088","SUDBURY","172","U","SUDBURY","31","8","35","0","1","3","0","0","0","78","238","St. Patrick's Church"
"088","SUDBURY","173","U","SUDBURY","62","26","42","0","0","5","2","0","0","137","309","Cnib Cambrian Hall"
"088","SUDBURY","174","U","SUDBURY","69","14","9","1","0","3","0","0","0","96","231","Science North"
"088","SUDBURY","175","U","SUDBURY","80","39","37","1","0","9","0","0","0","166","336","St. Patrick's Church"
"088","SUDBURY","176","U","SUDBURY","88","37","19","0","0","6","0","0","0","150","299","Science North"
"088","SUDBURY","177","U","SUDBURY","31","16","86","2","0","11","0","0","0","146","394","Laurentian University-West Res"
"088","SUDBURY","178","U","SUDBURY","115","54","26","3","0","1","1","0","0","200","478","Science North"
"088","SUDBURY","179","U","SUDBURY","136","63","47","1","0","5","0","0","0","252","468","Lo-Ellen Park Secondary School"
"088","SUDBURY","180","U","SUDBURY","65","23","52","0","0","13","1","0","0","154","430","St. Patrick's Church"
"088","SUDBURY","181","U","SUDBURY","24","10","26","2","0","0","0","0","0","62","187","The Towers"
"088","SUDBURY","182","U","SUDBURY","110","40","60","0","0","10","0","0","1","221","409","Lo-Ellen Park Secondary School"
"088","SUDBURY","183","U","SUDBURY","73","27","28","0","0","2","0","0","0","130","272","Lo-Ellen Park Secondary School"
"088","SUDBURY","184","U","SUDBURY","141","32","60","2","2","11","1","0","0","249","470","Lo-Ellen Park Secondary School"
"088","SUDBURY","185","U","SUDBURY","45","30","70","0","0","0","0","1","0","146","324","La Porte des Eaux (The Watergate)"
"088","SUDBURY","186","U","SUDBURY","39","12","36","1","0","1","0","0","0","89","194","La Porte des Eaux (The Watergate)"
"088","SUDBURY","400","U","COPPER CLIFF","14","8","60","0","0","0","0","1","0","83","141","Copper Cliff Apartments"
"088","SUDBURY","401","U","SUDBURY","61","9","40","2","0","2","1","0","0","115","163","Christ the King Centre"
"088","SUDBURY","402","U","SUDBURY","57","8","66","2","0","0","0","0","0","133","204","City View Gardens"
"088","SUDBURY","403","U","SUDBURY","37","17","53","1","0","1","1","0","0","110","159","Eastview Garden Apartments"
"088","SUDBURY","404","U","SUDBURY","44","4","60","0","1","3","1","0","0","113","256","Balmoral Apartments"
"088","SUDBURY","405","U","SUDBURY","65","12","59","0","0","2","0","0","0","138","209","Villa Cellino"
"088","SUDBURY","406","U","SUDBURY","31","2","23","0","0","2","0","0","0","58","156","St. Raphael School"
"088","SUDBURY","407","U","SUDBURY","21","9","77","1","0","2","0","0","0","110","161","Greenbriar Apartments"
"088","SUDBURY","408","U","SUDBURY","47","18","62","1","1","3","0","0","0","132","200","Finlandia Village (Hova Koti)"
"088","SUDBURY","409","U","SUDBURY","22","11","69","1","0","1","0","0","0","104","432","Minnow Lake Place"
"088","SUDBURY","410","U","SUDBURY","24","5","51","1","1","4","0","0","0","86","158","Cherry Garden Apartments"
"088","SUDBURY","411","U","SUDBURY","11","2","13","0","0","0","0","0","0","26","140","St. Andrew's Place - Club 111"
"088","SUDBURY","412","U","SUDBURY","26","7","18","2","0","0","0","0","0","53","63","Casa Bella Senior Citizens Apartments"
"088","SUDBURY","413","U","SUDBURY","28","5","39","0","0","3","0","0","0","75","176","South End Apartments"
"088","SUDBURY","414","U","SUDBURY","19","7","29","2","0","7","0","0","0","64","311","The Towers"
"088","SUDBURY","415","U","SUDBURY","52","11","80","0","0","5","0","2","0","150","256","Lockerby Towers"
"088","SUDBURY","416","U","SUDBURY","48","28","47","0","0","1","0","0","0","124","186","Birch Glen Apartments"
"088","SUDBURY","417","U","SUDBURY","28","9","38","0","0","1","0","0","0","76","126","The Banyon Apartments"
"088","SUDBURY","418","U","SUDBURY","15","7","23","1","0","0","0","0","0","46","136","St. Patrick's Church"
"088","SUDBURY","419","U","SUDBURY","59","43","75","0","0","6","0","0","0","183","251","Rockview Towers"
"088","SUDBURY","420","U","SUDBURY","31","14","61","1","0","0","0","0","0","107","181","Benvenuto Apartments"
"088","SUDBURY","421","U","SUDBURY","32","10","37","0","0","3","0","0","0","82","135","Commodore Apartments"
"088","SUDBURY","422","U","SUDBURY","45","11","44","0","2","4","0","0","0","106","150","The Summit Apartments"
"088","SUDBURY","423","U","SUDBURY","50","26","30","1","0","1","0","0","0","108","199","Stop 2200"
"088","SUDBURY","700","U","COPPER CLIFF","14","6","9","0","0","1","0","0","0","30","50","The Walford on the Park"
"088","SUDBURY","701","U","SUDBURY","47","13","14","0","0","1","2","1","0","78","115","Red Oak Villa"
"088","SUDBURY","702","U","SUDBURY","..........................NO POLL HELD..........................","","","","","","","","","","",""
"088","SUDBURY","703","U","SUDBURY","38","7","14","1","0","0","1","2","0","63","472","Pioneer Manor"
"088","SUDBURY","704","U","SUDBURY","30","10","14","0","0","2","0","0","0","56","106","Westmount Retirement Res"
"088","SUDBURY","705","U","SUDBURY","33","9","23","0","0","1","0","0","0","66","265","Extendicare-Falconbridge"
"088","SUDBURY","706","U","SUDBURY","37","6","18","0","0","1","0","1","3","66","70","Lasalle Residence for Seniors"
"088","SUDBURY","707","U","SUDBURY","21","17","10","1","0","1","0","1","0","51","118","Finlandia Village (Hova Koti)"
"088","SUDBURY","708","U","SUDBURY","..........................NO POLL HELD..........................","","","","","","","","","","",""
"088","SUDBURY","709","U","SUDBURY","47","13","12","2","1","2","1","1","0","79","253","Extendicare/York"
"088","SUDBURY","710","U","SUDBURY","32","12","20","4","1","2","1","0","0","72","120","Sudbury Regional Hospital - Memorial Site"
"088","SUDBURY","711","U","SUDBURY",".......................COMBINED WITH POLL 710.......................","","","","","","","","","","","Palambro Palace"
"088","SUDBURY","712","U","SUDBURY","..........................NO POLL HELD..........................","","","","","","","","","","",""
"088","SUDBURY","713","U","SUDBURY","19","3","6","0","0","1","0","0","0","29","36","Rockview Seniors Housing Co-Op"
"088","SUDBURY","714","U","SUDBURY","27","15","13","1","0","1","1","1","0","59","94","Southwind Retirement Res"
"088","SUDBURY","715","U","SUDBURY","1","0","2","0","0","0","0","0","0","3","109","Sudbury Regional Hospital - South Entrance"
"088","SUDBURY","716","U","SUDBURY","35","13","21","1","0","3","0","0","0","73","111","The Walford"
"088","SUDBURY","717","U","SUDBURY","28","8","9","1","0","0","0","0","0","46","153","St. Joseph's Villa of Sudbury"
"088","SUDBURY","718","U","SUDBURY","19","3","27","1","0","1","1","0","0","52","92","Eddie Lapierre Manor"
"088","SUDBURY","719","U","SUDBURY","13","3","8","0","1","1","0","0","0","26","100","St. Joseph Continuing Care Centre of Sudbury"
"088","SUDBURY","ADV001","U","SUDBURY","393","133","323","2","1","22","0","0","0","874","0","Returning Office / Bureau du directeur du scrutin"
"088","SUDBURY","ADV002","U","SUDBURY","184","56","201","2","0","13","2","0","0","458","0","Special Ballot Voting / Vote par bulletin spécial"
"088","SUDBURY","ADV003","U","SUDBURY","237","59","233","2","1","15","1","2","1","551","0","St. Andrew's Place - Club 111"
"088","SUDBURY","ADV004","U","SUDBURY","140","36","97","0","0","4","1","0","0","278","0","Pioneer Manor"
"088","SUDBURY","ADV005","U","SUDBURY","569","245","521","2","1","19","0","1","0","1358","0","New Sudbury Shopping Centre - Sears Corr"
"088","SUDBURY","ADV006","U","SUDBURY","150","60","148","3","0","10","1","0","0","372","0","Minnow Lake Place"
"088","SUDBURY","ADV007","U","SUDBURY","151","30","114","3","0","3","0","0","2","303","0","Delky Dozzi Community Centre"
"088","SUDBURY","ADV008","U","SUDBURY","494","208","271","6","0","27","6","0","0","1012","0","Science North"
"088","SUDBURY","ADV009","U","COPPER CLIFF","55","28","55","3","0","1","0","0","0","142","0","McClelland Community Centre"
"088","SUDBURY","ADV010","U","SUDBURY","45","21","56","0","0","8","1","0","0","131","0","Laurentian University-West Res"
"088","SUDBURY","ADV011","U","SUDBURY","5","2","10","0","0","2","0","0","0","19","0","Cambrian College - the Rafters"
"088","SUDBURY","ADV012","U","SUDBURY","5","2","12","0","0","2","0","0","0","21","0","College Boreal-Inco Residence"
"TOTALS:","","","","","13735","4400","13204","164","44","870","73","26","13","32529","65130",""
