"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BELANGER","FUDGE","LEADBETTER","MENEZES","OUELLETTE","SHIELDS","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"061","OSHAWA","016","U","OSHAWA","4","0","2","51","76","44","0","0","0","177","488","St. John Bosco Catholic School"
"061","OSHAWA","017","U","OSHAWA","2","1","4","22","57","52","0","0","0","138","378","Father Venini Catholic School"
"061","OSHAWA","018","U","OSHAWA","2","0","10","34","80","69","0","0","0","195","501","Father Venini Catholic School"
"061","OSHAWA","019","U","OSHAWA","1","0","1","22","44","58","1","0","0","127","443","Father Venini Catholic School"
"061","OSHAWA","020","U","OSHAWA","0","1","3","20","53","48","0","0","0","125","470","Sherwood Public School"
"061","OSHAWA","021","U","OSHAWA","5","3","4","51","98","74","0","1","0","236","542","Sherwood Public School"
"061","OSHAWA","022","U","OSHAWA","2","0","1","44","105","50","1","0","0","203","468","St. John Bosco Catholic School"
"061","OSHAWA","023","U","OSHAWA","5","0","8","67","106","67","0","0","0","253","628","St. John Bosco Catholic School"
"061","OSHAWA","024","U","OSHAWA","1","1","5","34","96","51","2","0","0","190","424","Norman G. Powers Public School"
"061","OSHAWA","025","U","OSHAWA","1","1","3","44","76","51","0","0","0","176","374","Norman G. Powers Public School"
"061","OSHAWA","026","U","OSHAWA","1","1","3","45","70","47","0","0","0","167","422","Norman G. Powers Public School"
"061","OSHAWA","027A","U","OSHAWA","3","0","8","48","77","55","0","0","0","191","497","Pierre Elliott Trudeau Public School"
"061","OSHAWA","027B","U","OSHAWA","4","0","5","41","93","52","1","0","0","196","494","Pierre Elliott Trudeau Public School"
"061","OSHAWA","028","U","OSHAWA","1","1","2","33","80","35","0","1","0","153","438","St. Joseph Catholic School"
"061","OSHAWA","029","U","OSHAWA","4","2","12","44","73","77","1","0","0","213","485","St. Joseph Catholic School"
"061","OSHAWA","030","U","OSHAWA","1","1","3","25","90","49","1","0","0","170","508","Northview Community Centre"
"061","OSHAWA","031","U","OSHAWA","1","4","7","8","54","78","1","0","0","153","406","Northview Community Centre"
"061","OSHAWA","032","U","OSHAWA","0","0","5","22","29","40","0","0","0","96","431","Queen Elizabeth Park School"
"061","OSHAWA","033","U","OSHAWA","1","0","2","14","27","39","0","0","0","83","406","Queen Elizabeth Park School"
"061","OSHAWA","034","U","OSHAWA","3","0","6","20","42","50","0","0","0","121","552","Queen Elizabeth Park School"
"061","OSHAWA","035","U","OSHAWA","1","1","6","27","51","58","0","0","0","144","571","Queen Elizabeth Park School"
"061","OSHAWA","036","U","OSHAWA","5","0","7","23","53","65","0","0","1","154","596","Queen Elizabeth Park School"
"061","OSHAWA","037","U","OSHAWA","2","0","6","13","14","36","0","0","0","71","336","Northview Community Centre"
"061","OSHAWA","038","U","OSHAWA","2","1","1","29","66","47","1","0","0","147","386","Northview Community Centre"
"061","OSHAWA","039","U","OSHAWA","5","0","5","25","63","72","0","0","0","170","416","Northview Community Centre"
"061","OSHAWA","040","U","OSHAWA","0","1","9","29","68","58","0","0","0","165","393","Beau Valley Public School"
"061","OSHAWA","041","U","OSHAWA","2","0","3","33","66","59","0","0","0","163","394","Walter E. Harris Public School"
"061","OSHAWA","042","U","OSHAWA","2","0","3","33","77","41","0","1","0","157","372","Gordon B. Attersley Public School"
"061","OSHAWA","043","U","OSHAWA","3","0","1","27","68","64","1","0","0","164","392","Gordon B. Attersley Public School"
"061","OSHAWA","044","U","OSHAWA","1","0","6","52","90","46","0","0","0","195","411","St. Joseph Catholic School"
"061","OSHAWA","045","U","OSHAWA","1","1","4","28","65","32","1","0","0","132","346","St. Joseph Catholic School"
"061","OSHAWA","046","U","OSHAWA","3","1","3","26","80","38","0","0","0","151","363","Pierre Elliott Trudeau Public School"
"061","OSHAWA","047","U","OSHAWA","4","0","2","28","85","62","0","0","0","181","417","Pierre Elliott Trudeau Public School"
"061","OSHAWA","048","U","OSHAWA","2","0","2","28","93","55","0","0","0","180","450","Pierre Elliott Trudeau Public School"
"061","OSHAWA","049","U","OSHAWA","2","1","5","43","76","57","0","0","0","184","451","Pierre Elliott Trudeau Public School"
"061","OSHAWA","050","U","OSHAWA","4","1","7","35","70","46","0","0","0","163","387","Gordon B. Attersley Public School"
"061","OSHAWA","051","U","OSHAWA","0","0","1","18","50","58","0","0","0","127","359","Gordon B. Attersley Public School"
"061","OSHAWA","052","U","OSHAWA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"061","OSHAWA","053","U","OSHAWA","3","1","7","46","68","61","0","0","0","186","421","Beau Valley Public School"
"061","OSHAWA","054","U","OSHAWA","2","1","5","49","100","59","0","0","0","216","391","Beau Valley Public School"
"061","OSHAWA","055","U","OSHAWA","4","0","5","26","76","53","0","0","0","164","368","Northview Community Centre"
"061","OSHAWA","056","U","OSHAWA","2","1","5","34","86","90","1","0","0","219","561","Queen Elizabeth Park School"
"061","OSHAWA","057","U","OSHAWA","2","0","3","25","47","32","2","0","0","111","289","Beau Valley Public School"
"061","OSHAWA","058","U","OSHAWA","1","0","2","58","96","61","0","0","0","218","420","Beau Valley Public School"
"061","OSHAWA","059","U","OSHAWA","1","0","8","32","80","79","0","1","0","201","473","Beau Valley Public School"
"061","OSHAWA","060","U","OSHAWA","3","0","2","44","67","64","0","0","0","180","449","Walter E. Harris Public School"
"061","OSHAWA","061","U","OSHAWA","0","1","5","37","122","60","0","1","0","226","517","Walter E. Harris Public School"
"061","OSHAWA","062","U","OSHAWA","2","0","3","11","17","29","0","0","0","62","270","Gordon B. Attersley Public School"
"061","OSHAWA","063","U","OSHAWA","0","0","4","17","79","71","0","0","0","171","401","Gordon B. Attersley Public School"
"061","OSHAWA","064","U","OSHAWA","0","0","6","16","35","75","0","0","0","132","384","Gordon B. Attersley Public School"
"061","OSHAWA","065","U","OSHAWA","1","1","2","33","69","89","0","0","0","195","524","Pierre Elliott Trudeau Public School"
"061","OSHAWA","066","U","OSHAWA","2","1","3","34","84","53","1","0","0","178","463","Pierre Elliott Trudeau Public School"
"061","OSHAWA","067","U","OSHAWA","3","0","2","54","79","43","0","0","0","181","472","Harmony Heights Public School"
"061","OSHAWA","068","U","OSHAWA","1","1","4","30","57","56","1","0","0","150","408","Gordon B. Attersley Public School"
"061","OSHAWA","069A","U","OSHAWA","1","0","6","22","53","45","2","1","0","130","331","Walter E. Harris Public School"
"061","OSHAWA","069B","U","OSHAWA","3","0","4","30","47","39","2","0","1","126","332","Walter E. Harris Public School"
"061","OSHAWA","070","U","OSHAWA","0","1","4","21","54","30","0","0","0","110","297","Christ Memorial Church"
"061","OSHAWA","071","U","OSHAWA","2","0","1","38","40","47","0","0","0","128","315","Christ Memorial Church"
"061","OSHAWA","072","U","OSHAWA","0","0","4","30","58","48","0","0","0","140","313","Christ Memorial Church"
"061","OSHAWA","073","U","OSHAWA","1","0","5","38","91","56","1","0","0","192","391","Walter E. Harris Public School"
"061","OSHAWA","074","U","OSHAWA","2","0","6","38","65","54","0","1","0","166","401","Sir Albert Love Catholic School"
"061","OSHAWA","075","U","OSHAWA","3","0","4","16","49","66","1","0","0","139","319","Sir Albert Love Catholic School"
"061","OSHAWA","076","U","OSHAWA","0","0","10","14","78","62","1","1","1","167","362","Harmony Heights Public School"
"061","OSHAWA","077","U","OSHAWA","4","0","7","23","57","107","1","0","0","199","505","Harmony Heights Public School"
"061","OSHAWA","078","U","OSHAWA","0","0","7","29","85","82","1","0","0","204","462","Harmony Heights Public School"
"061","OSHAWA","079","U","OSHAWA","0","1","1","25","81","70","0","0","0","178","381","Harmony Heights Public School"
"061","OSHAWA","080","U","OSHAWA","0","0","3","31","57","30","0","0","0","121","375","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","081","U","OSHAWA","1","0","3","43","91","45","1","0","0","184","516","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","082","U","OSHAWA","1","1","5","59","75","48","1","0","0","190","444","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","083","U","OSHAWA","0","0","3","36","63","56","1","0","0","159","432","College Park Elementary School"
"061","OSHAWA","084","U","OSHAWA","2","0","6","30","77","64","0","0","0","179","419","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","085","U","OSHAWA","3","0","6","38","62","70","0","0","0","179","398","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","086","U","OSHAWA","0","1","6","29","103","88","0","3","0","230","471","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","087","U","OSHAWA","2","1","4","54","78","75","0","1","0","215","460","Eastdale Collegiate and Vocational Institute"
"061","OSHAWA","088","U","OSHAWA","2","1","4","26","61","54","0","0","0","148","378","Sir Albert Love Catholic School"
"061","OSHAWA","089","U","OSHAWA","3","0","6","28","60","51","1","0","0","149","354","Sir Albert Love Catholic School"
"061","OSHAWA","090","U","OSHAWA","0","0","2","33","97","36","1","0","0","169","342","Zion Christian Reformed Church"
"061","OSHAWA","091","U","OSHAWA","0","2","5","30","78","63","2","1","0","181","375","Zion Christian Reformed Church"
"061","OSHAWA","092","U","OSHAWA","1","0","2","13","60","50","0","0","0","126","346","Walter E. Harris Public School"
"061","OSHAWA","093","U","OSHAWA","3","0","2","11","42","66","0","0","0","124","322","Christ Memorial Church"
"061","OSHAWA","094","U","OSHAWA","0","0","4","12","32","45","0","0","0","93","295","Parkwood Estate- McLaughlin Room"
"061","OSHAWA","095","U","OSHAWA","2","1","3","19","61","83","0","0","0","169","471","Parkwood Estate- McLaughlin Room"
"061","OSHAWA","096","U","OSHAWA","1","0","2","38","74","58","0","0","0","173","319","Christ Memorial Church"
"061","OSHAWA","097","U","OSHAWA","2","3","1","53","62","42","1","0","0","164","347","Christ Memorial Church"
"061","OSHAWA","098","U","OSHAWA","1","0","5","22","44","45","0","0","0","117","286","Parkwood Estate- McLaughlin Room"
"061","OSHAWA","099","U","OSHAWA","0","0","6","39","54","62","1","0","0","162","393","Parkwood Estate- McLaughlin Room"
"061","OSHAWA","100","U","OSHAWA","4","0","0","35","46","78","0","0","0","163","316","Parkwood Estate- McLaughlin Room"
"061","OSHAWA","101","U","OSHAWA","2","0","0","15","29","30","0","0","0","76","249","Mary Street Community School"
"061","OSHAWA","102","U","OSHAWA","1","0","5","20","39","52","0","0","0","117","506","King Charles Court"
"061","OSHAWA","103","U","OSHAWA","0","0","0","20","54","41","0","0","0","115","308","Zion Christian Reformed Church"
"061","OSHAWA","104","U","OSHAWA","2","0","0","22","65","65","0","0","0","154","302","Zion Christian Reformed Church"
"061","OSHAWA","105","U","OSHAWA","1","0","2","25","54","57","0","0","0","139","293","Zion Christian Reformed Church"
"061","OSHAWA","106","U","OSHAWA","0","0","3","13","39","52","0","0","0","107","358","Woodview Park Community Centre"
"061","OSHAWA","107","U","OSHAWA","1","0","4","23","62","47","0","0","0","137","288","Woodview Park Community Centre"
"061","OSHAWA","108","U","OSHAWA","0","0","4","35","72","70","1","0","0","182","422","Harmony Creek Community Centre"
"061","OSHAWA","109","U","OSHAWA","3","1","3","38","93","71","0","0","0","209","445","Harmony Creek Community Centre"
"061","OSHAWA","110","U","OSHAWA","2","0","6","18","98","61","0","0","1","186","445","College Park Elementary School"
"061","OSHAWA","111","U","OSHAWA","0","0","3","16","52","22","0","0","0","93","346","College Park Elementary School"
"061","OSHAWA","112","U","OSHAWA","1","0","0","37","101","54","1","0","0","194","428","Harmony Creek Community Centre"
"061","OSHAWA","113","U","OSHAWA","0","0","2","18","55","43","1","1","0","120","435","Woodview Park Community Centre"
"061","OSHAWA","114","U","OSHAWA","0","1","7","16","60","73","2","2","0","161","350","Woodview Park Community Centre"
"061","OSHAWA","115","U","OSHAWA","2","0","10","30","60","96","2","0","0","200","536","King Charles Court"
"061","OSHAWA","116","U","OSHAWA","4","2","0","26","94","73","0","0","0","199","447","Mary Street Community School"
"061","OSHAWA","117","U","OSHAWA","7","0","10","32","73","88","0","0","0","210","516","Faith Place"
"061","OSHAWA","118","U","OSHAWA","0","2","2","16","48","57","0","0","0","125","347","Faith Place"
"061","OSHAWA","119","U","OSHAWA","5","0","4","8","39","49","1","0","2","108","339","Mary Street Community School"
"061","OSHAWA","120","U","OSHAWA","1","0","5","19","59","48","0","0","0","132","372","King Street Pentecostal Church"
"061","OSHAWA","121","U","OSHAWA","1","2","4","17","60","81","0","0","0","165","427","King Street Pentecostal Church"
"061","OSHAWA","122","U","OSHAWA","0","0","6","35","54","82","0","0","0","177","394","Waverly Public School"
"061","OSHAWA","123","U","OSHAWA","4","0","0","24","71","38","2","0","0","139","314","Waverly Public School"
"061","OSHAWA","124","U","OSHAWA","3","0","3","15","54","42","1","0","0","118","317","King Street Pentecostal Church"
"061","OSHAWA","125","U","OSHAWA","3","1","6","25","48","67","2","0","0","152","490","King Street Pentecostal Church"
"061","OSHAWA","126","U","OSHAWA","2","1","8","43","78","49","0","1","0","182","421","King Street Pentecostal Church"
"061","OSHAWA","127","U","OSHAWA","2","0","3","20","79","37","0","0","0","141","372","Waverly Public School"
"061","OSHAWA","128","U","OSHAWA","0","0","2","18","51","43","1","1","0","116","425","Rundle Park Community Centre"
"061","OSHAWA","129","U","OSHAWA","0","0","5","24","37","44","0","0","0","110","279","Rundle Park Community Centre"
"061","OSHAWA","130","U","OSHAWA","2","1","5","12","31","45","0","0","0","96","412","Oshawa Public Library-McLaughlin Branch"
"061","OSHAWA","131","U","OSHAWA","0","1","5","14","26","62","0","1","0","109","325","King Charles Court"
"061","OSHAWA","132","U","OSHAWA","1","1","8","16","45","66","0","0","0","137","483","King Charles Court"
"061","OSHAWA","133","U","OSHAWA","3","3","3","27","64","63","0","1","0","164","438","St. Hedwig Catholic School"
"061","OSHAWA","134","U","OSHAWA","1","3","2","18","48","60","0","0","1","133","351","St. Hedwig Catholic School"
"061","OSHAWA","135","U","OSHAWA","3","0","3","15","45","68","0","0","0","134","325","St. Hedwig Catholic School"
"061","OSHAWA","136","U","OSHAWA","1","0","8","15","50","54","0","0","0","128","354","Duke of Edinburgh Public School"
"061","OSHAWA","137","U","OSHAWA","0","1","3","22","45","62","1","0","0","134","361","Duke of Edinburgh Public School"
"061","OSHAWA","138","U","OSHAWA","0","0","2","25","82","55","0","0","0","164","352","Duke of Edinburgh Public School"
"061","OSHAWA","139","U","OSHAWA","1","0","3","13","59","70","0","0","0","146","329","Harmony Creek Community Centre"
"061","OSHAWA","140","U","OSHAWA","5","1","4","21","77","48","1","0","0","157","412","Harmony Creek Community Centre"
"061","OSHAWA","141","U","OSHAWA","1","1","2","26","88","81","0","0","0","199","444","Athabasca Public School"
"061","OSHAWA","142","U","OSHAWA","1","1","6","27","77","73","0","0","0","185","367","Athabasca Public School"
"061","OSHAWA","143","U","OSHAWA","1","1","5","32","114","67","0","0","1","221","453","Athabasca Public School"
"061","OSHAWA","144","U","OSHAWA","1","1","3","23","121","71","0","0","0","220","454","Grandview Public School"
"061","OSHAWA","145","U","OSHAWA","0","0","2","37","55","58","0","2","0","154","367","Grandview Public School"
"061","OSHAWA","146","U","OSHAWA","0","1","5","32","80","50","0","0","0","168","390","Grandview Public School"
"061","OSHAWA","147","U","OSHAWA","2","1","3","19","74","54","0","0","0","153","402","Duke of Edinburgh Public School"
"061","OSHAWA","148","U","OSHAWA","1","0","4","21","57","83","0","0","0","166","350","Duke of Edinburgh Public School"
"061","OSHAWA","149","U","OSHAWA","2","1","5","15","54","57","0","0","1","135","371","St. Hedwig Catholic School"
"061","OSHAWA","150","U","OSHAWA","5","1","1","23","42","56","0","1","0","129","284","St. Hedwig Catholic School"
"061","OSHAWA","151","U","OSHAWA","2","2","5","13","47","42","2","0","0","113","347","St. Hedwig Catholic School"
"061","OSHAWA","152","U","OSHAWA","0","1","6","15","70","74","2","0","1","169","460","Royal Canadian Legion Branch 43"
"061","OSHAWA","153","U","OSHAWA","1","1","8","26","18","38","1","0","0","93","411","Royal Canadian Legion Branch 43"
"061","OSHAWA","154","U","OSHAWA","3","0","1","15","29","39","0","1","0","88","381","Oshawa Public Library-McLaughlin Branch"
"061","OSHAWA","155","U","OSHAWA","1","0","2","16","32","49","0","0","0","100","416","Royal Canadian Legion Branch 43"
"061","OSHAWA","156","U","OSHAWA","3","1","9","15","58","49","0","0","0","135","343","Rundle Park Community Centre"
"061","OSHAWA","157","U","OSHAWA","2","1","2","13","38","46","1","0","0","103","309","Oshawa Central Collegiate Institute"
"061","OSHAWA","158","U","OSHAWA","3","1","7","25","55","84","0","1","0","176","586","Rundle Park Community Centre"
"061","OSHAWA","159","U","OSHAWA","2","2","4","25","32","53","0","0","0","118","463","Oshawa Central Collegiate Institute"
"061","OSHAWA","160","U","OSHAWA","0","1","5","14","27","48","0","0","0","95","434","Grace Lutheran Church"
"061","OSHAWA","161","U","OSHAWA","2","0","5","15","78","60","0","0","0","160","376","Waverly Public School"
"061","OSHAWA","162","U","OSHAWA","3","0","4","23","58","61","0","0","0","149","414","Grace Lutheran Church"
"061","OSHAWA","163","U","OSHAWA","3","0","2","24","42","47","0","1","0","119","367","Grace Lutheran Church"
"061","OSHAWA","164","U","OSHAWA","1","1","3","24","48","66","0","0","0","143","318","Grace Lutheran Church"
"061","OSHAWA","165","U","OSHAWA","2","0","8","32","54","55","0","2","0","153","419","Storie Park Community Centre"
"061","OSHAWA","166","U","OSHAWA","2","1","4","21","54","75","0","0","0","157","588","Royal Canadian Legion Branch 43"
"061","OSHAWA","167","U","OSHAWA","3","2","9","39","45","73","0","0","0","171","445","Storie Park Community Centre"
"061","OSHAWA","168","U","OSHAWA","3","1","4","20","53","39","0","0","0","120","386","Royal Canadian Legion Branch 43"
"061","OSHAWA","169","U","OSHAWA","4","1","3","11","51","55","2","0","0","127","300","St. Hedwig Catholic School"
"061","OSHAWA","170","U","OSHAWA","0","0","4","14","37","45","1","0","0","101","284","Kingside Park Community Centre"
"061","OSHAWA","171","U","OSHAWA","3","0","6","20","54","91","0","0","0","174","592","Royal Canadian Legion Branch 43"
"061","OSHAWA","172","U","OSHAWA","3","1","5","22","39","48","0","0","0","118","461","Kingside Park Community Centre"
"061","OSHAWA","173","U","OSHAWA","5","0","3","21","92","71","1","0","0","193","409","Kingside Park Community Centre"
"061","OSHAWA","174","U","OSHAWA","0","0","3","13","32","42","0","0","0","90","312","Kingside Park Community Centre"
"061","OSHAWA","175","U","OSHAWA","2","1","8","29","91","66","1","0","0","198","508","Kingside Park Community Centre"
"061","OSHAWA","176","U","OSHAWA","0","1","1","20","49","45","0","0","0","116","364","Grandview Public School"
"061","OSHAWA","177","U","OSHAWA","3","1","2","25","52","79","0","0","0","162","378","Grandview Public School"
"061","OSHAWA","178","U","OSHAWA","1","1","7","36","70","73","0","1","0","189","442","Grandview Public School"
"061","OSHAWA","179","U","OSHAWA","0","0","3","25","61","58","0","1","0","148","388","Quality Hotel and Conference Centre"
"061","OSHAWA","180","U","OSHAWA","2","0","6","33","69","74","0","0","0","184","423","Quality Hotel and Conference Centre"
"061","OSHAWA","181","U","OSHAWA","1","1","7","24","74","45","1","0","0","153","411","Quality Hotel and Conference Centre"
"061","OSHAWA","182","U","OSHAWA","0","1","6","23","80","48","1","0","0","159","394","Quality Hotel and Conference Centre"
"061","OSHAWA","183","U","OSHAWA","1","0","4","16","50","50","0","0","0","121","335","Quality Hotel and Conference Centre"
"061","OSHAWA","184","U","OSHAWA","1","0","6","29","70","53","0","0","0","159","477","Quality Hotel and Conference Centre"
"061","OSHAWA","185","U","OSHAWA","0","1","5","26","58","49","0","0","0","139","516","Bobby Orr Public School"
"061","OSHAWA","186","U","OSHAWA","0","0","2","6","29","34","0","1","0","72","244","Bobby Orr Public School"
"061","OSHAWA","187","U","OSHAWA","1","0","4","11","67","57","1","0","1","142","411","Bobby Orr Public School"
"061","OSHAWA","188","U","OSHAWA","3","0","4","13","77","62","1","0","0","160","398","Bobby Orr Public School"
"061","OSHAWA","189","U","OSHAWA","0","0","5","17","37","44","0","0","0","103","409","Bobby Orr Public School"
"061","OSHAWA","190","U","OSHAWA","0","0","2","1","19","32","0","0","0","54","224","Glen Street Public School"
"061","OSHAWA","191","U","OSHAWA","5","1","2","17","27","54","0","0","0","106","504","Glen Street Public School"
"061","OSHAWA","192","U","OSHAWA","2","1","5","21","22","53","0","0","0","104","451","Glen Street Public School"
"061","OSHAWA","193","U","OSHAWA","2","1","3","26","39","65","0","0","0","136","501","Glen Street Public School"
"061","OSHAWA","194A","U","OSHAWA","1","1","8","14","30","44","0","0","0","98","348","Glen Street Public School"
"061","OSHAWA","194B","U","OSHAWA","1","1","2","12","30","38","0","0","0","84","347","Glen Street Public School"
"061","OSHAWA","195","U","OSHAWA","1","1","4","27","47","79","0","0","0","159","519","Glen Street Public School"
"061","OSHAWA","196","U","OSHAWA","2","1","7","13","44","58","0","0","0","125","381","Oshawa Senior Citizens Centre - Conant Branch"
"061","OSHAWA","197","U","OSHAWA","3","0","5","27","64","66","0","0","0","165","416","Oshawa Senior Citizens Centre - Conant Branch"
"061","OSHAWA","198","U","OSHAWA","1","1","4","11","52","69","0","0","0","138","319","South Oshawa Community Centre"
"061","OSHAWA","199","U","OSHAWA","1","2","7","21","72","77","0","0","0","180","473","South Oshawa Community Centre"
"061","OSHAWA","200","U","OSHAWA","3","2","6","17","45","37","1","0","0","111","314","South Oshawa Community Centre"
"061","OSHAWA","201","U","OSHAWA","0","1","5","17","48","51","0","0","0","122","309","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","202","U","OSHAWA","0","0","3","12","43","96","0","0","0","154","576","Dr. C. F. Cannon Public School"
"061","OSHAWA","203","U","OSHAWA","2","0","2","17","56","62","1","0","0","140","467","Dr. C. F. Cannon Public School"
"061","OSHAWA","204","U","OSHAWA","0","0","3","15","55","50","1","0","0","124","332","Dr. C. F. Cannon Public School"
"061","OSHAWA","205","U","OSHAWA","0","1","2","16","53","59","1","0","0","132","354","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","206","U","OSHAWA","1","0","4","14","38","43","0","0","0","100","288","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","207","U","OSHAWA","1","2","2","21","48","65","0","1","0","140","373","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","208","U","OSHAWA","1","0","1","15","43","60","1","0","0","121","377","South Oshawa Community Centre"
"061","OSHAWA","209","U","OSHAWA","1","0","2","16","60","52","0","0","0","131","287","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","210","U","OSHAWA","1","2","2","27","46","47","0","0","0","125","358","South Oshawa Community Centre"
"061","OSHAWA","211","U","OSHAWA","2","0","7","18","60","57","1","0","0","145","365","South Oshawa Community Centre"
"061","OSHAWA","212","U","OSHAWA","1","0","1","23","34","56","0","0","0","115","507","South Oshawa Community Centre"
"061","OSHAWA","213","U","OSHAWA","1","0","8","25","51","36","0","0","0","121","341","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","214","U","OSHAWA","3","0","4","13","42","41","0","0","0","103","284","Monsignor Philip Coffey Catholic School"
"061","OSHAWA","215","U","OSHAWA","6","1","5","16","43","35","0","0","1","107","319","Oshawa Senior Citizens Centre - Conant Branch"
"061","OSHAWA","700","U","OSHAWA","2","0","2","7","15","9","1","1","0","37","194","The Wynfield Long Term Care"
"061","OSHAWA","701","U","OSHAWA","2","0","0","6","14","19","0","0","0","41","195","Hillsdale Terraces"
"061","OSHAWA","702","U","OSHAWA","1","0","1","11","23","11","0","0","0","47","290","Hillsdale Estates"
"061","OSHAWA","703","U","OSHAWA","5","0","0","5","26","13","0","0","0","49","76","Centennial Retirement Residence"
"061","OSHAWA","704","U","OSHAWA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"061","OSHAWA","705","U","OSHAWA","3","0","4","11","29","19","0","1","0","67","138","Cedarcroft Place"
"061","OSHAWA","706","U","OSHAWA","2","1","4","13","11","9","0","1","0","41","158","Thorntonview Long Term Care"
"061","OSHAWA","ADV001","U","OSHAWA","6","2","18","153","465","357","1","1","0","1003","0","Returning Office / Bureau du directeur du scrutin"
"061","OSHAWA","ADV002","U","OSHAWA","10","9","14","65","211","172","14","2","0","497","0","Special Ballot Voting / Vote par bulletin spécial"
"061","OSHAWA","ADV003","U","OSHAWA","12","5","38","355","1011","484","4","0","1","1910","0","Legends Centre"
"061","OSHAWA","ADV004","U","OSHAWA","4","2","28","140","544","398","1","0","0","1117","0","Donevan Recreation Complex"
"061","OSHAWA","ADV005","U","OSHAWA","1","0","3","22","133","102","0","0","0","261","0","South Oshawa Community Centre"
"061","OSHAWA","ADV006","U","OSHAWA","4","2","7","55","153","113","0","0","0","334","0","Oshawa Senior Citizens Centre - John Street"
"061","OSHAWA","ADV007","U","OSHAWA","1","0","4","42","87","98","2","0","0","234","0","Oshawa Senior Citizens Centre - Conant Branch"
"061","OSHAWA","ADV008","U","OSHAWA","2","3","14","135","371","183","2","0","0","710","0","Real Canadian Superstore"
"TOTALS:","","","","","435","147","1035","6921","16719","14316","106","40","16","39735","89767",""
