ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,FOSTER,GILL,KHAN,MANGAT,MILLOY,PANDHER,WIDLA,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
47,MISSISSAUGA--BRAMPTON SOUTH,048B,U,MISSISSAUGA,4,39,1,50,2,16,0,0,0,0,112,398,Mississauga Public Library
47,MISSISSAUGA--BRAMPTON SOUTH,49,U,MISSISSAUGA,7,73,2,83,6,64,0,0,1,0,236,690,St. Veronica Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,50,U,MISSISSAUGA,3,40,2,60,2,19,3,0,0,0,129,377,David Leeder Middle School
47,MISSISSAUGA--BRAMPTON SOUTH,51,U,MISSISSAUGA,6,55,0,56,1,21,3,0,0,0,142,448,St. Julia Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,52,U,MISSISSAUGA,7,49,2,84,3,36,0,0,0,0,181,560,St. Julia Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,53,U,MISSISSAUGA,4,36,0,68,0,15,0,0,0,0,123,392,Mississauga Public Library
47,MISSISSAUGA--BRAMPTON SOUTH,54,U,MISSISSAUGA,4,38,3,96,3,46,2,2,0,0,194,476,Mississauga Public Library
47,MISSISSAUGA--BRAMPTON SOUTH,55,U,MISSISSAUGA,9,39,0,57,1,41,2,2,1,0,152,505,Mississauga Public Library
47,MISSISSAUGA--BRAMPTON SOUTH,56,U,MISSISSAUGA,1,63,3,61,1,14,0,1,0,0,144,502,Mississauga Public Library
47,MISSISSAUGA--BRAMPTON SOUTH,57,U,MISSISSAUGA,2,39,2,66,0,35,1,1,0,0,146,481,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,58,U,MISSISSAUGA,3,48,15,61,7,25,0,1,0,0,160,415,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,59,U,MISSISSAUGA,8,48,7,64,2,28,3,1,0,0,161,452,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,60,U,MISSISSAUGA,1,46,3,85,4,45,2,0,1,0,187,645,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,61,U,MISSISSAUGA,6,45,1,90,1,16,2,0,0,0,161,550,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,62,U,MISSISSAUGA,6,46,3,48,4,23,1,3,0,0,134,374,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,63,U,MISSISSAUGA,0,36,3,65,2,20,1,0,0,0,127,404,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,64,U,MISSISSAUGA,3,35,4,78,5,29,0,1,0,0,155,517,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,65,U,MISSISSAUGA,5,32,2,57,4,27,1,0,0,0,128,393,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,66,U,MISSISSAUGA,2,49,0,83,2,36,0,0,0,0,172,558,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,67,U,MISSISSAUGA,8,50,2,82,3,37,2,0,0,0,184,537,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,68,U,MISSISSAUGA,8,51,0,113,2,9,2,2,0,0,187,534,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,69,U,MISSISSAUGA,8,46,0,74,5,16,1,0,0,0,150,462,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,70,U,MISSISSAUGA,7,33,5,80,2,30,1,0,0,0,158,492,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,71,U,MISSISSAUGA,3,31,3,56,4,19,1,1,0,0,118,432,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,72,U,MISSISSAUGA,4,30,2,58,4,31,1,0,0,0,130,453,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,73,U,MISSISSAUGA,5,38,1,82,3,39,4,0,0,0,172,532,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,74,U,MISSISSAUGA,11,32,0,44,2,17,1,0,0,0,107,424,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,75,U,MISSISSAUGA,5,34,6,88,4,31,2,0,0,0,170,540,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,76,U,MISSISSAUGA,5,43,1,69,3,24,1,0,1,0,147,493,Champlain Trail Public School
47,MISSISSAUGA--BRAMPTON SOUTH,77,U,MISSISSAUGA,6,46,3,60,2,14,0,1,0,0,132,426,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,78,U,MISSISSAUGA,3,39,1,51,2,10,1,0,0,0,107,300,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,79,U,MISSISSAUGA,3,40,4,62,3,38,0,2,0,0,152,632,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,80,U,MISSISSAUGA,11,41,1,94,7,28,0,2,0,0,184,584,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,81,U,MISSISSAUGA,14,36,4,58,4,25,0,0,1,0,142,477,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,82,U,MISSISSAUGA,4,32,3,59,2,25,2,0,1,0,128,444,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,83,U,MISSISSAUGA,1,50,0,60,3,30,1,0,0,0,145,509,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,84,U,MISSISSAUGA,4,20,1,20,0,11,1,0,0,0,57,291,St. Gertrude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,85,U,MISSISSAUGA,4,31,1,53,4,29,0,0,0,0,122,536,St. Valentine Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,086A,U,MISSISSAUGA,5,40,5,81,1,15,0,0,0,0,147,438,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,086B,U,MISSISSAUGA,2,42,0,66,3,11,0,1,0,0,125,452,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,87,U,MISSISSAUGA,3,48,4,72,0,17,0,1,0,0,145,527,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,88,U,MISSISSAUGA,3,50,8,78,1,25,0,3,2,0,170,510,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,89,U,MISSISSAUGA,10,42,7,84,3,22,1,1,0,0,170,531,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,90,U,MISSISSAUGA,8,55,3,95,4,26,0,2,0,0,193,538,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,91,U,MISSISSAUGA,10,49,2,114,6,33,1,2,1,0,218,539,St. Matthew Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,92,U,MISSISSAUGA,6,70,3,87,3,36,1,3,1,0,210,528,St. Matthew Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,93,U,MISSISSAUGA,6,49,2,83,5,24,1,0,0,0,170,699,St. Matthew Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,94,U,MISSISSAUGA,12,52,9,88,4,25,1,1,1,0,193,734,St. Matthew Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,95,U,MISSISSAUGA,5,47,1,59,4,24,1,0,1,0,142,573,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,96,U,MISSISSAUGA,6,23,2,41,2,15,1,0,0,0,90,506,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,97,U,MISSISSAUGA,2,31,3,46,5,20,1,2,0,0,110,580,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,98,U,MISSISSAUGA,3,37,2,77,2,18,0,2,0,0,141,528,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,99,U,MISSISSAUGA,10,64,1,118,3,36,2,3,0,0,237,719,St. Matthew Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,100,U,MISSISSAUGA,10,44,2,49,4,21,5,0,0,0,135,437,St. Matthew Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,101,U,MISSISSAUGA,3,42,4,112,3,22,2,1,0,0,189,581,Huntington Ridge Public School
47,MISSISSAUGA--BRAMPTON SOUTH,102,U,MISSISSAUGA,11,34,2,61,2,26,0,0,0,0,136,430,St. Hilary Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,103,U,MISSISSAUGA,5,29,2,92,7,15,0,2,1,0,153,444,St. Hilary Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,104,U,MISSISSAUGA,8,43,1,75,4,23,0,1,1,0,156,496,St. Hilary Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,105,U,MISSISSAUGA,6,38,3,82,8,24,0,0,0,0,161,579,St. Hilary Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,106,U,MISSISSAUGA,14,47,3,71,0,35,0,1,0,1,172,465,Fairwind Senior Public School
47,MISSISSAUGA--BRAMPTON SOUTH,107,U,MISSISSAUGA,2,45,1,63,1,22,2,0,0,0,136,433,Fairwind Senior Public School
47,MISSISSAUGA--BRAMPTON SOUTH,108,U,MISSISSAUGA,6,42,1,58,3,26,2,0,0,0,138,496,Fairwind Senior Public School
47,MISSISSAUGA--BRAMPTON SOUTH,109A,U,MISSISSAUGA,1,37,3,64,5,17,0,0,0,0,127,326,Fairwind Senior Public School
47,MISSISSAUGA--BRAMPTON SOUTH,109B,U,MISSISSAUGA,2,19,0,79,2,8,0,0,0,0,110,343,Fairwind Senior Public School
47,MISSISSAUGA--BRAMPTON SOUTH,110,U,MISSISSAUGA,3,35,3,88,3,33,2,0,1,0,168,515,Fairwind Senior Public School
47,MISSISSAUGA--BRAMPTON SOUTH,111,U,MISSISSAUGA,3,53,0,87,4,23,0,2,0,0,172,557,St. Hilary Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,112,U,MISSISSAUGA,3,43,0,67,2,40,1,0,0,0,156,566,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,113,U,MISSISSAUGA,4,24,0,33,4,13,0,0,0,0,78,370,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,114,U,MISSISSAUGA,9,58,3,83,4,28,2,2,1,0,190,633,Saviour of the World Chinese Catholic Church
47,MISSISSAUGA--BRAMPTON SOUTH,115,U,MISSISSAUGA,4,71,0,69,4,16,0,1,0,0,165,481,San Lorenzo Ruiz Catholic School
47,MISSISSAUGA--BRAMPTON SOUTH,116,U,MISSISSAUGA,7,69,2,82,6,29,0,1,2,0,198,528,San Lorenzo Ruiz Catholic School
47,MISSISSAUGA--BRAMPTON SOUTH,117,U,MISSISSAUGA,4,52,2,93,3,36,2,1,0,0,193,517,San Lorenzo Ruiz Catholic School
47,MISSISSAUGA--BRAMPTON SOUTH,118,U,MISSISSAUGA,4,54,0,84,1,21,1,2,0,0,167,489,San Lorenzo Ruiz Catholic School
47,MISSISSAUGA--BRAMPTON SOUTH,119,U,MISSISSAUGA,9,20,0,48,4,36,2,1,0,0,120,374,San Lorenzo Ruiz Catholic School
47,MISSISSAUGA--BRAMPTON SOUTH,120,U,MISSISSAUGA,4,45,5,104,3,22,0,0,0,0,183,493,Barondale Public School
47,MISSISSAUGA--BRAMPTON SOUTH,121,U,MISSISSAUGA,5,26,1,41,1,18,0,0,0,0,92,308,Barondale Public School
47,MISSISSAUGA--BRAMPTON SOUTH,122,U,MISSISSAUGA,5,46,0,95,6,22,0,0,1,0,175,546,Barondale Public School
47,MISSISSAUGA--BRAMPTON SOUTH,123,U,MISSISSAUGA,9,49,4,86,4,21,0,3,0,0,176,803,Barondale Public School
47,MISSISSAUGA--BRAMPTON SOUTH,124,U,MISSISSAUGA,9,47,2,74,5,31,0,1,1,0,170,519,Bristol Road Middle School
47,MISSISSAUGA--BRAMPTON SOUTH,125,U,MISSISSAUGA,6,42,1,60,4,14,1,0,0,0,128,374,Bristol Road Middle School
47,MISSISSAUGA--BRAMPTON SOUTH,126,U,MISSISSAUGA,5,38,0,40,3,17,0,1,0,1,105,388,Bristol Road Middle School
47,MISSISSAUGA--BRAMPTON SOUTH,127,U,MISSISSAUGA,6,58,0,87,3,28,1,0,0,0,183,553,Nahani Way Public School
47,MISSISSAUGA--BRAMPTON SOUTH,128,U,MISSISSAUGA,6,40,0,76,2,34,0,1,0,0,159,476,Nahani Way Public School
47,MISSISSAUGA--BRAMPTON SOUTH,129,U,MISSISSAUGA,2,40,5,75,0,27,0,2,0,0,151,548,St. Jude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,130,U,MISSISSAUGA,9,54,1,85,9,45,1,0,0,0,204,690,St. Jude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,131,U,MISSISSAUGA,4,38,3,46,4,26,1,0,0,1,123,475,St. Jude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,132,U,MISSISSAUGA,4,15,2,27,2,11,0,0,0,0,61,242,St. Jude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,133,U,MISSISSAUGA,5,31,1,46,3,22,1,0,0,0,109,420,St. Jude Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,134,U,MISSISSAUGA,6,59,1,65,0,18,1,0,0,1,151,381,Nahani Way Public School
47,MISSISSAUGA--BRAMPTON SOUTH,135,U,MISSISSAUGA,3,69,2,83,5,19,4,2,0,0,187,492,Nahani Way Public School
47,MISSISSAUGA--BRAMPTON SOUTH,136,U,MISSISSAUGA,10,75,0,54,3,19,3,0,0,0,164,419,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,137,U,MISSISSAUGA,5,52,1,77,6,27,3,1,1,0,173,435,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,138A,U,MISSISSAUGA,3,13,0,36,2,21,1,0,0,0,76,325,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,138B,U,MISSISSAUGA,5,13,1,46,1,11,1,2,0,0,80,300,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,139,U,MISSISSAUGA,5,31,5,78,2,34,1,1,2,0,159,575,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,140,U,MISSISSAUGA,6,40,0,61,2,33,3,0,0,0,145,510,Bristol Road Middle School
47,MISSISSAUGA--BRAMPTON SOUTH,141,U,MISSISSAUGA,1,39,2,53,4,7,0,0,0,0,106,374,Barondale Public School
47,MISSISSAUGA--BRAMPTON SOUTH,142,U,MISSISSAUGA,6,44,0,69,1,24,0,0,0,0,144,416,Bristol Road Middle School
47,MISSISSAUGA--BRAMPTON SOUTH,143A,U,MISSISSAUGA,2,29,2,32,1,14,0,0,0,0,80,300,Nahani Way Public School
47,MISSISSAUGA--BRAMPTON SOUTH,143B,U,MISSISSAUGA,3,27,2,40,1,16,0,0,2,0,91,337,Nahani Way Public School
47,MISSISSAUGA--BRAMPTON SOUTH,144,U,MISSISSAUGA,8,46,1,61,5,32,1,0,0,0,154,459,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,145,U,MISSISSAUGA,7,65,0,100,0,19,2,2,0,0,195,512,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,146,U,MISSISSAUGA,5,54,0,78,2,22,1,0,0,0,162,529,St. Pio of Pietrelcina Catholic Elementary School
47,MISSISSAUGA--BRAMPTON SOUTH,147,U,MISSISSAUGA,8,27,2,49,6,24,2,0,0,0,118,512,St. Charles Garnier Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,148,U,MISSISSAUGA,11,77,1,59,6,33,2,0,0,0,189,519,St. Vincent de Paul
47,MISSISSAUGA--BRAMPTON SOUTH,149,U,MISSISSAUGA,13,46,0,74,7,44,1,2,2,0,189,567,St. Charles Garnier Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,150,U,MISSISSAUGA,5,39,1,44,3,27,1,0,0,0,120,390,St. Charles Garnier Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,151,U,MISSISSAUGA,7,80,1,76,6,26,2,0,2,0,200,522,St. Charles Garnier Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,152,U,MISSISSAUGA,9,44,0,63,9,29,2,2,0,0,158,409,St. Charles Garnier Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,153,U,MISSISSAUGA,5,43,3,66,10,23,2,0,0,0,152,402,St. Vincent de Paul
47,MISSISSAUGA--BRAMPTON SOUTH,154,U,MISSISSAUGA,5,57,2,62,3,16,0,1,0,0,146,469,Phillip Pocock Catholic Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,155,U,MISSISSAUGA,7,69,1,72,4,28,3,0,0,0,184,530,Phillip Pocock Catholic Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,156,U,MISSISSAUGA,3,43,1,93,5,24,0,1,1,0,171,523,Phillip Pocock Catholic Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,157,U,MISSISSAUGA,7,74,0,95,9,29,4,0,0,0,218,493,St. Basil Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,158,U,MISSISSAUGA,13,86,0,95,3,25,4,1,3,0,230,499,St. Basil Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,159,U,MISSISSAUGA,8,47,0,104,3,24,0,2,0,0,188,512,Phillip Pocock Catholic Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,160,U,MISSISSAUGA,10,48,1,79,0,17,1,1,0,0,157,417,St. Vincent de Paul
47,MISSISSAUGA--BRAMPTON SOUTH,161,U,MISSISSAUGA,8,64,1,90,7,22,0,2,0,0,194,384,St. Vincent de Paul
47,MISSISSAUGA--BRAMPTON SOUTH,162,U,MISSISSAUGA,10,72,2,93,5,36,5,0,1,0,224,508,St. Vincent de Paul
47,MISSISSAUGA--BRAMPTON SOUTH,163,U,MISSISSAUGA,7,25,0,39,2,23,0,0,1,0,97,327,St. Vincent de Paul
47,MISSISSAUGA--BRAMPTON SOUTH,164,U,MISSISSAUGA,7,22,1,85,3,17,0,0,0,0,135,395,Phillip Pocock Catholic Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,165,U,MISSISSAUGA,6,43,1,49,2,28,1,0,2,0,132,472,Phillip Pocock Catholic Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,166,U,MISSISSAUGA,6,46,0,79,0,10,2,2,0,0,145,380,St. Basil Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,167,U,MISSISSAUGA,10,73,1,92,5,16,1,1,1,0,200,472,St. Basil Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,168,U,MISSISSAUGA,13,25,0,35,8,15,1,0,0,0,97,474,St. Basil Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,169,U,MISSISSAUGA,5,64,0,69,4,29,1,2,2,0,176,579,St. Basil Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,170,U,MISSISSAUGA,7,67,2,113,8,31,2,1,1,0,232,529,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,171,U,MISSISSAUGA,3,56,1,63,1,22,4,5,2,0,157,463,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,172,U,MISSISSAUGA,7,49,4,101,2,24,5,3,0,0,195,566,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,173,U,MISSISSAUGA,8,85,1,112,3,25,4,0,0,0,238,548,Saints Martha and Mary Separate School
