"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","KENWELL","MATTHEWS","SCHREINER","WILSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"085","SIMCOE--GREY","045","U","COLLINGWOOD","37","28","21","55","0","0","0","141","416","Collingwood Leisure Time Club"
"085","SIMCOE--GREY","046","U","COLLINGWOOD","47","29","26","108","0","0","0","210","527","Royal Canadian Legion Branch 63"
"085","SIMCOE--GREY","047","U","COLLINGWOOD","52","14","26","73","0","0","0","165","377","Jean Vanier Catholic High School"
"085","SIMCOE--GREY","048","U","COLLINGWOOD","57","11","10","82","0","0","0","160","326","Jean Vanier Catholic High School"
"085","SIMCOE--GREY","049","U","COLLINGWOOD","15","17","7","50","0","1","0","90","253","Christ Our Hope Lutheran Church"
"085","SIMCOE--GREY","050","U","COLLINGWOOD","24","34","5","53","0","0","0","116","329","Manito Shrine Club"
"085","SIMCOE--GREY","051","U","COLLINGWOOD","29","27","4","81","1","0","0","142","495","Manito Shrine Club"
"085","SIMCOE--GREY","052","U","WASAGA BEACH","26","35","10","65","3","0","0","139","453","Rec Plex"
"085","SIMCOE--GREY","053","U","WASAGA BEACH","10","12","5","17","0","0","0","44","180","Rec Plex"
"085","SIMCOE--GREY","054","U","WASAGA BEACH","30","19","7","32","0","0","0","88","261","Rec Plex"
"085","SIMCOE--GREY","055","U","WASAGA BEACH","37","27","3","45","0","0","0","112","366","Rec Plex"
"085","SIMCOE--GREY","056","U","WASAGA BEACH","33","31","18","51","1","0","0","134","402","Rec Plex"
"085","SIMCOE--GREY","057","U","WASAGA BEACH","24","16","12","40","0","0","0","92","412","Rec Plex"
"085","SIMCOE--GREY","058","U","WASAGA BEACH","57","39","9","83","0","0","0","188","565","Lighthouse Community Church"
"085","SIMCOE--GREY","059","U","WASAGA BEACH","27","15","2","41","0","0","0","85","299","Lighthouse Community Church"
"085","SIMCOE--GREY","060","U","WASAGA BEACH","18","22","6","53","0","0","0","99","305","Lighthouse Community Church"
"085","SIMCOE--GREY","061","U","WASAGA BEACH","27","7","12","66","13","0","0","125","377","Lighthouse Community Church"
"085","SIMCOE--GREY","062","U","WASAGA BEACH","24","16","10","79","3","0","0","132","416","Lighthouse Community Church"
"085","SIMCOE--GREY","063","U","WASAGA BEACH","72","34","11","129","2","0","1","249","600","Lighthouse Community Church"
"085","SIMCOE--GREY","064","U","WASAGA BEACH","19","14","13","49","1","0","0","96","342","Lighthouse Community Church"
"085","SIMCOE--GREY","065","U","WASAGA BEACH","23","20","9","64","0","0","0","116","413","Rec Plex"
"085","SIMCOE--GREY","066","U","WASAGA BEACH","26","25","5","45","0","0","0","101","414","Rec Plex"
"085","SIMCOE--GREY","067","U","WASAGA BEACH","30","23","6","53","0","0","0","112","470","Rec Plex"
"085","SIMCOE--GREY","068","U","WASAGA BEACH","35","19","3","62","0","1","0","120","456","Rec Plex"
"085","SIMCOE--GREY","069","U","WASAGA BEACH","20","19","3","48","0","0","0","90","392","Rec Plex"
"085","SIMCOE--GREY","070","U","WASAGA BEACH","28","18","7","48","2","0","0","103","360","Rec Plex"
"085","SIMCOE--GREY","071","U","WASAGA BEACH","32","22","20","91","2","0","0","167","490","Birchview Dunes Public School"
"085","SIMCOE--GREY","072","U","WASAGA BEACH","18","31","11","50","0","0","0","110","365","Birchview Dunes Public School"
"085","SIMCOE--GREY","073","U","WASAGA BEACH","22","26","10","59","0","0","0","117","400","Birchview Dunes Public School"
"085","SIMCOE--GREY","074","U","WASAGA BEACH","37","28","7","71","0","0","0","143","401","Birchview Dunes Public School"
"085","SIMCOE--GREY","075","U","WASAGA BEACH","30","21","17","88","0","0","0","156","441","Birchview Dunes Public School"
"085","SIMCOE--GREY","076","U","WASAGA BEACH","28","32","8","49","0","1","0","118","387","Stars Arena"
"085","SIMCOE--GREY","077","U","WASAGA BEACH","32","23","8","43","0","0","0","106","448","Stars Arena"
"085","SIMCOE--GREY","078","U","WASAGA BEACH","10","16","3","19","0","0","0","48","184","Stars Arena"
"085","SIMCOE--GREY","079","U","WASAGA BEACH","21","28","2","70","2","0","0","123","429","Stars Arena"
"085","SIMCOE--GREY","080","U","WASAGA BEACH","11","18","8","31","0","0","0","68","260","Stars Arena"
"085","SIMCOE--GREY","081","U","WASAGA BEACH","10","8","2","24","0","0","0","44","138","Wasaga Christian Church"
"085","SIMCOE--GREY","082","U","WASAGA BEACH","22","19","4","56","0","0","0","101","288","Wasaga Christian Church"
"085","SIMCOE--GREY","083","U","WASAGA BEACH","33","16","3","47","0","0","0","99","291","Wasaga Christian Church"
"085","SIMCOE--GREY","084","U","WASAGA BEACH","37","34","9","64","0","0","0","144","440","Stars Arena"
"085","SIMCOE--GREY","085","U","WASAGA BEACH","27","17","5","39","0","0","0","88","252","Stars Arena"
"085","SIMCOE--GREY","086","U","WASAGA BEACH","40","55","11","128","0","0","1","235","610","Stars Arena"
"085","SIMCOE--GREY","087","U","WASAGA BEACH","42","28","11","85","0","0","0","166","446","Stars Arena"
"085","SIMCOE--GREY","088A","U","RAVENNA","11","2","6","24","0","0","1","44","353","Ravenna Hall"
"085","SIMCOE--GREY","088B","U","RAVENNA","6","1","7","25","0","0","0","39","369","Ravenna Hall"
"085","SIMCOE--GREY","089","U","RAVENNA","13","6","9","28","0","0","0","56","515","Ravenna Hall"
"085","SIMCOE--GREY","090","U","COLLINGWOOD","22","31","30","149","0","0","0","232","519","Manito Shrine Club"
"085","SIMCOE--GREY","091","U","CREEMORE","21","25","66","136","0","0","0","248","531","Creemore and District Recreation Centre"
"085","SIMCOE--GREY","092","U","STAYNER","40","39","10","141","0","0","0","230","566","Stayner Arena Hall"
"085","SIMCOE--GREY","093","U","STAYNER","21","23","13","77","0","0","0","134","413","Stayner Arena Hall"
"085","SIMCOE--GREY","094","U","STAYNER","19","14","8","42","0","0","0","83","280","Stayner Arena Hall"
"085","SIMCOE--GREY","095","U","STAYNER","19","16","19","76","0","0","0","130","318","Stayner Arena Hall"
"085","SIMCOE--GREY","096","U","STAYNER","12","14","12","61","0","0","0","99","312","Stayner Arena Hall"
"085","SIMCOE--GREY","097","U","STAYNER","25","27","5","75","0","0","0","132","352","Stayner Arena Hall"
"085","SIMCOE--GREY","098","U","STAYNER","22","24","5","87","0","0","0","138","444","Stayner Arena Hall"
"085","SIMCOE--GREY","099","U","STAYNER","11","10","7","75","0","0","0","103","284","Stayner Arena Hall"
"085","SIMCOE--GREY","100","U","STAYNER","17","18","8","74","0","0","0","117","379","Stayner Arena Hall"
"085","SIMCOE--GREY","101","U","CREEMORE","28","25","76","160","0","0","0","289","492","Creemore and District Recreation Centre"
"085","SIMCOE--GREY","102","U","CREEMORE","36","24","51","103","0","0","0","214","428","Creemore and District Recreation Centre"
"085","SIMCOE--GREY","103","U","CREEMORE","40","25","41","133","0","0","0","239","454","Creemore and District Recreation Centre"
"085","SIMCOE--GREY","104","U","WASAGA BEACH","10","18","3","37","0","0","0","68","200","Lighthouse Community Church"
"085","SIMCOE--GREY","105","U","NEW LOWELL","42","30","19","97","1","0","0","189","492","New Lowell Public School"
"085","SIMCOE--GREY","106","U","NEW LOWELL","33","22","15","73","1","0","0","144","312","New Lowell Public School"
"085","SIMCOE--GREY","107","U","NEW LOWELL","24","33","18","97","1","0","0","173","381","New Lowell Public School"
"085","SIMCOE--GREY","108","U","NEW LOWELL","39","26","18","157","0","1","0","241","482","New Lowell Public School"
"085","SIMCOE--GREY","109","U","NEW LOWELL","22","34","14","82","0","0","0","152","381","New Lowell Public School"
"085","SIMCOE--GREY","110","U","NEW LOWELL","15","11","3","44","0","0","0","73","284","New Lowell Public School"
"085","SIMCOE--GREY","111","U","ELMVALE","34","37","19","101","1","0","0","192","493","Elmvale Community Hall"
"085","SIMCOE--GREY","112","U","ELMVALE","30","25","8","48","0","0","0","111","279","Elmvale Community Hall"
"085","SIMCOE--GREY","113","U","ELMVALE","25","23","8","28","0","0","0","84","287","Elmvale Community Hall"
"085","SIMCOE--GREY","114","U","ELMVALE","26","27","3","66","0","0","0","122","328","Elmvale Community Hall"
"085","SIMCOE--GREY","115","U","ELMVALE","33","31","13","75","0","0","0","152","340","Elmvale Community Hall"
"085","SIMCOE--GREY","116","U","ELMVALE","68","50","19","86","0","0","0","223","539","Elmvale Community Hall"
"085","SIMCOE--GREY","117","U","HILLSDALE","44","21","10","81","0","0","1","157","362","Hillsdale Elementary School"
"085","SIMCOE--GREY","118","U","HILLSDALE","25","23","10","55","0","1","0","114","299","Hillsdale Elementary School"
"085","SIMCOE--GREY","119","U","HILLSDALE","17","14","6","43","0","0","0","80","220","Hillsdale Elementary School"
"085","SIMCOE--GREY","120","U","HILLSDALE","76","33","13","105","0","1","0","228","457","Hillsdale Elementary School"
"085","SIMCOE--GREY","121","U","HILLSDALE","29","48","23","57","0","0","0","157","367","Hillsdale Elementary School"
"085","SIMCOE--GREY","122","U","MINESING","39","26","5","55","0","0","0","125","414","Minesing Community Centre"
"085","SIMCOE--GREY","123","U","MINESING","46","34","11","130","0","0","0","221","474","Minesing Community Centre"
"085","SIMCOE--GREY","124","U","MINESING","27","21","9","59","0","0","0","116","359","Minesing Community Centre"
"085","SIMCOE--GREY","125","U","MINESING","24","35","11","103","1","0","0","174","342","Minesing Community Centre"
"085","SIMCOE--GREY","126","U","MINESING","47","24","16","67","0","0","0","154","382","Minesing Community Centre"
"085","SIMCOE--GREY","127","U","MINESING","46","30","12","108","0","0","0","196","479","Minesing Community Centre"
"085","SIMCOE--GREY","128","U","MINESING","21","12","3","45","0","0","0","81","309","Minesing Community Centre"
"085","SIMCOE--GREY","129","U","MINESING","36","14","15","54","0","0","0","119","493","Minesing Community Centre"
"085","SIMCOE--GREY","130","U","MINESING","45","25","9","74","0","0","0","153","376","Minesing Central Public School"
"085","SIMCOE--GREY","131","U","MINESING","25","22","6","50","0","0","0","103","366","Minesing Central Public School"
"085","SIMCOE--GREY","132","U","MINESING","17","18","3","57","0","1","0","96","307","Minesing Central Public School"
"085","SIMCOE--GREY","133","U","MINESING","58","12","14","85","0","0","0","169","449","Minesing Central Public School"
"085","SIMCOE--GREY","134","U","MINESING","41","6","4","66","0","0","0","117","327","Minesing Central Public School"
"085","SIMCOE--GREY","135","U","MINESING","77","22","15","85","0","0","0","199","579","Minesing Community Centre"
"085","SIMCOE--GREY","136","U","MINESING","35","8","7","67","0","0","0","117","427","Minesing Community Centre"
"085","SIMCOE--GREY","137","U","MIDHURST","74","23","12","94","0","0","1","204","457","Forest Hill Public School"
"085","SIMCOE--GREY","138","U","MIDHURST","67","24","5","91","0","0","0","187","436","Forest Hill Public School"
"085","SIMCOE--GREY","139","U","MIDHURST","68","23","8","90","0","0","1","190","420","Forest Hill Public School"
"085","SIMCOE--GREY","140","U","MIDHURST","47","16","10","89","0","0","0","162","445","Forest Hill Public School"
"085","SIMCOE--GREY","141","U","MIDHURST","91","23","8","97","2","0","0","221","435","Forest Hill Public School"
"085","SIMCOE--GREY","142","U","MIDHURST","69","23","8","119","1","0","0","220","505","Forest Hill Public School"
"085","SIMCOE--GREY","143","U","LISLE","27","39","20","125","0","0","0","211","441","Royal Canadian Legion Lisle Branch 559"
"085","SIMCOE--GREY","144","U","LISLE","23","43","11","89","0","1","0","167","416","Royal Canadian Legion Lisle Branch 559"
"085","SIMCOE--GREY","145","U","LISLE","22","30","34","116","0","0","1","203","598","Royal Canadian Legion Lisle Branch 559"
"085","SIMCOE--GREY","146","U","LISLE","46","21","16","95","0","0","0","178","473","Royal Canadian Legion Lisle Branch 559"
"085","SIMCOE--GREY","147","U","EVERETT","39","20","15","91","1","0","0","166","446","Royal Canadian Legion Everett"
"085","SIMCOE--GREY","148","U","EVERETT","30","39","11","71","1","0","0","152","396","Royal Canadian Legion Everett"
"085","SIMCOE--GREY","149","U","EVERETT","27","53","12","86","0","2","0","180","380","Royal Canadian Legion Everett"
"085","SIMCOE--GREY","150","U","EVERETT","24","17","14","67","0","1","0","123","342","Royal Canadian Legion Everett"
"085","SIMCOE--GREY","151","U","ALLISTON","29","24","14","75","1","1","0","144","379","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","152","U","ALLISTON","37","16","8","109","0","1","0","171","473","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","153","U","ALLISTON","47","29","19","119","0","1","0","215","583","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","154","U","ALLISTON","27","12","10","67","1","0","0","117","348","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","155","U","ALLISTON","29","8","9","47","1","0","0","94","299","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","156","U","ALLISTON","32","22","5","87","0","0","0","146","426","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","157","U","TOTTENHAM","52","27","12","83","0","0","0","174","442","St. James Elementary School"
"085","SIMCOE--GREY","158","U","TOTTENHAM","53","14","16","91","0","1","0","175","410","St. James Elementary School"
"085","SIMCOE--GREY","159","U","TOTTENHAM","47","28","20","90","0","0","0","185","469","St. James Elementary School"
"085","SIMCOE--GREY","160A","U","BORDEN","8","11","3","22","0","0","0","44","374","Prince of Peace"
"085","SIMCOE--GREY","160B","U","BORDEN","11","11","6","24","1","0","0","53","387","Prince of Peace"
"085","SIMCOE--GREY","161","U","ANGUS","17","25","4","57","0","0","0","103","359","Essa Recreation Centre"
"085","SIMCOE--GREY","162","U","ANGUS","25","28","4","54","3","0","0","114","381","Essa Recreation Centre"
"085","SIMCOE--GREY","163","U","ANGUS","36","29","15","65","0","2","0","147","423","Essa Recreation Centre"
"085","SIMCOE--GREY","164","U","ANGUS","29","17","4","45","1","0","0","96","404","Essa Recreation Centre"
"085","SIMCOE--GREY","165","U","ANGUS","17","14","13","46","0","0","0","90","291","Essa Recreation Centre"
"085","SIMCOE--GREY","166","U","ANGUS","16","25","65","55","0","0","0","161","371","Essa Recreation Centre"
"085","SIMCOE--GREY","167","U","ANGUS","15","34","10","61","0","0","0","120","393","Essa Recreation Centre"
"085","SIMCOE--GREY","168","U","ANGUS","37","33","18","84","0","0","0","172","529","Essa Recreation Centre"
"085","SIMCOE--GREY","169","U","UTOPIA","31","17","5","34","0","0","0","87","341","Utopia Community Hall"
"085","SIMCOE--GREY","170","U","ANGUS","26","31","11","52","0","0","0","120","466","Essa Recreation Centre"
"085","SIMCOE--GREY","171","U","ANGUS","33","25","14","77","0","0","0","149","448","Essa Recreation Centre"
"085","SIMCOE--GREY","172","U","ANGUS","31","32","11","65","2","0","0","141","555","Essa Recreation Centre"
"085","SIMCOE--GREY","173","U","ANGUS","5","23","6","16","0","0","0","50","148","Essa Recreation Centre"
"085","SIMCOE--GREY","174","U","ANGUS","21","11","7","39","0","0","0","78","247","Essa Recreation Centre"
"085","SIMCOE--GREY","175","U","UTOPIA","20","9","7","50","0","0","0","86","289","Utopia Community Hall"
"085","SIMCOE--GREY","176","U","UTOPIA","24","12","16","83","0","0","0","135","445","Utopia Community Hall"
"085","SIMCOE--GREY","177","U","UTOPIA","43","18","12","109","0","0","0","182","445","Utopia Community Hall"
"085","SIMCOE--GREY","178","U","UTOPIA","46","22","13","82","0","0","0","163","465","Utopia Community Hall"
"085","SIMCOE--GREY","179","U","THORNTON","24","13","8","117","1","0","0","163","376","Thornton Community Centre"
"085","SIMCOE--GREY","180","U","THORNTON","83","36","10","158","0","0","0","287","632","Thornton Community Centre"
"085","SIMCOE--GREY","181","U","THORNTON","85","44","13","87","0","0","0","229","463","Thornton Community Centre"
"085","SIMCOE--GREY","182","U","BAXTER","38","66","35","163","0","0","0","302","667","Living Faith Community Presidence Church"
"085","SIMCOE--GREY","183","U","BAXTER","64","27","21","127","0","1","0","240","530","Living Faith Community Presidence Church"
"085","SIMCOE--GREY","184","U","THORNTON","39","25","18","132","2","2","0","218","472","Thornton Community Centre"
"085","SIMCOE--GREY","185","U","BAXTER","30","15","10","99","1","0","0","155","450","Living Faith Community Presidence Church"
"085","SIMCOE--GREY","186","U","ALLISTON","15","7","5","70","0","0","0","97","289","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","187","U","ALLISTON","27","17","8","74","0","0","0","126","417","Millpond Community Centre"
"085","SIMCOE--GREY","188","U","ALLISTON","20","14","9","49","0","0","0","92","291","Millpond Community Centre"
"085","SIMCOE--GREY","189","U","ALLISTON","22","13","6","73","0","0","0","114","357","Millpond Community Centre"
"085","SIMCOE--GREY","190","U","ALLISTON","28","21","5","75","1","3","0","133","391","Millpond Community Centre"
"085","SIMCOE--GREY","191","U","ALLISTON","19","12","11","65","0","0","0","107","368","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","192","U","ALLISTON","49","13","8","75","0","0","0","145","513","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","193","U","ALLISTON","21","15","14","57","0","0","0","107","442","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","194A","U","ALLISTON","32","27","4","54","0","0","0","117","415","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","194B","U","ALLISTON","24","27","4","42","0","0","0","97","387","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","194C","U","ALLISTON","23","25","28","49","0","0","0","125","375","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","195","U","ALLISTON","16","8","20","33","0","0","0","77","381","Red Pine Inn and Conference Centre"
"085","SIMCOE--GREY","196","U","ALLISTON","16","6","11","34","0","0","0","67","284","New Tecumseth Recreation Complex"
"085","SIMCOE--GREY","197","U","ALLISTON","25","19","16","97","0","0","0","157","494","New Tecumseth Recreation Complex"
"085","SIMCOE--GREY","198","U","ALLISTON","14","11","10","81","1","0","0","117","406","New Tecumseth Recreation Complex"
"085","SIMCOE--GREY","199","U","ALLISTON","42","28","21","104","1","0","0","196","638","New Tecumseth Recreation Complex"
"085","SIMCOE--GREY","200","U","ALLISTON","30","20","14","88","1","0","0","153","460","St. Paul the Apostle Church Hall"
"085","SIMCOE--GREY","201","U","ALLISTON","33","26","13","86","0","0","0","158","441","St. Paul the Apostle Church Hall"
"085","SIMCOE--GREY","202","U","ALLISTON","21","20","15","66","0","0","0","122","410","St. Paul the Apostle Church Hall"
"085","SIMCOE--GREY","203","U","ALLISTON","14","22","10","71","1","0","0","118","309","St. Paul the Apostle Church Hall"
"085","SIMCOE--GREY","204","U","ALLISTON","12","6","7","36","0","0","0","61","150","St. Paul the Apostle Church Hall"
"085","SIMCOE--GREY","205","U","ALLISTON","..........................NO POLL HELD..........................","","","","","","","","",""
"085","SIMCOE--GREY","206A","U","ALLISTON","19","26","12","67","0","0","0","124","371","New Tecumseth Recreation Complex"
"085","SIMCOE--GREY","206B","U","ALLISTON","19","27","16","48","0","0","0","110","398","New Tecumseth Recreation Complex"
"085","SIMCOE--GREY","207","U","ALLISTON","24","4","4","47","1","0","0","80","160","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","208A","U","ALLISTON","36","20","7","97","1","0","0","161","373","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","208B","U","ALLISTON","48","22","1","79","0","0","0","150","358","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","209","U","ALLISTON","66","21","8","116","0","1","0","212","558","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","210","U","ALLISTON","53","15","13","119","0","0","0","200","409","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","211","U","ALLISTON","47","25","7","116","0","0","0","195","409","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","212","U","ALLISTON","17","16","9","94","0","0","0","136","383","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","213","U","ALLISTON","45","24","8","110","0","0","0","187","507","Nottawasaga Inn Convention Centre"
"085","SIMCOE--GREY","214","U","BEETON","50","42","13","142","0","0","0","247","585","Monsignor Ronan Catholic School"
"085","SIMCOE--GREY","215","U","BEETON","28","46","21","118","0","0","1","214","424","Monsignor Ronan Catholic School"
"085","SIMCOE--GREY","216","U","BEETON","35","37","14","91","1","2","0","180","441","Monsignor Ronan Catholic School"
"085","SIMCOE--GREY","217","U","BEETON","40","26","14","106","0","0","0","186","408","Tecumseth Beeton Public School"
"085","SIMCOE--GREY","218","U","BEETON","31","21","22","91","0","0","0","165","376","Tecumseth Beeton Public School"
"085","SIMCOE--GREY","219","U","BEETON","29","19","13","80","0","0","0","141","314","Tecumseth Beeton Public School"
"085","SIMCOE--GREY","220","U","BEETON","43","24","10","106","0","0","0","183","463","Tecumseth Beeton Public School"
"085","SIMCOE--GREY","221","U","TOTTENHAM","33","41","13","110","0","0","2","199","485","St. Thomas Aquinas Catholic Secondary School"
"085","SIMCOE--GREY","222","U","TOTTENHAM","64","24","17","111","0","0","0","216","467","St. Thomas Aquinas Catholic Secondary School"
"085","SIMCOE--GREY","223","U","TOTTENHAM","57","18","4","98","0","2","1","180","426","St. Thomas Aquinas Catholic Secondary School"
"085","SIMCOE--GREY","224","U","TOTTENHAM","36","23","15","76","2","0","0","152","377","St. Thomas Aquinas Catholic Secondary School"
"085","SIMCOE--GREY","225","U","TOTTENHAM","39","30","12","73","0","0","0","154","459","Tottenham Community Centre"
"085","SIMCOE--GREY","226","U","TOTTENHAM","27","34","13","59","0","0","0","133","340","Tottenham Community Centre"
"085","SIMCOE--GREY","227","U","TOTTENHAM","27","33","20","88","0","0","0","168","383","Tottenham Community Centre"
"085","SIMCOE--GREY","228","U","TOTTENHAM","26","36","7","65","0","0","0","134","400","Tottenham Community Centre"
"085","SIMCOE--GREY","229","U","TOTTENHAM","23","121","6","52","0","0","0","202","308","Tottenham Community Centre"
"085","SIMCOE--GREY","230","U","TOTTENHAM","37","19","20","76","0","0","0","152","365","Tottenham Community Centre"
"085","SIMCOE--GREY","231","U","TOTTENHAM","38","25","10","85","1","1","0","160","369","Tottenham Community Centre"
"085","SIMCOE--GREY","232","U","TOTTENHAM","39","35","30","86","0","0","0","190","435","Tottenham Community Centre"
"085","SIMCOE--GREY","233","U","TOTTENHAM","33","26","18","82","0","0","0","159","386","Tottenham Community Centre"
"085","SIMCOE--GREY","234","U","TOTTENHAM","42","37","4","82","0","0","0","165","280","Tottenham Community Centre"
