ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,ELLIOTT,GIBSON,KING,ROY,SADEM-THOMPSON,THOM,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
100,WHITBY--OSHAWA,88,U,WHITBY,131,3,1,79,37,0,0,0,0,251,466,St. Paul Catholic School
100,WHITBY--OSHAWA,89,U,WHITBY,136,11,3,58,45,0,2,0,0,255,479,St. Paul Catholic School
100,WHITBY--OSHAWA,90,U,OSHAWA,79,7,0,44,49,0,0,0,0,179,427,Stephen Saywell Public School
100,WHITBY--OSHAWA,91,U,OSHAWA,80,1,0,55,35,0,1,0,0,172,362,Stephen Saywell Public School
100,WHITBY--OSHAWA,92,U,OSHAWA,75,1,0,65,39,0,1,0,0,181,381,Stephen Saywell Public School
100,WHITBY--OSHAWA,93,U,OSHAWA,91,3,0,62,41,0,1,0,0,198,454,Stephen Saywell Public School
100,WHITBY--OSHAWA,94,U,OSHAWA,90,5,1,82,56,1,0,0,0,235,424,Stephen Saywell Public School
100,WHITBY--OSHAWA,95,U,OSHAWA,119,3,1,70,33,3,0,0,0,229,466,Oshawa Airport Golf Club
100,WHITBY--OSHAWA,96,U,OSHAWA,52,3,2,35,42,0,0,0,0,134,373,"RCAF 420 Wing, Oshawa Airport"
100,WHITBY--OSHAWA,97,U,OSHAWA,60,9,0,72,47,1,0,0,0,189,432,Stephen Saywell Public School
100,WHITBY--OSHAWA,98,U,OSHAWA,77,4,2,64,35,0,0,0,0,182,428,St. Mary of the People Catholic Church
100,WHITBY--OSHAWA,99,U,OSHAWA,92,2,0,68,35,2,1,0,0,200,422,St. Mary of the People Catholic Church
100,WHITBY--OSHAWA,100,U,OSHAWA,115,6,1,56,46,1,1,0,2,228,450,St. Mary of the People Catholic Church
100,WHITBY--OSHAWA,101,U,OSHAWA,115,7,1,96,55,2,1,1,0,278,463,St. Mary of the People Catholic Church
100,WHITBY--OSHAWA,102,U,OSHAWA,85,5,0,60,50,0,1,0,0,201,452,St. Mary of the People Catholic Church
100,WHITBY--OSHAWA,103,U,OSHAWA,115,2,0,67,49,1,5,0,0,239,419,St. Christopher Catholic School
100,WHITBY--OSHAWA,104,U,OSHAWA,78,8,1,32,54,1,0,1,0,175,436,St. Christopher Catholic School
100,WHITBY--OSHAWA,105,U,OSHAWA,61,5,2,57,54,0,0,0,0,179,388,St. Christopher Catholic School
100,WHITBY--OSHAWA,106,U,OSHAWA,18,0,2,20,37,0,0,0,0,77,259,St. Christopher Catholic School
100,WHITBY--OSHAWA,107,U,OSHAWA,41,2,2,40,50,1,0,0,0,136,365,Centennial Albert United Church
100,WHITBY--OSHAWA,108,U,OSHAWA,54,1,1,36,38,0,0,0,0,130,479,Centennial Albert United Church
100,WHITBY--OSHAWA,109,U,OSHAWA,35,5,2,19,39,1,0,0,0,101,453,Centennial Albert United Church
100,WHITBY--OSHAWA,110,U,OSHAWA,39,5,0,30,41,1,0,0,0,116,328,Centennial Albert United Church
100,WHITBY--OSHAWA,111,U,OSHAWA,87,2,2,48,41,0,2,0,0,182,340,St. Christopher Catholic School
100,WHITBY--OSHAWA,112,U,OSHAWA,60,2,0,38,46,0,1,0,0,147,367,Sunset Heights Public School
100,WHITBY--OSHAWA,113,U,OSHAWA,76,6,0,32,32,2,1,0,0,149,399,Sunset Heights Public School
100,WHITBY--OSHAWA,114,U,OSHAWA,95,4,1,58,38,3,0,0,0,199,399,Sunset Heights Public School
100,WHITBY--OSHAWA,115,U,OSHAWA,89,4,1,47,43,0,3,0,0,187,390,Sunset Heights Public School
100,WHITBY--OSHAWA,116,U,OSHAWA,69,3,1,38,36,0,0,0,0,147,414,Sunset Heights Public School
100,WHITBY--OSHAWA,117,U,OSHAWA,108,3,1,35,19,2,0,0,0,168,441,Sunset Heights Public School
100,WHITBY--OSHAWA,118,U,OSHAWA,114,8,0,100,48,0,2,0,1,273,541,Oshawa Airport Golf Club
100,WHITBY--OSHAWA,119,U,OSHAWA,93,3,2,63,25,1,0,1,0,188,366,"RCAF 420 Wing, Oshawa Airport"
100,WHITBY--OSHAWA,120,U,OSHAWA,95,2,1,82,29,0,0,0,0,209,364,"RCAF 420 Wing, Oshawa Airport"
100,WHITBY--OSHAWA,121,U,OSHAWA,99,0,1,81,25,0,0,0,1,207,392,"RCAF 420 Wing, Oshawa Airport"
100,WHITBY--OSHAWA,122,U,OSHAWA,76,4,1,81,37,0,1,0,1,201,411,Oshawa Airport Golf Club
100,WHITBY--OSHAWA,123,U,OSHAWA,105,3,0,84,42,0,0,0,1,235,456,Oshawa Airport Golf Club
100,WHITBY--OSHAWA,124,U,OSHAWA,94,4,1,84,33,1,4,2,0,223,449,Oshawa Airport Golf Club
100,WHITBY--OSHAWA,125,U,OSHAWA,88,5,1,61,29,0,1,0,0,185,438,Oshawa Airport Golf Club
100,WHITBY--OSHAWA,126,U,WHITBY,81,5,2,56,39,1,1,0,1,186,458,John Dryden Public School
100,WHITBY--OSHAWA,127,U,WHITBY,88,3,1,53,33,0,0,0,1,179,442,Westminster United Church
100,WHITBY--OSHAWA,128,U,WHITBY,73,3,0,68,18,0,0,0,1,163,335,Westminster United Church
100,WHITBY--OSHAWA,129,U,WHITBY,55,3,1,47,36,1,0,0,0,143,429,John Dryden Public School
100,WHITBY--OSHAWA,130,U,WHITBY,68,0,0,73,27,0,1,1,0,170,425,Sir Samuel Steele Public School
100,WHITBY--OSHAWA,131,U,WHITBY,77,7,0,75,33,2,0,0,0,194,446,Sir Samuel Steele Public School
100,WHITBY--OSHAWA,132,U,WHITBY,82,2,1,73,12,0,0,0,0,170,394,Sir Samuel Steele Public School
100,WHITBY--OSHAWA,133,U,WHITBY,108,4,0,80,36,0,2,0,1,231,532,Sir Samuel Steele Public School
100,WHITBY--OSHAWA,134,U,WHITBY,80,1,1,66,18,0,0,0,0,166,403,Sir Samuel Steele Public School
100,WHITBY--OSHAWA,135,U,WHITBY,86,3,0,57,48,0,0,0,0,194,453,Sir Samuel Steele Public School
100,WHITBY--OSHAWA,136,U,WHITBY,66,3,0,72,34,0,0,0,0,175,468,John Dryden Public School
100,WHITBY--OSHAWA,137,U,WHITBY,101,4,2,87,38,0,0,0,0,232,494,John Dryden Public School
100,WHITBY--OSHAWA,138,U,WHITBY,108,5,0,101,25,1,0,0,0,240,491,John Dryden Public School
100,WHITBY--OSHAWA,139,U,WHITBY,66,5,0,53,28,0,0,0,0,152,415,Westminster United Church
100,WHITBY--OSHAWA,140,U,WHITBY,95,2,0,83,28,0,0,1,0,209,461,Westminster United Church
100,WHITBY--OSHAWA,141,U,WHITBY,74,4,2,64,37,0,0,0,0,181,421,Westminster United Church
100,WHITBY--OSHAWA,142,U,WHITBY,108,3,0,53,26,0,1,0,0,191,447,St. Bernard Catholic School
100,WHITBY--OSHAWA,143,U,WHITBY,114,5,0,74,18,0,2,0,0,213,466,Glen Dhu Public School
100,WHITBY--OSHAWA,144,U,WHITBY,126,3,2,51,15,0,0,0,0,197,468,St. Bernard Catholic School
100,WHITBY--OSHAWA,145,U,WHITBY,98,5,0,86,18,0,0,0,0,207,417,St. Bernard Catholic School
100,WHITBY--OSHAWA,146,U,WHITBY,68,2,2,88,34,0,0,0,0,194,554,Fallingbrook Public School
100,WHITBY--OSHAWA,147,U,WHITBY,76,3,1,68,14,0,2,0,0,164,545,McKinney Centre
100,WHITBY--OSHAWA,148,U,WHITBY,104,5,0,106,14,0,0,0,0,229,469,Fallingbrook Public School
100,WHITBY--OSHAWA,149,U,WHITBY,129,1,0,99,16,0,0,0,0,245,481,Fallingbrook Public School
100,WHITBY--OSHAWA,150,U,WHITBY,111,6,0,70,20,1,0,0,0,208,440,Fallingbrook Public School
100,WHITBY--OSHAWA,151,U,WHITBY,97,2,0,95,23,0,0,0,0,217,445,Fallingbrook Public School
100,WHITBY--OSHAWA,152,U,WHITBY,118,3,1,92,14,0,0,0,0,228,447,Glen Dhu Public School
100,WHITBY--OSHAWA,153,U,WHITBY,118,6,0,90,24,0,0,0,0,238,439,Glen Dhu Public School
100,WHITBY--OSHAWA,154,U,WHITBY,133,6,0,56,22,0,3,0,0,220,441,Glen Dhu Public School
100,WHITBY--OSHAWA,155,U,WHITBY,95,5,0,69,33,1,0,0,0,203,571,Whitby Civic Centre
100,WHITBY--OSHAWA,156,U,WHITBY,106,10,0,80,22,3,0,0,0,221,494,Ormiston Public School
100,WHITBY--OSHAWA,157,U,WHITBY,108,6,0,76,27,0,1,0,0,218,448,Ormiston Public School
100,WHITBY--OSHAWA,158,U,WHITBY,111,4,0,80,19,1,1,0,0,216,493,Ormiston Public School
100,WHITBY--OSHAWA,159,U,WHITBY,107,0,0,79,29,2,0,0,0,217,462,McKinney Centre
100,WHITBY--OSHAWA,160,U,WHITBY,50,3,0,54,26,0,1,0,0,134,355,Ormiston Public School
100,WHITBY--OSHAWA,161,U,WHITBY,74,6,1,46,36,1,0,0,0,164,458,Ormiston Public School
100,WHITBY--OSHAWA,162,U,WHITBY,120,5,0,74,23,0,0,0,0,222,484,Ormiston Public School
100,WHITBY--OSHAWA,163,U,WHITBY,71,4,0,60,25,0,1,0,0,161,501,Ormiston Public School
100,WHITBY--OSHAWA,164,U,WHITBY,63,7,0,42,31,0,1,0,0,144,426,Whitby Civic Centre
100,WHITBY--OSHAWA,165,U,WHITBY,74,3,0,54,17,0,1,0,0,149,388,Jack Miner Public School
100,WHITBY--OSHAWA,166,U,WHITBY,97,8,1,58,22,0,1,0,0,187,402,Donald A. Wilson Secondary School
100,WHITBY--OSHAWA,167,U,WHITBY,126,4,0,72,19,0,0,0,0,221,476,Donald A. Wilson Secondary School
100,WHITBY--OSHAWA,168,U,WHITBY,113,5,0,82,11,0,0,1,0,212,362,Jack Miner Public School
100,WHITBY--OSHAWA,169,U,WHITBY,95,7,3,68,28,1,0,0,0,202,415,Jack Miner Public School
100,WHITBY--OSHAWA,170,U,WHITBY,92,3,1,67,16,0,0,0,0,179,455,Jack Miner Public School
100,WHITBY--OSHAWA,171,U,WHITBY,133,2,0,70,47,0,0,0,0,252,513,Jack Miner Public School
100,WHITBY--OSHAWA,172,U,WHITBY,77,0,0,64,36,0,0,0,0,177,425,Williamsburg Public School
100,WHITBY--OSHAWA,173,U,WHITBY,78,2,0,46,12,0,1,1,1,141,329,Williamsburg Public School
100,WHITBY--OSHAWA,174,U,WHITBY,76,0,0,68,15,1,0,0,0,160,414,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,175,U,WHITBY,64,1,0,63,26,1,1,0,0,156,397,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,176,U,WHITBY,85,2,1,100,28,1,0,0,0,217,478,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,177,U,WHITBY,86,3,0,64,11,1,0,0,0,165,322,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,178,U,WHITBY,107,2,1,69,18,1,0,0,0,198,428,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,179,U,WHITBY,97,3,1,66,24,1,0,0,0,192,414,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,180,U,WHITBY,69,7,1,75,22,0,0,0,0,174,431,Captain Michael Vandenbos Public School
100,WHITBY--OSHAWA,181,U,WHITBY,61,0,0,68,20,1,2,0,0,152,375,Williamsburg Public School
100,WHITBY--OSHAWA,182,U,WHITBY,48,0,0,50,24,0,0,0,0,122,367,Williamsburg Public School
100,WHITBY--OSHAWA,183,U,WHITBY,71,4,0,76,22,0,1,0,0,174,466,Williamsburg Public School
100,WHITBY--OSHAWA,184,U,WHITBY,70,1,1,73,31,0,0,1,0,177,393,Williamsburg Public School
100,WHITBY--OSHAWA,185,U,WHITBY,84,7,1,27,11,0,0,0,0,130,336,Williamsburg Public School
100,WHITBY--OSHAWA,186,U,BROOKLIN,89,4,0,72,31,0,0,0,0,196,488,Robert Munsch Public School
100,WHITBY--OSHAWA,187,U,BROOKLIN,112,4,2,87,27,1,1,0,0,234,488,Robert Munsch Public School
100,WHITBY--OSHAWA,188,U,BROOKLIN,60,3,1,69,26,0,1,0,0,160,470,Robert Munsch Public School
100,WHITBY--OSHAWA,189,U,BROOKLIN,88,2,1,71,26,2,0,0,0,190,447,Robert Munsch Public School
100,WHITBY--OSHAWA,190,U,WHITBY,75,1,2,65,28,1,0,0,0,172,406,McKinney Centre
100,WHITBY--OSHAWA,191,U,WHITBY,62,3,0,46,25,1,0,0,0,137,374,McKinney Centre
100,WHITBY--OSHAWA,192,U,WHITBY,55,2,0,51,32,1,0,0,0,141,406,McKinney Centre
100,WHITBY--OSHAWA,193,U,WHITBY,77,11,0,71,25,1,0,0,0,185,505,McKinney Centre
100,WHITBY--OSHAWA,194,U,WHITBY,86,4,0,37,12,3,0,1,0,143,420,McKinney Centre
100,WHITBY--OSHAWA,195,U,OSHAWA,36,0,1,32,15,0,0,0,0,84,242,The Oshawa Shrine Club
100,WHITBY--OSHAWA,196,U,OSHAWA,77,2,1,53,52,0,0,0,0,185,426,The Oshawa Shrine Club
100,WHITBY--OSHAWA,197,U,OSHAWA,97,3,0,72,37,0,0,0,0,209,429,The Oshawa Shrine Club
100,WHITBY--OSHAWA,198,U,OSHAWA,94,7,0,41,40,2,0,0,0,184,503,The Oshawa Shrine Club
100,WHITBY--OSHAWA,199,U,OSHAWA,71,4,0,32,35,0,2,0,0,144,388,The Oshawa Shrine Club
100,WHITBY--OSHAWA,200,U,OSHAWA,.......................COMBINED WITH POLL 201.......................,,,,,,,,,,,The Oshawa Shrine Club
100,WHITBY--OSHAWA,201,U,BROOKLIN,91,14,0,60,35,2,0,0,0,202,719,Winchester Public School
100,WHITBY--OSHAWA,202,U,BROOKLIN,83,7,0,49,37,0,1,0,0,177,486,Brooklin Community Centre
100,WHITBY--OSHAWA,203,U,BROOKLIN,112,5,0,63,16,0,0,0,0,196,472,Winchester Public School
100,WHITBY--OSHAWA,204,U,BROOKLIN,100,7,0,61,19,0,0,0,2,189,396,Winchester Public School
100,WHITBY--OSHAWA,205,U,BROOKLIN,79,3,0,80,18,0,0,0,0,180,487,Blair Ridge Public School
100,WHITBY--OSHAWA,206,U,BROOKLIN,65,2,1,51,12,0,0,0,0,131,325,Blair Ridge Public School
100,WHITBY--OSHAWA,207,U,BROOKLIN,99,4,1,62,26,2,0,0,0,194,426,Blair Ridge Public School
100,WHITBY--OSHAWA,208,U,BROOKLIN,109,2,0,71,26,1,0,0,0,209,403,Blair Ridge Public School
100,WHITBY--OSHAWA,209,U,BROOKLIN,83,5,1,63,25,2,0,0,0,179,381,Blair Ridge Public School
100,WHITBY--OSHAWA,210,U,BROOKLIN,74,7,0,58,29,0,0,0,0,168,432,Blair Ridge Public School
100,WHITBY--OSHAWA,211,U,BROOKLIN,63,6,1,38,22,1,0,1,0,132,319,Brooklin Village Public School
100,WHITBY--OSHAWA,212,U,BROOKLIN,127,3,0,72,30,1,0,0,0,233,482,Brooklin Village Public School
100,WHITBY--OSHAWA,213,U,BROOKLIN,103,5,0,82,23,0,1,0,0,214,439,St. Leo the Great Catholic Church
100,WHITBY--OSHAWA,214,U,BROOKLIN,76,0,0,85,13,1,0,0,0,175,412,Winchester Public School
100,WHITBY--OSHAWA,215,U,BROOKLIN,134,3,0,109,15,0,0,0,0,261,533,St. Leo the Great Catholic Church
100,WHITBY--OSHAWA,216,U,BROOKLIN,134,3,0,71,11,0,0,0,0,219,454,St. Leo the Great Catholic Church
100,WHITBY--OSHAWA,217,U,BROOKLIN,123,2,0,74,11,2,0,0,0,212,401,Brooklin Village Public School
100,WHITBY--OSHAWA,218,U,BROOKLIN,162,2,3,74,30,0,0,0,0,271,615,Brooklin Community Centre
100,WHITBY--OSHAWA,219,U,BROOKLIN,99,2,9,49,23,1,0,0,0,183,408,Brooklin Community Centre
100,WHITBY--OSHAWA,220,U,BROOKLIN,89,2,0,81,16,1,0,0,0,189,455,Brooklin Community Centre
100,WHITBY--OSHAWA,221,U,BROOKLIN,101,3,0,56,18,1,0,0,0,179,404,Brooklin Community Centre
100,WHITBY--OSHAWA,222,U,BROOKLIN,76,2,0,31,7,0,1,0,0,117,365,Brooklin Community Centre
100,WHITBY--OSHAWA,223,U,BROOKLIN,118,5,0,40,22,0,0,1,0,186,417,St. Bridget Catholic School
100,WHITBY--OSHAWA,224,U,BROOKLIN,122,3,1,59,31,2,0,0,0,218,466,St. Bridget Catholic School
100,WHITBY--OSHAWA,225A,U,BROOKLIN,69,5,0,62,9,0,0,0,0,145,435,St. Bridget Catholic School
100,WHITBY--OSHAWA,225B,U,BROOKLIN,65,6,0,48,20,0,1,0,0,140,418,St. Bridget Catholic School
100,WHITBY--OSHAWA,226,U,BROOKLIN,77,7,0,57,18,1,0,0,0,160,370,St. Bridget Catholic School
100,WHITBY--OSHAWA,227,U,BROOKLIN,90,1,0,37,10,0,0,0,0,138,318,St. Bridget Catholic School
100,WHITBY--OSHAWA,228,U,BROOKLIN,86,7,0,43,10,0,0,0,0,146,396,St. Bridget Catholic School
100,WHITBY--OSHAWA,229,U,BROOKLIN,98,4,0,19,13,1,0,0,0,135,342,Brooklin Village Public School
100,WHITBY--OSHAWA,230,U,BROOKLIN,82,6,0,25,21,0,0,0,0,134,338,Brooklin Village Public School
