"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRIDLAND","FORSTER","HAMILTON","MERCIER","URSINI","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"098","WELLAND","125","U","WELLAND","2","96","2","22","52","1","0","0","175","352","Croatian National Home"
"098","WELLAND","126","U","WELLAND","1","50","0","14","19","0","0","0","84","300","St. Andrews Presbyterian Church"
"098","WELLAND","127","U","WELLAND","7","133","1","44","52","3","0","0","240","473","Croatian National Home"
"098","WELLAND","128","U","WELLAND","7","140","4","28","47","1","0","0","227","434","Croatian National Home"
"098","WELLAND","129","U","WELLAND","7","59","1","20","28","0","0","0","115","295","Ukrainian Cultural Centre"
"098","WELLAND","130","U","WELLAND","4","103","4","28","60","3","0","0","202","455","Ukrainian Cultural Centre"
"098","WELLAND","131","U","WELLAND","9","94","3","36","49","0","1","0","192","442","Ukrainian Cultural Centre"
"098","WELLAND","132","U","WELLAND","5","87","5","22","24","3","1","0","147","409","Ukrainian Cultural Centre"
"098","WELLAND","133","U","WELLAND","4","65","1","23","30","0","0","0","123","328","Royal Canadian Legion Branch 4"
"098","WELLAND","134","U","WELLAND","1","78","1","11","16","0","0","0","107","403","Royal Canadian Legion Branch 4"
"098","WELLAND","135","U","WELLAND","2","91","1","21","34","0","1","0","150","307","St. Marys Catholic School"
"098","WELLAND","136","U","WELLAND","7","127","0","20","16","0","0","0","170","385","Royal Canadian Legion Branch 4"
"098","WELLAND","137","U","WELLAND","3","64","1","24","42","0","0","0","134","266","Royal Canadian Legion Branch 4"
"098","WELLAND","138","U","WELLAND","1","60","5","46","44","2","1","0","159","299","Royal Canadian Legion Branch 4"
"098","WELLAND","139","U","WELLAND","2","89","2","62","37","0","0","0","192","398","École Confederation"
"098","WELLAND","140","U","WELLAND","5","69","5","46","46","1","0","0","172","402","Royal Canadian Legion Branch 4"
"098","WELLAND","141","U","WELLAND","8","124","1","38","35","2","0","0","208","518","Royal Canadian Legion Branch 4"
"098","WELLAND","142","U","WELLAND","2","113","1","20","32","0","0","0","168","406","St. Marys Catholic School"
"098","WELLAND","143","U","WELLAND","1","67","2","27","25","0","1","0","123","331","St. Marys Catholic School"
"098","WELLAND","144","U","WELLAND","2","94","3","18","26","1","0","0","144","498","Holy Trinity Hall"
"098","WELLAND","145","U","WELLAND","2","111","1","27","16","1","0","0","158","494","Holy Trinity Hall"
"098","WELLAND","146","U","WELLAND","6","138","2","51","36","0","0","0","233","618","École Confederation"
"098","WELLAND","147","U","WELLAND","1","66","2","62","41","0","0","0","172","314","École Confederation"
"098","WELLAND","148","U","WELLAND","1","87","5","49","49","3","0","0","194","417","École Confederation"
"098","WELLAND","149","U","WELLAND","4","75","3","30","35","1","0","0","148","354","École Confederation"
"098","WELLAND","150","U","WELLAND","4","63","3","21","27","1","0","0","119","356","École Confederation"
"098","WELLAND","151","U","WELLAND","2","90","4","25","32","0","0","0","153","435","École Confederation"
"098","WELLAND","152","U","WELLAND","6","64","1","28","27","1","0","0","127","410","Adolescent's Family Secondary School"
"098","WELLAND","153","U","WELLAND","2","70","0","24","16","1","1","0","114","327","Adolescent's Family Secondary School"
"098","WELLAND","154","U","WELLAND","6","138","1","26","38","1","1","0","211","536","Holy Trinity Hall"
"098","WELLAND","155","U","WELLAND","11","83","3","11","40","0","0","0","148","339","Holy Trinity Hall"
"098","WELLAND","156","U","WELLAND","3","112","0","21","44","2","1","0","183","592","Welland Lions Community Centre"
"098","WELLAND","157","U","WELLAND","3","74","3","12","31","1","0","0","124","354","Welland Lions Community Centre"
"098","WELLAND","158","U","WELLAND","3","23","1","56","59","0","0","0","142","296","Welland Lions Community Centre"
"098","WELLAND","159","U","WELLAND","3","69","1","27","67","2","0","0","169","335","Crowland Central School"
"098","WELLAND","160","U","WELLAND","4","100","0","50","83","0","1","0","238","429","Crowland Central School"
"098","WELLAND","161","U","WELLAND","5","107","0","36","61","0","0","0","209","446","Crowland Central School"
"098","WELLAND","162","U","WELLAND","1","88","0","38","35","0","0","0","162","352","Ukrainian Cultural Centre"
"098","WELLAND","163","U","WELLAND","4","43","0","18","27","0","0","0","92","198","Croatian National Home"
"098","WELLAND","164","U","WELLAND","4","85","2","15","46","1","0","0","153","365","Ukrainian Cultural Centre"
"098","WELLAND","165","U","WELLAND","3","149","1","37","77","1","0","0","268","549","Ukrainian Cultural Centre"
"098","WELLAND","166","U","PORT COLBORNE","2","82","1","27","73","0","0","0","185","386","Mother Meera Retreat Center"
"098","WELLAND","167","U","SHERKSTON","2","123","5","34","81","0","0","0","245","485","Sherkston Community Centre"
"098","WELLAND","168","U","PORT COLBORNE","5","108","3","53","107","3","0","0","279","520","Mother Meera Retreat Center"
"098","WELLAND","169","U","PORT COLBORNE","3","65","2","18","61","0","0","0","149","320","Community Living Port Colborne - Wainfleet"
"098","WELLAND","170","U","SHERKSTON","7","113","2","56","113","4","0","0","295","565","Sherkston Community Centre"
"098","WELLAND","171","U","PORT COLBORNE","3","83","1","19","53","3","0","0","162","383","Le Centre Polyvalent des Ainees Francophone"
"098","WELLAND","172","U","PORT COLBORNE","4","62","1","21","48","1","2","0","139","334","Christian Life Assembly"
"098","WELLAND","173","U","PORT COLBORNE","..........................NO POLL HELD..........................","","","","","","","","","",""
"098","WELLAND","174","U","PORT COLBORNE","3","60","2","33","56","0","0","0","154","309","Christian Life Assembly"
"098","WELLAND","175","U","PORT COLBORNE","1","50","2","23","60","2","0","0","138","323","Christian Life Assembly"
"098","WELLAND","176","U","PORT COLBORNE","5","74","1","30","85","0","0","0","195","350","Christian Life Assembly"
"098","WELLAND","177","U","PORT COLBORNE","2","62","1","9","42","0","0","0","116","261","Community Living Port Colborne - Wainfleet"
"098","WELLAND","178","U","PORT COLBORNE","0","72","0","19","43","0","0","0","134","349","P. C. Senior Centre"
"098","WELLAND","179","U","PORT COLBORNE","8","80","0","32","70","1","0","1","192","365","Christian Life Assembly"
"098","WELLAND","180","U","PORT COLBORNE","0","84","3","40","55","0","1","0","183","344","Christian Life Assembly"
"098","WELLAND","181","U","PORT COLBORNE","5","59","2","22","50","0","0","0","138","286","Christian Life Assembly"
"098","WELLAND","182","U","PORT COLBORNE","4","104","1","27","60","2","0","0","198","451","P. C. Senior Centre"
"098","WELLAND","183","U","PORT COLBORNE","3","79","3","24","55","0","0","0","164","341","P. C. Senior Centre"
"098","WELLAND","184","U","PORT COLBORNE","8","116","1","48","61","0","0","0","234","551","P. C. Senior Centre"
"098","WELLAND","185","U","PORT COLBORNE","6","62","3","19","43","1","0","0","134","357","P. C. Senior Centre"
"098","WELLAND","186","U","PORT COLBORNE","3","95","3","24","55","3","0","0","183","372","Community Living Port Colborne - Wainfleet"
"098","WELLAND","187","U","PORT COLBORNE","5","82","3","17","58","0","0","0","165","352","Community Living Port Colborne - Wainfleet"
"098","WELLAND","188","U","PORT COLBORNE","4","101","0","19","62","1","0","0","187","417","Community Living Port Colborne - Wainfleet"
"098","WELLAND","189","U","PORT COLBORNE","6","90","2","23","42","2","0","0","165","407","Community Living Port Colborne - Wainfleet"
"098","WELLAND","190","U","PORT COLBORNE","5","81","2","23","23","0","0","0","134","332","Le Centre Polyvalent des Ainees Francophone"
"098","WELLAND","191","U","PORT COLBORNE","2","94","3","29","42","3","0","0","173","405","Central United Church"
"098","WELLAND","192","U","PORT COLBORNE","5","62","0","31","94","3","1","0","196","314","Gilead Manor"
"098","WELLAND","193","U","PORT COLBORNE","2","74","1","65","88","1","0","0","231","408","Port Colborne Baptist Church"
"098","WELLAND","194","U","PORT COLBORNE","2","72","1","35","62","0","0","0","172","331","Port Colborne Baptist Church"
"098","WELLAND","195","U","PORT COLBORNE","1","93","1","50","92","0","0","0","237","431","Port Colborne Baptist Church"
"098","WELLAND","196","U","PORT COLBORNE","8","90","1","38","47","0","0","0","184","379","First Presbyterian Church"
"098","WELLAND","197","U","PORT COLBORNE","7","108","1","34","74","1","0","0","225","470","First Presbyterian Church"
"098","WELLAND","198","U","PORT COLBORNE","6","79","2","25","35","0","2","0","149","423","First Presbyterian Church"
"098","WELLAND","199","U","PORT COLBORNE","4","114","1","11","20","1","0","0","151","358","Le Centre Polyvalent des Ainees Francophone"
"098","WELLAND","200","U","PORT COLBORNE","2","76","1","41","56","3","0","0","179","404","First Presbyterian Church"
"098","WELLAND","201","U","PORT COLBORNE","5","72","3","48","100","0","0","0","228","469","Port Colborne Baptist Church"
"098","WELLAND","202","U","PORT COLBORNE","4","61","1","37","81","0","0","0","184","354","Port Colborne Baptist Church"
"098","WELLAND","203","U","PORT COLBORNE","7","59","0","32","62","0","0","0","160","322","P. C. Brethren In Christ Church"
"098","WELLAND","204","U","PORT COLBORNE","2","29","0","10","33","0","0","0","74","129","P. C. Brethren In Christ Church"
"098","WELLAND","205","U","PORT COLBORNE","1","28","0","10","33","0","0","0","72","123","P. C. Brethren In Christ Church"
"098","WELLAND","206","U","PORT COLBORNE","4","61","0","15","75","0","0","0","155","283","P. C. Brethren In Christ Church"
"098","WELLAND","207","U","PORT COLBORNE","0","14","1","4","25","0","0","0","44","92","P. C. Brethren In Christ Church"
"098","WELLAND","208","U","WAINFLEET","5","68","0","20","79","1","0","0","173","336","Wainfleet Lions Hall"
"098","WELLAND","209","U","WAINFLEET","2","38","0","12","55","0","0","0","107","234","Wainfleet Lions Hall"
"098","WELLAND","210","U","WAINFLEET","2","25","0","12","31","0","0","0","70","140","Wainfleet Lions Hall"
"098","WELLAND","211","U","WAINFLEET","3","51","0","11","91","2","0","0","158","290","Winger Church of Christ Disciples"
"098","WELLAND","212","U","WAINFLEET","0","33","1","14","67","2","0","0","117","252","Winger Church of Christ Disciples"
"098","WELLAND","213","U","WAINFLEET","7","40","5","18","86","0","0","0","156","383","Wainfleet Arena"
"098","WELLAND","214","U","WAINFLEET","0","20","0","7","31","2","0","0","60","130","Wainfleet Arena"
"098","WELLAND","215","U","WAINFLEET","4","51","0","28","71","0","0","0","154","367","Wainfleet Arena"
"098","WELLAND","216","U","WAINFLEET","3","34","1","14","73","0","0","0","125","228","Wainfleet Arena"
"098","WELLAND","217","U","WAINFLEET","3","55","1","22","130","0","0","0","211","410","Winger Church of Christ Disciples"
"098","WELLAND","218","U","WAINFLEET","5","31","1","9","104","1","0","0","151","271","Winger Church of Christ Disciples"
"098","WELLAND","219","U","WAINFLEET","6","36","2","18","120","1","0","0","183","319","Riverside Christian Reform Church"
"098","WELLAND","220","U","WAINFLEET","3","30","1","21","118","3","0","0","176","286","Riverside Christian Reform Church"
"098","WELLAND","400","U","ST CATHARINES","4","46","5","16","34","0","0","0","105","240","Tremont Apartment(s)"
"098","WELLAND","401","U","WELLAND","4","72","4","35","47","1","0","0","163","287","Prince Court Apartment(s)"
"098","WELLAND","402","U","WELLAND","5","63","3","11","23","0","0","0","105","260","Parkway Village Towers - 1"
"098","WELLAND","403","U","WELLAND","1","69","1","11","35","1","0","0","118","275","Parkway Village Towers - 2"
"098","WELLAND","700","U","ST CATHARINES","2","10","0","9","4","0","0","0","25","90","West Park Health Centre"
"098","WELLAND","701","U","ST CATHARINES","1","16","5","2","11","0","0","0","35","154","Extendicare"
"098","WELLAND","702","U","WELLAND","1","24","0","23","12","2","1","0","63","96","Plymouth Cordage Retirement Home"
"098","WELLAND","703","U","THOROLD","3","13","4","9","10","0","0","0","39","66","Cobblestone Garden Residence"
"098","WELLAND","704","U","WELLAND","2","23","0","22","22","0","0","0","69","98","Wesley- Robins Retirement Village"
"098","WELLAND","705","U","WELLAND","1","24","4","23","20","1","0","0","73","99","Seasons First Avenue"
"098","WELLAND","706","U","WELLAND","0","22","1","6","12","1","0","1","43","60","St. Charles Village"
"098","WELLAND","707","U","WELLAND","0","33","2","11","11","0","1","0","58","168","Nhs - Extended Care"
"098","WELLAND","708","U","WELLAND","0","8","2","4","2","1","0","0","17","123","D.H. Rapelje Lodge"
"098","WELLAND","709","U","WELLAND","0","16","0","27","0","1","0","0","44","53","Richelieu Residence"
"098","WELLAND","710","U","PORT COLBORNE","1","26","4","16","42","3","1","0","93","170","Portal Village Retirement Home"
"098","WELLAND","711","U","PORT COLBORNE","0","9","2","9","9","1","0","0","30","149","Northland Pointe"
"098","WELLAND","712","U","WELLAND","1","17","2","23","6","0","1","0","50","83","Foyer Richelieu"
"098","WELLAND","713","U","WELLAND","..........................NO POLL HELD..........................","","","","","","","","","",""
"098","WELLAND","ADV001","U","WELLAND","27","462","7","223","285","2","0","0","1006","0","Returning Office / Bureau du directeur du scrutin"
"098","WELLAND","ADV002","U","WELLAND","10","265","8","109","134","6","0","0","532","0","Special Ballot Voting / Vote par bulletin spécial"
"098","WELLAND","ADV003","U","ST CATHARINES","5","170","6","113","252","0","0","1","547","0","Club Roma"
"098","WELLAND","ADV004","U","THOROLD","9","161","2","73","127","1","0","0","373","0","Club Capri"
"098","WELLAND","ADV005","U","WELLAND","36","824","16","319","701","4","0","1","1901","0","Thor/Rice Plaza - Corner Unit"
"098","WELLAND","ADV006","U","PORT COLBORNE","3","221","6","80","217","2","1","0","530","0","Christian Life Assembly"
"098","WELLAND","ADV007","U","WAINFLEET","1","79","2","26","175","0","0","0","283","0","Wainfleet Arena"
"098","WELLAND","ADV008","U","ST CATHARINES","1","25","1","11","10","2","0","0","50","0","Brock University - Student Alumni Building"
"098","WELLAND","ADV009","U","THOROLD","10","281","5","83","194","0","0","0","573","0","Nick Basciano Community Centre"
"098","WELLAND","ADV010","U","PORT COLBORNE","7","318","4","137","207","1","0","0","674","0","Guild Hall"
"TOTALS:","","","","","1005","19527","505","8638","14048","200","36","12","43971","85141",""
