"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BOELLING","HAITAS","JACZEK","LU","WASSEF","WHITFELD","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"059","OAK RIDGES--MARKHAM","020","U","NOBLETON","1","5","79","0","60","24","1","1","0","171","396","Nobleton Community Recreation Centre"
"059","OAK RIDGES--MARKHAM","021","U","NOBLETON","4","5","68","0","62","31","2","0","2","174","369","Nobleton Community Recreation Centre"
"059","OAK RIDGES--MARKHAM","022","U","NOBLETON","3","2","86","0","87","18","1","0","0","197","513","Nobleton Community Recreation Centre"
"059","OAK RIDGES--MARKHAM","023","U","NOBLETON","1","7","60","2","51","4","0","0","0","125","365","Nobleton Community Recreation Centre"
"059","OAK RIDGES--MARKHAM","024","U","KING CITY","1","6","56","0","81","13","0","0","0","157","395","King City Community Centre"
"059","OAK RIDGES--MARKHAM","025","U","KING CITY","0","6","71","0","77","10","2","0","0","166","398","King City Community Centre"
"059","OAK RIDGES--MARKHAM","026","U","KING CITY","1","4","96","0","88","21","0","0","0","210","450","King City Community Centre"
"059","OAK RIDGES--MARKHAM","027","U","KING CITY","0","10","48","1","51","18","1","0","0","129","336","King City Community Centre"
"059","OAK RIDGES--MARKHAM","028","U","KING CITY","1","3","34","0","69","15","0","0","0","122","596","King City Public School"
"059","OAK RIDGES--MARKHAM","029","U","KING CITY","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","030","U","KING CITY","5","9","102","0","99","20","1","0","0","236","494","King City Public School"
"059","OAK RIDGES--MARKHAM","031","U","KING CITY","1","6","72","0","60","18","1","0","0","158","359","King City Public Library"
"059","OAK RIDGES--MARKHAM","032","U","KING CITY","2","7","91","2","76","14","0","0","0","192","438","King City Public Library"
"059","OAK RIDGES--MARKHAM","033","U","KING CITY","2","6","74","1","62","27","1","0","0","173","414","King City Public Library"
"059","OAK RIDGES--MARKHAM","034","U","KING CITY","2","2","44","1","29","10","0","0","0","88","368","King City Public School"
"059","OAK RIDGES--MARKHAM","035","U","KING CITY","3","5","38","0","43","7","0","0","0","96","281","King City Public Library"
"059","OAK RIDGES--MARKHAM","036","U","RICHMOND HILL","6","10","90","2","82","31","1","1","0","223","544","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","037","U","RICHMOND HILL","1","2","96","0","80","16","0","1","0","196","481","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","038","U","RICHMOND HILL","2","11","91","0","82","22","0","0","1","209","471","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","039","U","RICHMOND HILL","4","3","79","0","80","25","0","0","0","191","446","Oak Ridges Public School"
"059","OAK RIDGES--MARKHAM","040","U","RICHMOND HILL","3","12","67","1","79","34","0","3","0","199","444","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","041","U","RICHMOND HILL","5","4","67","1","64","22","0","0","0","163","420","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","042","U","RICHMOND HILL","1","6","71","0","60","15","0","2","0","155","408","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","043","U","RICHMOND HILL","3","10","68","0","47","24","2","0","0","154","362","Our Lady of Hope Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","044","U","RICHMOND HILL","3","3","35","1","23","12","0","0","0","77","292","Oak Ridges Public School"
"059","OAK RIDGES--MARKHAM","045","U","RICHMOND HILL","2","4","60","2","61","20","0","0","0","149","382","Oak Ridges Public School"
"059","OAK RIDGES--MARKHAM","046","U","RICHMOND HILL","7","9","68","1","58","14","3","0","0","160","413","Oak Ridges Public School"
"059","OAK RIDGES--MARKHAM","047","U","RICHMOND HILL","2","2","70","1","43","13","0","0","0","131","359","Oak Ridges Public School"
"059","OAK RIDGES--MARKHAM","048","U","RICHMOND HILL","1","8","49","0","45","15","3","0","0","121","360","Oak Ridges Public School"
"059","OAK RIDGES--MARKHAM","049","U","RICHMOND HILL","6","6","59","0","40","21","1","0","0","133","421","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","050","U","RICHMOND HILL","4","1","67","0","31","20","0","3","0","126","430","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","051","U","RICHMOND HILL","2","6","74","2","81","26","0","0","0","191","519","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","052","U","RICHMOND HILL","2","4","54","1","39","25","0","0","0","125","339","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","053","U","RICHMOND HILL","3","2","57","0","32","34","0","0","0","128","363","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","054","U","RICHMOND HILL","5","4","75","1","64","11","1","0","1","162","428","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","055","U","RICHMOND HILL","0","1","64","1","27","19","1","0","0","113","477","Father Frederick McGinn Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","056","U","RICHMOND HILL","3","6","61","0","64","19","0","0","0","153","493","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","057","U","RICHMOND HILL","7","6","89","2","79","33","2","0","0","218","574","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","058A","U","RICHMOND HILL","9","3","47","1","50","23","1","0","0","134","471","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","058B","U","RICHMOND HILL","7","4","71","2","37","18","0","0","0","139","421","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","059","U","RICHMOND HILL","5","2","85","1","62","38","1","1","0","195","485","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","060","U","RICHMOND HILL","2","5","89","3","63","29","1","0","0","192","486","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","061","U","RICHMOND HILL","7","2","70","0","46","15","2","0","0","142","427","MacLeod's Landing Public School"
"059","OAK RIDGES--MARKHAM","062","U","RICHMOND HILL","5","1","81","4","64","27","2","0","0","184","592","St. Marguerite D'Youville Catholic School"
"059","OAK RIDGES--MARKHAM","063","U","RICHMOND HILL","7","2","97","0","32","18","0","0","0","156","495","Moraine Hills Public School"
"059","OAK RIDGES--MARKHAM","064","U","RICHMOND HILL","1","9","46","0","52","23","0","0","0","131","470","Moraine Hills Public School"
"059","OAK RIDGES--MARKHAM","065","U","RICHMOND HILL","3","2","61","0","61","9","0","1","0","137","378","Moraine Hills Public School"
"059","OAK RIDGES--MARKHAM","066","U","RICHMOND HILL","2","4","95","1","78","28","0","1","0","209","563","Moraine Hills Public School"
"059","OAK RIDGES--MARKHAM","067","U","RICHMOND HILL","0","8","88","2","75","16","0","1","0","190","526","St. Marguerite D'Youville Catholic School"
"059","OAK RIDGES--MARKHAM","068","U","RICHMOND HILL","0","1","49","1","58","20","0","0","0","129","481","St. Marguerite D'Youville Catholic School"
"059","OAK RIDGES--MARKHAM","069","U","RICHMOND HILL","7","3","71","0","32","9","0","0","0","122","334","St. Marguerite D'Youville Catholic School"
"059","OAK RIDGES--MARKHAM","070","U","RICHMOND HILL","2","1","85","3","52","18","0","1","0","162","462","St. Marguerite D'Youville Catholic School"
"059","OAK RIDGES--MARKHAM","071","U","RICHMOND HILL","5","8","61","1","47","22","0","0","0","144","487","Richmond Hill High School"
"059","OAK RIDGES--MARKHAM","072","U","RICHMOND HILL","3","0","31","1","14","9","0","0","0","58","243","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","073","U","RICHMOND HILL","1","1","62","0","33","19","0","0","0","116","325","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","074","U","RICHMOND HILL","7","3","48","1","41","17","2","0","1","120","411","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","075","U","RICHMOND HILL","3","4","56","0","57","30","0","0","0","150","493","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","076","U","RICHMOND HILL","6","5","66","2","47","14","1","0","0","141","421","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","077","U","RICHMOND HILL","5","6","91","6","44","24","1","0","0","177","443","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","078","U","RICHMOND HILL","4","3","70","0","59","22","1","0","0","159","440","H.G. Bernard Public School"
"059","OAK RIDGES--MARKHAM","079","U","RICHMOND HILL","3","2","73","1","58","21","1","0","0","159","442","Richmond Hill High School"
"059","OAK RIDGES--MARKHAM","080","U","RICHMOND HILL","4","6","69","1","68","24","1","0","0","173","520","Richmond Hill High School"
"059","OAK RIDGES--MARKHAM","081","U","RICHMOND HILL","3","2","68","1","46","14","0","0","0","134","418","Richmond Hill High School"
"059","OAK RIDGES--MARKHAM","082","U","RICHMOND HILL","2","5","68","0","37","14","0","1","0","127","440","Richmond Hill High School"
"059","OAK RIDGES--MARKHAM","083","U","RICHMOND HILL","4","3","90","2","48","27","0","0","0","174","548","Richmond Hill High School"
"059","OAK RIDGES--MARKHAM","084","U","RICHMOND HILL","2","2","81","1","39","16","0","0","0","141","435","Tom Graham Arena Complex"
"059","OAK RIDGES--MARKHAM","085","U","RICHMOND HILL","4","1","85","2","50","20","0","0","0","162","551","Tom Graham Arena Complex"
"059","OAK RIDGES--MARKHAM","086","U","RICHMOND HILL","1","5","72","2","69","17","0","2","0","168","579","Tom Graham Arena Complex"
"059","OAK RIDGES--MARKHAM","087","U","RICHMOND HILL","1","5","61","3","51","33","0","1","0","155","519","Tom Graham Arena Complex"
"059","OAK RIDGES--MARKHAM","088","U","RICHMOND HILL","2","2","55","2","84","4","1","0","0","150","525","Tom Graham Arena Complex"
"059","OAK RIDGES--MARKHAM","089","U","RICHMOND HILL","2","2","90","2","47","5","0","0","0","148","468","Holy Trinity School"
"059","OAK RIDGES--MARKHAM","090","U","RICHMOND HILL","1","2","55","3","52","12","0","0","0","125","430","Holy Trinity School"
"059","OAK RIDGES--MARKHAM","091","U","RICHMOND HILL","0","0","47","6","32","15","2","0","0","102","512","Holy Trinity School"
"059","OAK RIDGES--MARKHAM","092","U","RICHMOND HILL","2","2","59","0","47","11","0","0","0","121","407","Holy Trinity School"
"059","OAK RIDGES--MARKHAM","093","U","RICHMOND HILL","4","3","51","1","46","11","0","0","0","116","366","Holy Trinity School"
"059","OAK RIDGES--MARKHAM","094","U","RICHMOND HILL","1","3","43","1","41","12","3","0","0","104","342","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","095","U","RICHMOND HILL","4","8","88","0","87","33","1","0","0","221","761","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","096","U","RICHMOND HILL","1","5","72","5","37","26","0","0","0","146","449","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","097","U","RICHMOND HILL","3","7","59","1","61","16","0","0","0","147","460","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","098","U","RICHMOND HILL","1","5","56","0","39","24","0","0","0","125","412","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","099","U","RICHMOND HILL","2","3","41","0","39","17","0","0","0","102","349","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","100","U","RICHMOND HILL","2","5","56","1","41","20","0","0","0","125","378","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","101","U","RICHMOND HILL","5","9","89","3","70","25","0","0","0","201","366","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","102","U","RICHMOND HILL","1","10","66","1","64","32","1","2","1","178","562","Our Lady of Annunciation C.Elementary School"
"059","OAK RIDGES--MARKHAM","103","U","RICHMOND HILL","1","5","98","0","80","20","3","0","0","207","452","Our Lady of Annunciation C.Elementary School"
"059","OAK RIDGES--MARKHAM","104","U","RICHMOND HILL","5","8","102","3","70","24","0","0","1","213","494","Our Lady of Annunciation C.Elementary School"
"059","OAK RIDGES--MARKHAM","105","U","RICHMOND HILL","1","4","58","1","72","20","0","0","0","156","364","Our Lady of Annunciation C.Elementary School"
"059","OAK RIDGES--MARKHAM","106","U","RICHMOND HILL","1","4","71","0","54","30","0","0","0","160","416","Our Lady of Annunciation C.Elementary School"
"059","OAK RIDGES--MARKHAM","107","U","RICHMOND HILL","1","3","98","1","61","16","0","0","0","180","479","Lake Wilcox Public School"
"059","OAK RIDGES--MARKHAM","108","U","RICHMOND HILL","1","8","67","1","42","18","0","0","0","137","395","Lake Wilcox Public School"
"059","OAK RIDGES--MARKHAM","109","U","RICHMOND HILL","5","4","43","0","63","17","0","0","0","132","401","Lake Wilcox Public School"
"059","OAK RIDGES--MARKHAM","110","U","RICHMOND HILL","3","3","70","0","61","25","0","0","0","162","514","Lake Wilcox Public School"
"059","OAK RIDGES--MARKHAM","111","U","RICHMOND HILL","3","4","44","1","43","25","0","0","0","120","340","Lake Wilcox Public School"
"059","OAK RIDGES--MARKHAM","112","U","STOUFFVILLE","3","2","43","0","37","9","1","0","0","95","261","Emmanuel International"
"059","OAK RIDGES--MARKHAM","113","U","STOUFFVILLE","2","7","78","1","89","25","1","0","0","203","558","Whitchurch Highlands Public School"
"059","OAK RIDGES--MARKHAM","114","U","STOUFFVILLE","0","4","50","0","58","10","0","0","0","122","292","Whitchurch Highlands Public School"
"059","OAK RIDGES--MARKHAM","115","U","STOUFFVILLE","2","6","80","0","109","27","1","0","0","225","572","Whitchurch Highlands Public School"
"059","OAK RIDGES--MARKHAM","116","U","STOUFFVILLE","0","5","40","0","75","14","1","0","0","135","348","Whitchurch Highlands Public School"
"059","OAK RIDGES--MARKHAM","117","U","STOUFFVILLE","3","11","104","2","138","28","0","1","2","289","704","Ontario SPCA"
"059","OAK RIDGES--MARKHAM","118","U","STOUFFVILLE","2","6","87","1","134","20","1","0","1","252","572","Ballantrae Community Centre"
"059","OAK RIDGES--MARKHAM","119","U","STOUFFVILLE","2","8","195","4","291","46","0","0","0","546","993","Ballantrae Community Centre"
"059","OAK RIDGES--MARKHAM","120","U","STOUFFVILLE",".......................COMBINED WITH POLL 119.......................","","","","","","","","","","","Ballantrae Golf and Country Club Rec Centr"
"059","OAK RIDGES--MARKHAM","121","U","STOUFFVILLE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","122","U","STOUFFVILLE","4","2","125","0","139","18","3","0","0","291","469","Ballantrae Golf and Country Club Rec Centr"
"059","OAK RIDGES--MARKHAM","123","U","STOUFFVILLE","2","3","130","0","112","10","0","0","0","257","465","Ballantrae Golf and Country Club Rec Centr"
"059","OAK RIDGES--MARKHAM","124","U","STOUFFVILLE","1","4","62","0","87","11","0","0","0","165","386","Ballantrae Community Centre"
"059","OAK RIDGES--MARKHAM","125","U","STOUFFVILLE","2","4","93","2","159","24","1","0","0","285","718","Ballantrae Community Centre"
"059","OAK RIDGES--MARKHAM","126","U","STOUFFVILLE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","127","U","STOUFFVILLE","4","16","122","1","152","47","0","0","0","342","912","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","128","U","STOUFFVILLE",".......................COMBINED WITH POLL 127.......................","","","","","","","","","","","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","129","U","STOUFFVILLE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","130","U","STOUFFVILLE","1","5","62","1","77","24","2","0","0","172","539","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","131","U","STOUFFVILLE","4","8","61","2","77","30","1","0","0","183","488","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","132","U","STOUFFVILLE","1","1","52","0","100","22","0","0","0","176","471","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","133","U","STOUFFVILLE","1","15","56","2","107","16","1","0","0","198","472","Emmanuel International"
"059","OAK RIDGES--MARKHAM","134A","U","STOUFFVILLE","0","6","59","0","60","20","0","0","0","145","373","Glad Park Public School"
"059","OAK RIDGES--MARKHAM","134B","U","STOUFFVILLE","1","4","53","2","63","30","0","0","1","154","410","Glad Park Public School"
"059","OAK RIDGES--MARKHAM","135","U","STOUFFVILLE","3","5","131","0","108","41","0","0","0","288","719","Glad Park Public School"
"059","OAK RIDGES--MARKHAM","136","U","STOUFFVILLE","4","15","278","1","257","96","0","1","0","652","1424","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","137","U","STOUFFVILLE",".......................COMBINED WITH POLL 136.......................","","","","","","","","","","","Harry Bowes Public School"
"059","OAK RIDGES--MARKHAM","138","U","STOUFFVILLE","0","10","99","0","122","33","1","1","0","266","551","St. Brigid Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","139","U","STOUFFVILLE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","140","U","STOUFFVILLE","1","8","69","2","103","30","0","0","0","213","455","St. Brigid Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","141","U","STOUFFVILLE","2","4","64","2","83","18","0","0","0","173","437","Latcham Hall In the Park"
"059","OAK RIDGES--MARKHAM","142","U","STOUFFVILLE","2","7","95","0","105","32","2","0","0","243","446","St. Brigid Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","143","U","STOUFFVILLE","1","2","78","2","91","26","1","0","0","201","415","Harry Bowes Public School"
"059","OAK RIDGES--MARKHAM","144","U","STOUFFVILLE","2","1","54","0","60","21","0","0","0","138","326","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","145","U","STOUFFVILLE","0","4","66","0","62","19","0","1","0","152","371","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","146","U","STOUFFVILLE","0","6","69","0","76","20","0","0","0","171","363","Glad Park Public School"
"059","OAK RIDGES--MARKHAM","147","U","STOUFFVILLE","2","6","57","2","70","32","1","0","0","170","463","Glad Park Public School"
"059","OAK RIDGES--MARKHAM","148","U","STOUFFVILLE","1","8","69","0","98","19","1","0","0","196","451","Emmanuel International"
"059","OAK RIDGES--MARKHAM","149","U","STOUFFVILLE","5","5","120","3","70","40","0","2","0","245","684","Stouffville District Secondary School"
"059","OAK RIDGES--MARKHAM","150","U","STOUFFVILLE","2","5","67","1","50","19","0","0","0","144","350","Stouffville District Secondary School"
"059","OAK RIDGES--MARKHAM","151","U","STOUFFVILLE","5","5","124","2","64","33","0","0","0","233","598","Stouffville District Secondary School"
"059","OAK RIDGES--MARKHAM","152","U","STOUFFVILLE","0","2","51","2","40","31","0","1","0","127","365","Stouffville District Secondary School"
"059","OAK RIDGES--MARKHAM","153","U","STOUFFVILLE","4","11","117","0","100","26","0","0","0","258","707","Stouffville District Secondary School"
"059","OAK RIDGES--MARKHAM","154","U","STOUFFVILLE","3","4","76","0","95","28","0","1","0","207","433","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","155A","U","STOUFFVILLE","5","7","73","1","47","21","0","2","0","156","447","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","155B","U","STOUFFVILLE","4","7","88","0","65","36","0","0","0","200","467","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","156A","U","STOUFFVILLE","1","4","82","1","45","24","1","0","0","158","445","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","156B","U","STOUFFVILLE","2","1","87","0","35","26","0","0","0","151","389","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","157","U","STOUFFVILLE","2","6","92","0","107","25","1","0","0","233","482","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","158","U","STOUFFVILLE","2","8","86","0","88","40","2","1","0","227","525","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","159","U","STOUFFVILLE","3","2","71","3","107","24","1","0","0","211","355","Eastern Gate Retirement Community Centre"
"059","OAK RIDGES--MARKHAM","160","U","STOUFFVILLE","1","4","72","1","85","19","0","0","0","182","360","Eastern Gate Retirement Community Centre"
"059","OAK RIDGES--MARKHAM","161","U","STOUFFVILLE","5","5","65","1","103","23","0","0","0","202","452","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","162","U","STOUFFVILLE","3","3","108","4","84","42","1","1","1","247","649","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","163","U","STOUFFVILLE","3","5","66","1","65","26","0","0","1","167","415","Lebovic Leisure Centre"
"059","OAK RIDGES--MARKHAM","164A","U","STOUFFVILLE","3","2","49","0","33","19","1","0","0","107","411","Eastern Gate Retirement Community Centre"
"059","OAK RIDGES--MARKHAM","164B","U","STOUFFVILLE","2","3","54","0","39","21","2","0","0","121","392","Eastern Gate Retirement Community Centre"
"059","OAK RIDGES--MARKHAM","165","U","MARKHAM",".......................COMBINED WITH POLL 166.......................","","","","","","","","","","","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","166","U","MARKHAM","5","10","127","4","102","43","0","20","0","311","764","Markham Missionary Church"
"059","OAK RIDGES--MARKHAM","167","U","MARKHAM","3","3","55","0","47","18","0","0","0","126","326","Markham Missionary Church"
"059","OAK RIDGES--MARKHAM","168A","U","MARKHAM","1","2","60","1","81","17","0","0","0","162","446","Victoria Square Community Centre"
"059","OAK RIDGES--MARKHAM","168B","U","MARKHAM","2","3","43","5","75","21","0","1","0","150","377","Victoria Square Community Centre"
"059","OAK RIDGES--MARKHAM","169A","U","MARKHAM","4","3","48","3","57","28","0","1","0","144","499","Victoria Square Community Centre"
"059","OAK RIDGES--MARKHAM","169B","U","MARKHAM","2","0","43","2","47","23","0","0","0","117","403","Victoria Square Community Centre"
"059","OAK RIDGES--MARKHAM","170","U","MARKHAM","1","2","52","6","80","21","0","0","0","162","524","Victoria Square Community Centre"
"059","OAK RIDGES--MARKHAM","171","U","MARKHAM","0","4","37","1","55","10","0","2","0","109","336","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","172","U","MARKHAM","0","4","71","0","74","21","0","2","0","172","544","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","173","U","MARKHAM","6","2","75","6","61","24","0","0","0","174","499","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","174","U","MARKHAM","1","4","80","0","57","16","1","0","0","159","518","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","175","U","MARKHAM","3","1","53","2","61","16","0","1","0","137","382","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","176","U","MARKHAM","3","5","60","7","50","31","0","0","0","156","432","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","177","U","MARKHAM","2","0","57","2","35","11","1","1","0","109","337","Lincoln Alexander Public School"
"059","OAK RIDGES--MARKHAM","178","U","MARKHAM","1","4","89","2","75","18","0","3","0","192","554","St. Augustine Catholic High School"
"059","OAK RIDGES--MARKHAM","179","U","MARKHAM","4","2","54","3","60","24","1","0","0","148","419","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","180","U","MARKHAM","5","1","57","2","78","9","1","0","0","153","483","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","181","U","MARKHAM","1","5","81","1","53","9","0","0","0","150","463","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","182","U","MARKHAM","1","2","54","0","85","4","0","0","0","146","374","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","183","U","MARKHAM","4","3","63","5","40","6","0","0","0","121","373","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","184","U","MARKHAM","0","3","82","0","49","15","6","1","0","156","462","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","185","U","MARKHAM","2","3","70","1","59","19","0","0","0","154","435","St. Monica Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","186","U","MARKHAM","3","3","72","1","49","11","0","0","0","139","430","St. Augustine Catholic High School"
"059","OAK RIDGES--MARKHAM","187","U","MARKHAM","8","5","55","7","36","34","2","1","0","148","591","St. Augustine Catholic High School"
"059","OAK RIDGES--MARKHAM","188","U","MARKHAM","4","2","81","0","43","13","0","0","0","143","444","St. Augustine Catholic High School"
"059","OAK RIDGES--MARKHAM","189","U","MARKHAM","2","6","79","3","58","8","0","0","0","156","438","St. Augustine Catholic High School"
"059","OAK RIDGES--MARKHAM","190","U","MARKHAM","1","0","61","3","51","7","3","3","0","129","408","St. Augustine Catholic High School"
"059","OAK RIDGES--MARKHAM","191","U","MARKHAM","4","2","49","0","86","12","0","0","0","153","416","Sir Wilfrid Laurier Public School"
"059","OAK RIDGES--MARKHAM","192","U","MARKHAM","3","3","73","0","68","28","0","0","0","175","484","Sir Wilfrid Laurier Public School"
