ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,BROMBACHER,BROTEN,COLEY,KUNOV,LETONJA,LOCHWIN,MACKAY,NYILASSY,SALEWSKY,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
24,ETOBICOKE--LAKESHORE,29,U,TORONTO,0,139,42,0,1,1,2,58,8,1,0,0,252,574,The Royal Canadian Legion - Branch 210
24,ETOBICOKE--LAKESHORE,30,U,TORONTO,2,99,30,1,1,2,1,45,2,0,1,0,184,357,The Royal Canadian Legion - Branch 210
24,ETOBICOKE--LAKESHORE,31,U,TORONTO,1,136,26,3,0,1,1,66,12,1,0,0,247,537,Lambton Kingsway Junior Middle School
24,ETOBICOKE--LAKESHORE,32,U,TORONTO,0,99,16,0,0,0,0,61,4,0,0,0,180,353,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,33,U,TORONTO,0,107,8,2,0,0,0,63,4,0,1,0,185,395,Lambton Kingsway Junior Middle School
24,ETOBICOKE--LAKESHORE,34,U,TORONTO,0,74,7,0,1,0,0,93,0,0,0,2,177,348,Lambton Kingsway Junior Middle School
24,ETOBICOKE--LAKESHORE,35,U,TORONTO,0,118,14,0,1,0,0,62,4,0,0,0,199,343,Lambton Kingsway Junior Middle School
24,ETOBICOKE--LAKESHORE,36,U,TORONTO,0,123,8,0,0,0,0,74,4,0,0,0,209,378,Lambton Kingsway Junior Middle School
24,ETOBICOKE--LAKESHORE,37,U,TORONTO,0,88,12,0,0,0,0,61,4,0,0,0,165,327,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,38,U,TORONTO,0,123,13,3,0,0,0,70,5,0,0,0,214,387,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,39,U,TORONTO,0,79,4,0,0,1,0,83,3,1,0,0,171,354,Lambton Kingsway Junior Middle School
24,ETOBICOKE--LAKESHORE,40,U,TORONTO,1,99,11,0,0,0,0,95,2,1,0,0,209,422,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,41,U,TORONTO,0,97,9,0,0,0,0,63,4,0,0,0,173,370,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,42,U,TORONTO,0,101,11,0,0,0,0,49,3,0,0,0,164,372,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,43,U,TORONTO,2,90,13,0,0,0,0,99,3,0,0,1,208,380,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,44,U,TORONTO,1,72,13,1,0,0,0,57,8,0,0,0,152,317,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,45,U,TORONTO,0,123,15,0,0,0,0,54,2,1,0,0,195,497,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,46,U,TORONTO,0,84,21,0,0,1,0,42,7,0,0,0,155,372,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,47,U,TORONTO,0,120,13,0,0,0,0,89,6,0,0,0,228,502,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,48,U,TORONTO,1,147,13,0,0,0,0,53,9,2,1,0,226,421,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,49,U,TORONTO,0,135,20,0,0,0,0,46,2,0,0,0,203,483,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,50,U,TORONTO,0,120,12,0,0,0,0,59,4,0,0,0,195,458,Fairfield Seniors Centre
24,ETOBICOKE--LAKESHORE,51,U,TORONTO,4,144,33,0,0,0,0,48,7,0,0,0,236,601,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,52,U,TORONTO,0,74,13,1,0,0,0,60,2,1,0,0,151,264,Fairfield Seniors Centre
24,ETOBICOKE--LAKESHORE,53,U,TORONTO,0,106,21,2,0,0,0,75,2,0,0,0,206,384,Fairfield Seniors Centre
24,ETOBICOKE--LAKESHORE,54,U,TORONTO,0,91,14,0,0,0,0,68,7,0,0,0,180,409,Fairfield Seniors Centre
24,ETOBICOKE--LAKESHORE,55,U,TORONTO,0,115,16,1,0,0,1,66,8,1,0,1,209,392,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,56,U,TORONTO,0,101,22,0,0,1,1,78,3,0,0,0,206,363,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,57,U,TORONTO,1,109,21,1,0,1,0,72,3,1,0,0,209,319,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,58,U,TORONTO,0,85,22,2,1,0,0,62,6,0,0,0,178,370,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,59,U,TORONTO,0,90,15,2,0,0,0,67,3,3,0,0,180,358,Fairfield Seniors Centre
24,ETOBICOKE--LAKESHORE,60,U,TORONTO,0,130,17,0,1,1,0,68,8,0,0,0,225,435,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,61,U,TORONTO,0,102,30,2,1,0,0,53,3,1,0,0,192,365,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,62,U,TORONTO,0,115,18,1,1,0,0,63,2,2,0,0,202,361,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,63,U,TORONTO,3,115,26,1,0,1,0,67,7,0,0,0,220,418,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,64,U,TORONTO,0,87,31,0,0,0,0,63,3,0,0,0,184,374,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,65,U,TORONTO,0,123,10,0,0,0,1,45,2,1,0,0,182,339,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,66,U,TORONTO,0,66,19,0,0,0,1,56,6,0,0,1,149,331,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,67,U,TORONTO,1,68,12,0,1,0,1,43,0,1,0,0,127,296,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,68,U,TORONTO,1,32,13,1,0,0,2,33,3,0,0,0,85,280,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,69,U,TORONTO,0,22,22,0,0,0,0,23,3,0,0,0,70,377,Ste. Marguerite D'Youville Catholic School
24,ETOBICOKE--LAKESHORE,70,U,TORONTO,0,64,57,0,2,1,0,63,10,1,0,0,198,577,Stonegate Community Health Centre
24,ETOBICOKE--LAKESHORE,71,U,TORONTO,1,34,23,1,0,1,0,46,3,2,1,0,112,339,Stonegate Community Health Centre
24,ETOBICOKE--LAKESHORE,72,U,TORONTO,3,42,32,0,2,1,1,27,6,0,0,0,114,320,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,73,U,TORONTO,1,90,22,1,1,3,1,59,5,2,0,0,185,422,Norseman Junior Middle School
24,ETOBICOKE--LAKESHORE,74,U,TORONTO,2,81,20,0,2,0,0,54,5,5,1,0,170,411,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,75,U,TORONTO,0,70,23,0,0,0,0,30,1,0,0,0,124,321,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,76,U,TORONTO,0,79,23,0,0,0,0,44,8,0,1,0,155,360,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,77,U,TORONTO,0,86,29,0,1,2,0,41,12,4,0,0,175,421,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,78,U,TORONTO,1,70,20,0,0,0,0,31,5,0,0,0,127,269,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,79,U,TORONTO,0,86,18,0,0,0,0,71,6,1,1,0,183,336,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,80,U,TORONTO,1,47,10,0,0,1,0,31,4,0,0,0,94,238,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,81,U,TORONTO,1,71,28,1,0,1,1,59,4,0,0,0,166,380,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,82,U,TORONTO,0,48,24,0,0,1,1,36,2,1,0,0,113,340,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,83,U,TORONTO,1,61,32,1,2,0,0,39,2,1,0,0,139,365,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,84,U,TORONTO,1,106,25,2,1,0,23,58,5,1,0,0,222,500,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,85,U,TORONTO,1,54,38,1,1,0,0,50,3,0,0,0,148,287,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,86,U,TORONTO,0,23,11,0,0,1,0,29,1,0,0,0,65,174,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,87,U,TORONTO,0,75,31,0,1,0,0,48,5,1,0,0,161,347,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,088A,U,TORONTO,2,60,21,0,0,0,0,53,1,0,0,0,137,461,Alderwood United Church
24,ETOBICOKE--LAKESHORE,088B,U,TORONTO,0,101,29,0,2,0,0,46,1,0,0,0,179,493,Alderwood United Church
24,ETOBICOKE--LAKESHORE,89,U,TORONTO,0,40,34,1,1,0,0,32,2,0,0,0,110,338,Alderwood United Church
24,ETOBICOKE--LAKESHORE,90,U,TORONTO,1,31,15,0,2,0,0,43,3,1,0,0,96,278,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,91,U,TORONTO,..........................NO POLL HELD..........................,,,,,,,,,,,,,,
24,ETOBICOKE--LAKESHORE,92,U,TORONTO,2,46,20,3,2,0,0,26,4,0,0,0,103,281,The Royal Canadian Legion - Branch 210
24,ETOBICOKE--LAKESHORE,93,U,TORONTO,1,96,40,0,2,0,1,62,3,0,0,0,205,380,Alderwood United Church
24,ETOBICOKE--LAKESHORE,94,U,TORONTO,1,112,36,0,0,0,1,57,5,1,0,0,213,370,Alderwood United Church
24,ETOBICOKE--LAKESHORE,95,U,TORONTO,1,51,35,0,0,0,1,49,0,3,0,0,140,266,Alderwood United Church
24,ETOBICOKE--LAKESHORE,96,U,TORONTO,2,115,33,4,2,0,0,58,5,1,0,2,222,371,Alderwood United Church
24,ETOBICOKE--LAKESHORE,97,U,TORONTO,0,99,32,1,1,0,0,47,3,1,0,0,184,409,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,98,U,TORONTO,1,80,34,0,1,0,1,43,2,1,0,0,163,361,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,99,U,TORONTO,2,92,28,0,0,0,1,51,5,1,1,0,181,415,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,100,U,TORONTO,0,70,30,0,1,0,0,50,5,1,1,0,158,353,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,101,U,TORONTO,0,100,30,0,0,1,1,90,3,0,0,0,225,472,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,102,U,TORONTO,3,71,20,0,2,0,1,50,7,0,0,0,154,346,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,103,U,TORONTO,0,66,34,0,0,0,0,46,5,1,0,0,152,327,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,104,U,TORONTO,0,107,23,0,0,1,1,46,1,1,0,1,181,396,Our Lady of the Miraculous Medal Church
24,ETOBICOKE--LAKESHORE,105,U,TORONTO,0,50,34,0,0,0,0,37,5,0,0,0,126,350,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,106,U,TORONTO,0,57,23,0,2,1,3,41,5,0,0,0,132,341,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,107,U,TORONTO,1,71,29,0,0,0,0,56,5,1,0,0,163,384,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,108,U,TORONTO,0,65,30,2,0,1,1,35,5,1,1,0,141,298,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,109,U,TORONTO,0,137,20,0,0,0,0,78,6,0,0,0,241,477,Alderwood United Church
24,ETOBICOKE--LAKESHORE,110,U,TORONTO,2,127,22,0,1,1,0,89,2,1,1,0,246,461,Alderwood United Church
24,ETOBICOKE--LAKESHORE,111,U,TORONTO,3,71,33,1,0,1,0,49,7,1,0,0,166,379,Alderwood United Church
24,ETOBICOKE--LAKESHORE,112,U,TORONTO,0,53,19,0,0,0,0,40,3,0,0,0,115,380,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,113,U,TORONTO,1,85,24,0,1,0,0,46,2,0,0,0,159,355,Alderwood United Church
24,ETOBICOKE--LAKESHORE,114,U,TORONTO,0,21,9,0,1,0,0,9,2,1,0,0,43,155,Long Branch Public Library
24,ETOBICOKE--LAKESHORE,115,U,TORONTO,1,61,23,2,0,0,1,35,2,2,0,0,127,364,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,116,U,TORONTO,0,68,39,0,1,0,2,28,4,0,0,0,142,329,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,117,U,TORONTO,0,51,16,0,0,0,0,19,3,3,0,0,92,246,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,118,U,TORONTO,0,24,23,1,0,0,0,34,0,0,0,0,82,173,Long Branch Public Library
24,ETOBICOKE--LAKESHORE,119,U,TORONTO,0,107,49,1,0,1,1,59,7,0,0,0,225,610,Long Branch Public Library
24,ETOBICOKE--LAKESHORE,120,U,TORONTO,1,80,41,0,1,2,1,41,6,0,1,0,174,470,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,121,U,TORONTO,1,55,22,0,0,0,0,28,4,0,0,0,110,321,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,122,U,TORONTO,2,42,20,0,0,0,0,28,2,1,0,0,95,279,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,123,U,TORONTO,0,56,34,0,0,0,0,21,8,0,0,0,119,404,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,124,U,TORONTO,0,67,29,1,0,0,0,36,3,1,0,0,137,310,Lakeshore Lions Arena
24,ETOBICOKE--LAKESHORE,125,U,TORONTO,1,33,21,0,0,0,0,23,3,0,0,0,81,237,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,126,U,TORONTO,0,31,22,1,0,1,0,24,4,1,0,0,84,221,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,127,U,TORONTO,0,78,71,0,0,4,0,28,6,0,0,0,187,548,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,128,U,TORONTO,0,64,36,0,1,1,1,31,6,0,0,0,140,480,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,129,U,TORONTO,1,104,37,2,0,0,0,67,5,0,0,0,216,482,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,130,U,TORONTO,0,107,26,1,1,0,0,54,9,0,0,0,198,423,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,131,U,TORONTO,2,60,35,3,3,1,0,68,6,1,0,1,180,457,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,132,U,TORONTO,2,80,33,1,0,3,0,38,9,2,1,0,169,402,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,133,U,TORONTO,0,82,29,0,0,0,1,38,7,0,0,0,157,357,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,134,U,TORONTO,1,68,19,0,0,1,0,45,7,0,0,0,141,481,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,135,U,TORONTO,0,85,38,0,0,1,0,54,11,1,0,1,191,488,James S. Bell Junior Middle School
24,ETOBICOKE--LAKESHORE,136,U,TORONTO,0,78,17,0,0,0,0,52,7,0,0,0,154,362,Ken Cox Community Centre
24,ETOBICOKE--LAKESHORE,137,U,TORONTO,0,25,25,2,0,0,0,10,5,0,0,0,67,275,Ken Cox Community Centre
24,ETOBICOKE--LAKESHORE,138,U,TORONTO,0,79,29,1,0,0,0,50,8,0,0,0,167,348,Ken Cox Community Centre
24,ETOBICOKE--LAKESHORE,139,U,TORONTO,1,61,16,0,0,0,0,24,4,2,0,2,110,324,Ken Cox Community Centre
24,ETOBICOKE--LAKESHORE,140,U,TORONTO,1,77,44,0,0,1,0,32,14,1,0,1,171,470,Ken Cox Community Centre
24,ETOBICOKE--LAKESHORE,141,U,TORONTO,0,121,42,0,1,0,0,37,10,0,0,0,211,476,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,142,U,TORONTO,1,62,28,0,0,0,3,23,8,0,0,0,125,257,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,143,U,TORONTO,0,32,8,0,0,0,0,21,3,0,0,0,64,125,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,144,U,TORONTO,0,114,31,0,0,1,0,52,9,0,0,2,209,395,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,145,U,TORONTO,1,89,46,1,0,0,0,34,8,0,0,0,179,417,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,146,U,TORONTO,0,91,23,0,0,0,1,42,3,0,0,0,160,381,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,147,U,TORONTO,0,67,19,1,0,0,0,25,3,0,0,0,115,282,St. Louis Catholic School
24,ETOBICOKE--LAKESHORE,148,U,TORONTO,0,63,14,0,0,0,0,43,3,1,0,0,124,402,St. Mark Catholic School
24,ETOBICOKE--LAKESHORE,149,U,TORONTO,2,105,42,0,0,2,0,63,3,1,0,0,218,515,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,150,U,TORONTO,0,49,22,0,1,0,0,33,3,0,0,0,108,348,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,151,U,TORONTO,0,45,22,0,0,0,0,16,3,0,0,1,87,277,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,152A,U,TORONTO,0,54,21,1,0,0,0,25,1,0,0,0,102,276,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,152B,U,TORONTO,1,52,23,0,0,0,0,50,2,0,0,0,128,307,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,153A,U,TORONTO,0,53,18,0,0,0,0,10,1,0,0,0,82,353,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,153B,U,TORONTO,0,48,24,0,0,0,0,13,3,0,0,0,88,354,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,154A,U,TORONTO,1,117,15,1,1,1,0,49,6,2,0,0,193,514,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,154B,U,TORONTO,2,97,16,0,0,0,0,51,7,1,0,0,174,429,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,155,U,TORONTO,1,65,25,0,0,2,0,39,2,0,0,0,134,294,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,156,U,TORONTO,0,74,47,1,1,0,0,56,3,1,2,0,185,444,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,157,U,TORONTO,2,22,8,0,0,0,0,12,0,0,0,0,44,127,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,158,U,TORONTO,..........................NO POLL HELD..........................,,,,,,,,,,,,,,
24,ETOBICOKE--LAKESHORE,159,U,TORONTO,1,62,26,0,2,0,1,29,4,1,0,0,126,385,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,160,U,TORONTO,1,95,73,2,0,0,0,38,10,0,0,0,219,471,St. Leo Catholic School
24,ETOBICOKE--LAKESHORE,161,U,TORONTO,1,69,46,1,2,1,0,47,8,0,1,0,176,530,St. Leo Catholic School
24,ETOBICOKE--LAKESHORE,162,U,TORONTO,1,72,31,0,0,1,0,38,7,1,0,0,151,433,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,163,U,TORONTO,0,110,35,1,0,0,0,50,6,0,0,0,202,392,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,164,U,TORONTO,2,109,30,0,0,2,1,29,4,1,1,0,179,458,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,165,U,TORONTO,0,85,27,0,0,1,0,58,11,2,0,0,184,403,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,166,U,TORONTO,0,77,18,3,1,0,1,44,5,0,1,0,150,415,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,167,U,TORONTO,1,39,39,0,1,0,2,23,0,0,0,2,107,377,Storefront Humber
24,ETOBICOKE--LAKESHORE,168,U,TORONTO,0,102,31,1,0,0,0,74,15,1,1,0,225,468,St. Leo Catholic School
24,ETOBICOKE--LAKESHORE,169,U,TORONTO,1,99,28,0,0,0,0,38,5,0,0,0,171,344,St. Leo Catholic School
24,ETOBICOKE--LAKESHORE,170,U,TORONTO,1,139,41,1,0,0,0,45,6,0,0,0,233,479,St. Leo Catholic School
24,ETOBICOKE--LAKESHORE,171,U,TORONTO,1,63,59,0,0,0,0,36,10,1,0,1,171,545,Storefront Humber
24,ETOBICOKE--LAKESHORE,172,U,TORONTO,1,36,19,0,1,1,0,21,5,0,0,0,84,218,Storefront Humber
24,ETOBICOKE--LAKESHORE,173,U,TORONTO,0,38,34,1,0,3,2,40,3,2,1,0,124,342,Storefront Humber
24,ETOBICOKE--LAKESHORE,174,U,TORONTO,1,72,26,2,0,1,0,28,9,2,1,0,142,360,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,175,U,TORONTO,0,85,23,0,0,4,1,41,6,0,0,0,160,316,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,176,U,TORONTO,0,88,24,1,0,0,0,38,9,0,0,0,160,436,New Toronto Seniors Centre
24,ETOBICOKE--LAKESHORE,177,U,TORONTO,1,106,30,0,0,0,0,32,8,1,0,1,179,499,St. Leo Catholic School
24,ETOBICOKE--LAKESHORE,178,U,TORONTO,0,88,32,0,0,3,0,44,3,0,1,0,171,411,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,179,U,TORONTO,0,78,32,0,0,0,1,26,5,0,0,0,142,332,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,180,U,TORONTO,2,59,28,0,1,0,0,45,1,1,0,0,137,284,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,181,U,TORONTO,0,39,14,0,0,0,0,19,5,0,0,0,77,199,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,182,U,TORONTO,0,124,41,0,0,0,1,42,8,0,0,0,216,443,Seventh Street Junior School
24,ETOBICOKE--LAKESHORE,183,U,TORONTO,0,90,34,2,1,2,1,30,6,0,0,1,167,340,New Toronto Seniors Centre
24,ETOBICOKE--LAKESHORE,184,U,TORONTO,0,88,29,0,0,2,0,33,10,0,0,0,162,404,New Toronto Seniors Centre
24,ETOBICOKE--LAKESHORE,185,U,TORONTO,1,50,25,0,0,0,0,29,4,0,0,0,109,502,Church of the Resurrection
24,ETOBICOKE--LAKESHORE,186,U,TORONTO,0,64,7,0,0,0,0,3,0,0,1,0,75,235,Church of the Resurrection
