"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ALBANESE","COMPTON","DANIEL","FERREIRA","JARRETT","RADEJEWSKY","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"106","YORK SOUTH--WESTON","043","U","TORONTO","72","0","18","41","3","0","0","0","0","134","298","St. Francis Xavier Catholic School"
"106","YORK SOUTH--WESTON","044","U","TORONTO","93","2","17","68","2","0","1","0","0","183","347","St. Francis Xavier Catholic School"
"106","YORK SOUTH--WESTON","045","U","TORONTO","48","0","6","55","2","0","0","0","0","111","328","Amesbury Community Centre"
"106","YORK SOUTH--WESTON","046","U","TORONTO","27","0","14","18","3","0","0","0","0","62","279","Amesbury Community Centre"
"106","YORK SOUTH--WESTON","047","U","TORONTO","106","0","23","58","2","0","3","0","0","192","425","St. Francis Xavier Catholic School"
"106","YORK SOUTH--WESTON","048","U","TORONTO","154","0","34","48","1","0","5","0","0","242","441","Amesbury Middle School"
"106","YORK SOUTH--WESTON","049","U","TORONTO","54","2","7","26","0","0","1","0","0","90","340","Amesbury Middle School"
"106","YORK SOUTH--WESTON","050","U","TORONTO","69","2","19","31","0","0","1","0","0","122","307","Amesbury Middle School"
"106","YORK SOUTH--WESTON","051","U","TORONTO","48","0","11","26","4","0","0","0","0","89","194","1630 Lawrence Avenue West Residence"
"106","YORK SOUTH--WESTON","052","U","TORONTO","78","1","23","45","1","0","1","0","0","149","323","Brookhaven Public School"
"106","YORK SOUTH--WESTON","053","U","TORONTO","50","0","13","29","0","0","0","0","0","92","253","St. Bernard Catholic School"
"106","YORK SOUTH--WESTON","054","U","TORONTO","71","0","14","44","2","0","0","0","0","131","335","St. Bernard Catholic School"
"106","YORK SOUTH--WESTON","055","U","TORONTO","71","2","25","80","5","0","0","0","2","185","370","C. R. Marchant Middle School"
"106","YORK SOUTH--WESTON","056","U","TORONTO","65","0","32","98","1","0","1","0","0","197","381","C. R. Marchant Middle School"
"106","YORK SOUTH--WESTON","057","U","TORONTO","56","3","17","59","2","0","0","0","0","137","395","H. J. Alexander Community School"
"106","YORK SOUTH--WESTON","058","U","TORONTO","55","1","16","65","2","1","0","0","0","140","378","H. J. Alexander Community School"
"106","YORK SOUTH--WESTON","059","U","TORONTO","41","0","8","38","3","0","0","0","0","90","271","Eagle Manor"
"106","YORK SOUTH--WESTON","060","U","TORONTO","34","0","1","41","1","0","1","0","0","78","314","Eagle Manor"
"106","YORK SOUTH--WESTON","061","U","TORONTO","69","0","21","53","2","0","3","0","0","148","391","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","062","U","TORONTO","44","0","10","31","0","0","0","1","0","86","256","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","063","U","TORONTO","39","0","10","60","0","1","2","0","0","112","300","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","064","U","TORONTO","39","1","8","56","0","0","0","1","0","105","227","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","065","U","TORONTO","19","0","1","24","0","0","1","0","0","45","137","Harding Square"
"106","YORK SOUTH--WESTON","066","U","TORONTO","81","0","19","40","1","0","0","0","0","141","297","St. Bernard Catholic School"
"106","YORK SOUTH--WESTON","067","U","TORONTO","77","0","15","39","4","0","1","0","0","136","292","Brookhaven Public School"
"106","YORK SOUTH--WESTON","068","U","TORONTO","38","1","15","73","4","0","0","0","0","131","277","Brookhaven Public School"
"106","YORK SOUTH--WESTON","069","U","TORONTO","52","0","22","86","3","0","1","0","0","164","359","Brookhaven Public School"
"106","YORK SOUTH--WESTON","070","U","TORONTO","114","1","20","81","1","1","1","0","0","219","384","George Anderson Public School"
"106","YORK SOUTH--WESTON","071","U","TORONTO","55","1","2","47","0","0","0","0","0","105","353","Amesbury Community Centre"
"106","YORK SOUTH--WESTON","072","U","TORONTO","104","1","20","73","2","0","1","1","0","202","441","George Anderson Public School"
"106","YORK SOUTH--WESTON","073","U","TORONTO","32","0","10","37","1","0","0","0","0","80","204","Amesbury Community Centre"
"106","YORK SOUTH--WESTON","074","U","TORONTO","48","1","16","74","4","0","0","0","0","143","385","Amesbury Community Centre"
"106","YORK SOUTH--WESTON","075","U","TORONTO","91","0","13","41","1","0","0","0","0","146","415","George Anderson Public School"
"106","YORK SOUTH--WESTON","076","U","TORONTO","134","0","20","71","1","0","2","1","0","229","385","George Anderson Public School"
"106","YORK SOUTH--WESTON","077","U","TORONTO","59","1","19","66","4","0","0","0","0","149","412","Immaculate Conception Catholic School"
"106","YORK SOUTH--WESTON","078","U","TORONTO","31","0","17","52","1","0","2","0","0","103","398","Immaculate Conception Catholic School"
"106","YORK SOUTH--WESTON","079","U","TORONTO","74","1","21","45","5","0","1","5","0","152","432","Immaculate Conception Catholic School"
"106","YORK SOUTH--WESTON","080","U","TORONTO","133","1","42","46","1","0","1","0","0","224","427","Immaculate Conception Catholic School"
"106","YORK SOUTH--WESTON","081","U","TORONTO","56","1","22","38","1","0","0","0","0","118","340","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","082","U","TORONTO","55","0","22","49","0","1","2","1","0","130","313","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","083","U","TORONTO","49","1","22","60","1","1","1","0","0","135","309","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","084","U","TORONTO","50","0","25","54","1","0","0","1","0","131","357","Trinity Temple Church of God"
"106","YORK SOUTH--WESTON","085","U","TORONTO","66","0","22","58","1","0","0","0","0","147","333","Portage Trail Community School"
"106","YORK SOUTH--WESTON","086","U","TORONTO","19","0","12","33","1","0","1","0","0","66","239","Portage Trail Community School"
"106","YORK SOUTH--WESTON","087","U","TORONTO","30","0","15","60","1","0","0","0","0","106","310","Portage Trail Community School"
"106","YORK SOUTH--WESTON","088","U","TORONTO","62","0","16","64","1","0","3","0","0","146","380","Portage Trail Community School"
"106","YORK SOUTH--WESTON","089","U","TORONTO","99","0","24","78","2","0","0","0","0","203","455","Our Lady of Victory Place"
"106","YORK SOUTH--WESTON","090","U","TORONTO","84","1","16","66","2","0","1","0","0","170","480","Portage Trail Community School"
"106","YORK SOUTH--WESTON","091","U","TORONTO","51","0","11","30","1","0","1","0","0","94","299","York Humber High School"
"106","YORK SOUTH--WESTON","092","U","TORONTO","48","2","10","83","3","0","3","0","0","149","396","York Humber High School"
"106","YORK SOUTH--WESTON","093","U","TORONTO","28","0","10","80","3","1","1","0","0","123","294","Bala Avenue Community School"
"106","YORK SOUTH--WESTON","094","U","TORONTO","32","0","24","75","5","0","1","0","0","137","325","Bala Avenue Community School"
"106","YORK SOUTH--WESTON","095","U","TORONTO","36","0","11","91","4","1","1","0","0","144","319","Bala Avenue Community School"
"106","YORK SOUTH--WESTON","096","U","TORONTO","43","0","13","55","6","1","0","0","0","118","323","Mt. Dennis Community Hall"
"106","YORK SOUTH--WESTON","097","U","TORONTO","43","0","8","84","4","0","0","0","0","139","442","Mt. Dennis Community Hall"
"106","YORK SOUTH--WESTON","098","U","TORONTO","27","2","7","22","1","0","0","1","0","60","257","Centennial Recreation Centre"
"106","YORK SOUTH--WESTON","099","U","TORONTO","31","1","17","48","3","0","0","0","0","100","318","Centennial Recreation Centre"
"106","YORK SOUTH--WESTON","100","U","TORONTO","75","0","14","38","1","0","0","0","0","128","318","Centennial Recreation Centre"
"106","YORK SOUTH--WESTON","101","U","TORONTO","67","1","17","48","4","0","2","0","0","139","314","Greenborough Community Church Hall"
"106","YORK SOUTH--WESTON","102","U","TORONTO","62","0","9","43","1","0","0","0","3","118","291","Greenborough Community Church Hall"
"106","YORK SOUTH--WESTON","103","U","TORONTO","69","0","18","56","4","0","0","0","0","147","322","Centennial Recreation Centre"
"106","YORK SOUTH--WESTON","104","U","TORONTO","22","0","7","6","0","0","0","0","0","35","141","Plaut Manor"
"106","YORK SOUTH--WESTON","105","U","TORONTO","78","0","15","42","3","0","0","0","0","138","339","Greenborough Community Church Hall"
"106","YORK SOUTH--WESTON","106","U","TORONTO","41","0","8","41","1","0","1","1","0","93","308","Kane Middle School"
"106","YORK SOUTH--WESTON","107","U","TORONTO","84","0","12","46","2","0","0","0","3","147","357","Kane Middle School"
"106","YORK SOUTH--WESTON","108","U","TORONTO","77","0","12","65","0","1","0","0","0","155","343","St. Matthew Catholic School"
"106","YORK SOUTH--WESTON","109","U","TORONTO","27","0","11","40","1","1","0","1","0","81","237","St. Matthew Catholic School"
"106","YORK SOUTH--WESTON","110","U","TORONTO","46","0","16","41","0","0","0","0","0","103","312","St. Matthew Catholic School"
"106","YORK SOUTH--WESTON","111","U","TORONTO","76","2","10","56","1","0","0","1","0","146","366","Kane Middle School"
"106","YORK SOUTH--WESTON","112","U","TORONTO","59","1","19","68","5","0","0","0","0","152","327","Kane Middle School"
"106","YORK SOUTH--WESTON","113","U","TORONTO","56","0","8","37","0","0","0","0","0","101","249","Kane Middle School"
"106","YORK SOUTH--WESTON","114","U","TORONTO","50","1","7","31","0","0","0","0","0","89","256","Kane Middle School"
"106","YORK SOUTH--WESTON","115","U","TORONTO","65","2","14","56","0","0","0","1","0","138","324","Kane Middle School"
"106","YORK SOUTH--WESTON","116","U","TORONTO","50","2","13","57","4","0","2","0","0","128","320","George Harvey Collegiate Institute"
"106","YORK SOUTH--WESTON","117","U","TORONTO","56","0","8","55","4","0","0","0","0","123","325","St. Matthew Catholic School"
"106","YORK SOUTH--WESTON","118","U","TORONTO","34","0","1","47","1","0","0","0","1","84","205","George Harvey Collegiate Institute"
"106","YORK SOUTH--WESTON","119","U","TORONTO","31","1","7","47","3","0","3","0","0","92","261","George Harvey Collegiate Institute"
"106","YORK SOUTH--WESTON","120","U","TORONTO","36","1","14","33","0","0","0","0","0","84","262","George Harvey Collegiate Institute"
"106","YORK SOUTH--WESTON","121","U","TORONTO","52","1","6","53","0","0","0","0","0","112","327","George Harvey Collegiate Institute"
"106","YORK SOUTH--WESTON","122","U","TORONTO","45","3","7","75","4","0","0","0","0","134","386","Our Lady of Victory Catholic School"
"106","YORK SOUTH--WESTON","123","U","TORONTO","37","0","15","74","4","0","0","0","0","130","291","Our Lady of Victory Catholic School"
"106","YORK SOUTH--WESTON","124","U","TORONTO","54","0","16","62","2","0","1","0","0","135","457","Our Lady of Victory Catholic School"
"106","YORK SOUTH--WESTON","125","U","TORONTO","55","0","12","79","1","0","1","0","0","148","356","Our Lady of Victory Catholic School"
"106","YORK SOUTH--WESTON","126","U","TORONTO","59","0","9","73","2","5","0","0","1","149","386","Roselands Junior Public School"
"106","YORK SOUTH--WESTON","127","U","TORONTO","58","1","25","67","3","0","0","1","0","155","344","Roselands Junior Public School"
"106","YORK SOUTH--WESTON","128","U","TORONTO","36","0","12","40","1","1","0","0","0","90","221","Roselands Junior Public School"
"106","YORK SOUTH--WESTON","129","U","TORONTO","56","0","17","75","2","0","2","0","0","152","377","Roselands Junior Public School"
"106","YORK SOUTH--WESTON","130","U","TORONTO","71","0","15","67","5","0","0","1","0","159","333","Roselands Junior Public School"
"106","YORK SOUTH--WESTON","131","U","TORONTO","55","1","16","97","2","1","0","0","0","172","387","Roselands Junior Public School"
"106","YORK SOUTH--WESTON","132","U","TORONTO","55","0","19","87","2","0","0","0","0","163","357","Frank Oke Secondary School"
"106","YORK SOUTH--WESTON","133","U","TORONTO","62","0","13","82","0","0","1","0","1","159","349","Frank Oke Secondary School"
"106","YORK SOUTH--WESTON","134","U","TORONTO","51","0","9","60","0","0","0","0","0","120","226","Frank Oke Secondary School"
"106","YORK SOUTH--WESTON","135","U","TORONTO","63","0","16","77","6","0","0","0","0","162","394","Frank Oke Secondary School"
"106","YORK SOUTH--WESTON","136","U","TORONTO","30","1","12","69","2","0","1","0","0","115","272","Frank Oke Secondary School"
"106","YORK SOUTH--WESTON","137","U","TORONTO","41","1","15","49","0","0","3","1","0","110","274","Cordella Junior Public School"
"106","YORK SOUTH--WESTON","138","U","TORONTO","53","1","19","64","2","1","0","0","0","140","314","Cordella Junior Public School"
"106","YORK SOUTH--WESTON","139","U","TORONTO","35","1","11","69","2","1","0","0","0","119","297","Cordella Junior Public School"
"106","YORK SOUTH--WESTON","140","U","TORONTO","18","0","14","53","1","0","0","0","0","86","191","Cordella Junior Public School"
"106","YORK SOUTH--WESTON","141","U","TORONTO","35","2","14","43","2","0","0","0","0","96","294","Archbishop Romero Catholic School"
"106","YORK SOUTH--WESTON","142","U","TORONTO","43","0","5","65","0","0","0","1","0","114","349","Archbishop Romero Catholic School"
"106","YORK SOUTH--WESTON","143","U","TORONTO","57","0","6","53","11","0","1","0","0","128","318","Archbishop Romero Catholic School"
"106","YORK SOUTH--WESTON","144","U","TORONTO","29","1","5","27","1","0","2","0","0","65","268","Archbishop Romero Catholic School"
"106","YORK SOUTH--WESTON","145","U","TORONTO","95","1","16","74","3","0","1","1","0","191","564","St. Matthew Catholic School"
"106","YORK SOUTH--WESTON","146","U","TORONTO","29","1","24","51","1","0","0","0","0","106","308","Archbishop Romero Catholic School"
"106","YORK SOUTH--WESTON","147","U","TORONTO","39","1","17","49","3","1","0","0","0","110","335","Archbishop Romero Catholic School"
"106","YORK SOUTH--WESTON","148","U","TORONTO","52","1","2","64","1","1","0","1","0","122","362","Rockcliffe Middle School"
"106","YORK SOUTH--WESTON","149","U","TORONTO","37","0","3","57","1","0","0","0","0","98","347","Rockcliffe Middle School"
"106","YORK SOUTH--WESTON","150","U","TORONTO","31","1","7","50","2","0","7","0","0","98","341","Rockcliffe Middle School"
"106","YORK SOUTH--WESTON","151","U","TORONTO","33","2","6","67","1","0","0","0","0","109","373","Rockcliffe Middle School"
"106","YORK SOUTH--WESTON","152","U","TORONTO","27","0","8","40","1","0","1","0","0","77","246","Rockcliffe Middle School"
"106","YORK SOUTH--WESTON","153","U","TORONTO","36","2","25","33","0","0","0","0","0","96","270","Lambton Park Catholic School"
"106","YORK SOUTH--WESTON","154","U","TORONTO","62","0","26","66","5","0","1","0","0","160","347","Lambton Park Catholic School"
"106","YORK SOUTH--WESTON","155","U","TORONTO","54","1","29","74","5","0","1","0","0","164","316","Lambton Park Catholic School"
"106","YORK SOUTH--WESTON","156","U","TORONTO","41","0","24","86","3","0","1","0","0","155","348","Lambton Park Catholic School"
"106","YORK SOUTH--WESTON","157","U","TORONTO","42","0","19","64","13","0","0","0","1","139","307","Lambton Park Catholic School"
"106","YORK SOUTH--WESTON","158","U","TORONTO","42","0","25","83","2","0","1","0","1","154","360","Lambton Park Catholic School"
"106","YORK SOUTH--WESTON","159","U","TORONTO","39","2","11","55","5","0","0","0","0","112","333","George Syme Community School"
"106","YORK SOUTH--WESTON","160","U","TORONTO","52","1","13","78","0","0","0","0","0","144","326","George Syme Community School"
"106","YORK SOUTH--WESTON","161","U","TORONTO","45","2","20","62","2","0","4","0","0","135","305","George Syme Community School"
"106","YORK SOUTH--WESTON","162","U","TORONTO","36","0","7","51","1","0","3","1","0","99","281","George Syme Community School"
"106","YORK SOUTH--WESTON","163","U","TORONTO","55","2","20","71","0","0","0","0","0","148","369","George Syme Community School"
"106","YORK SOUTH--WESTON","164","U","TORONTO","55","0","21","65","4","0","0","0","0","145","336","George Bell Arena"
"106","YORK SOUTH--WESTON","165","U","TORONTO","45","0","25","65","6","0","1","2","0","144","344","George Bell Arena"
"106","YORK SOUTH--WESTON","166","U","TORONTO","56","0","16","102","0","0","0","2","0","176","446","George Bell Arena"
"106","YORK SOUTH--WESTON","167","U","TORONTO","65","2","14","72","5","0","0","0","0","158","384","George Bell Arena"
"106","YORK SOUTH--WESTON","168","U","TORONTO","65","2","31","49","4","0","0","0","0","151","403","George Bell Arena"
"106","YORK SOUTH--WESTON","169","U","TORONTO","58","0","11","78","0","0","2","0","0","149","451","George Bell Arena"
"106","YORK SOUTH--WESTON","400","U","TORONTO","31","0","14","39","3","0","0","0","0","87","220","Country Club Towers "B""
"106","YORK SOUTH--WESTON","401","U","TORONTO","22","1","7","30","4","0","2","0","0","66","213","Country Club Towers "A""
"106","YORK SOUTH--WESTON","402","U","TORONTO","89","0","11","40","3","1","1","1","0","146","218","Casa Abruzzo"
"106","YORK SOUTH--WESTON","403","U","TORONTO","59","3","9","34","5","0","1","0","0","111","171","Maple Leaf Drive Seniors"
"106","YORK SOUTH--WESTON","404","U","TORONTO","54","2","3","33","4","0","1","0","0","97","201","Humberview Housing Coop"
"106","YORK SOUTH--WESTON","405","U","TORONTO","20","0","2","23","0","0","2","0","0","47","102","Plaut Manor"
"106","YORK SOUTH--WESTON","406","U","TORONTO","56","1","5","114","1","0","0","0","0","177","473","Upwood Park Housing Co-Op"
"106","YORK SOUTH--WESTON","407","U","TORONTO","38","0","14","37","1","0","0","0","0","90","150","Central King Senior Residence"
"106","YORK SOUTH--WESTON","408","U","TORONTO","59","2","7","114","3","0","2","1","0","188","355","Eagle Manor"
"106","YORK SOUTH--WESTON","409","U","TORONTO","57","0","3","52","1","0","0","0","0","113","382","Hickory Tree Co-Op"
"106","YORK SOUTH--WESTON","410","U","TORONTO","91","1","6","82","4","0","0","0","0","184","417","Bellevue Apartment(s)"
"106","YORK SOUTH--WESTON","411","U","TORONTO","57","0","26","50","1","0","1","0","0","135","287","River Ridge Apartments"
"106","YORK SOUTH--WESTON","412","U","TORONTO","50","0","17","56","3","0","0","0","0","126","271","River Ridge Apartments"
"106","YORK SOUTH--WESTON","413","U","TORONTO","65","1","14","88","2","0","0","0","0","170","410","15 Harding Avenue"
"106","YORK SOUTH--WESTON","414","U","TORONTO","46","0","3","53","1","0","2","0","0","105","228","720 Trethewey Drive"
"106","YORK SOUTH--WESTON","415","U","TORONTO","31","1","2","34","0","0","0","1","0","69","190","720 Trethewey Drive"
"106","YORK SOUTH--WESTON","416A","U","TORONTO","58","0","13","66","1","0","0","0","0","138","383","Maple Creek Apartment(s) YCC 446"
"106","YORK SOUTH--WESTON","416B","U","TORONTO","26","2","18","50","0","0","1","1","0","98","252","Maple Creek Apartment(s) YCC 446"
"106","YORK SOUTH--WESTON","417","U","TORONTO","68","0","7","76","1","0","1","0","0","153","439","Willow Glen Apartments"
"106","YORK SOUTH--WESTON","418","U","TORONTO","54","1","4","57","0","0","1","1","0","118","397","Eaton Valley Apartments"
"106","YORK SOUTH--WESTON","419","U","TORONTO","60","2","8","63","4","0","0","0","0","137","411","55 Emmett Avenue"
"106","YORK SOUTH--WESTON","420A","U","TORONTO","40","1","6","48","2","0","0","0","0","97","328","65 Emmett Avenue"
"106","YORK SOUTH--WESTON","420B","U","TORONTO","25","1","7","46","0","0","2","0","0","81","256","65 Emmett Avenue"
"106","YORK SOUTH--WESTON","421A","U","TORONTO","58","2","18","59","2","0","0","0","0","139","352","York Humber High School"
"106","YORK SOUTH--WESTON","421B","U","TORONTO","60","0","16","56","3","1","0","0","0","136","359","York Humber High School"
"106","YORK SOUTH--WESTON","422","U","TORONTO","83","0","27","85","2","3","1","0","1","202","463","York Humber High School"
"106","YORK SOUTH--WESTON","423","U","TORONTO","65","0","4","56","0","0","0","0","0","125","259","Trimbee Court"
"106","YORK SOUTH--WESTON","424","U","TORONTO","68","3","18","84","0","0","0","0","0","173","437","Plaut Manor"
"106","YORK SOUTH--WESTON","425","U","TORONTO","70","0","14","97","5","0","0","0","0","186","390","Villa Gaspar"
"106","YORK SOUTH--WESTON","426","U","TORONTO","35","0","7","51","4","0","1","0","1","99","198","Blackthorn Manor"
"106","YORK SOUTH--WESTON","427","U","TORONTO","80","1","12","42","1","0","0","0","0","136","222","Silverthorn Place"
"106","YORK SOUTH--WESTON","428","U","TORONTO","97","1","38","86","2","0","1","0","0","225","364","Lambton Square - D"
"106","YORK SOUTH--WESTON","429","U","TORONTO","100","2","42","58","3","1","0","0","0","206","326","Lambton Square - C"
"106","YORK SOUTH--WESTON","430","U","TORONTO","107","6","46","82","3","0","0","0","0","244","359","Lambton Square - B"
"106","YORK SOUTH--WESTON","431","U","TORONTO","89","1","51","74","3","2","1","0","0","221","364","Lambton Square - A"
"106","YORK SOUTH--WESTON","432","U","TORONTO","70","2","9","61","3","1","1","1","0","148","267","Outlook Manor"
"106","YORK SOUTH--WESTON","433","U","TORONTO","33","1","5","52","2","0","1","0","0","94","186","Mt. Dennis Apartments"
"106","YORK SOUTH--WESTON","700","U","TORONTO","3","0","1","7","0","1","0","2","0","14","22","North Park Nursing Home"
"106","YORK SOUTH--WESTON","701","U","TORONTO","1","1","0","4","0","0","0","1","0","7","12","In Touch Retirement Home"
"106","YORK SOUTH--WESTON","702","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"106","YORK SOUTH--WESTON","703","U","TORONTO","17","0","12","8","0","0","0","1","0","38","88","Weston Gardens"
"106","YORK SOUTH--WESTON","704","U","TORONTO","36","2","10","11","3","0","1","0","0","63","206","Leisureworld Caregiving Centre"
"106","YORK SOUTH--WESTON","705","U","TORONTO","36","2","10","13","2","0","0","0","0","63","166","Harold and Grace Baker Centre"
"106","YORK SOUTH--WESTON","706","U","TORONTO","2","0","2","1","0","0","0","0","0","5","18","Humber-Keele Lawrence Care Centre"
"106","YORK SOUTH--WESTON","707","U","TORONTO","37","1","16","21","1","1","0","1","0","78","392","Westpark Long Term Care"
"106","YORK SOUTH--WESTON","ADV001","U","TORONTO","319","2","83","272","8","1","0","2","0","687","0","Returning Office / Bureau du directeur du scrutin"
"106","YORK SOUTH--WESTON","ADV002","U","TORONTO","124","1","26","101","4","1","8","0","0","265","0","Special Ballot Voting / Vote par bulletin spécial"
"106","YORK SOUTH--WESTON","ADV003","U","TORONTO","265","2","51","204","8","0","3","1","0","534","0","Falstaff Community Centre"
"106","YORK SOUTH--WESTON","ADV004","U","TORONTO","94","0","33","138","6","1","2","0","0","274","0","Centennial Recreation Centre"
"106","YORK SOUTH--WESTON","ADV005","U","TORONTO","176","1","66","225","7","2","1","0","0","478","0","George Bell Arena"
"TOTALS:","","","","","13805","151","3441","13071","474","45","161","50","16","31214","69580",""
