"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BRANNAN","BROWN","GILES","MCKENNA","O'BRIEN","RUSSELL","SAKRAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"011","BURLINGTON","035","U","BURLINGTON","1","3","3","56","4","39","50","0","0","0","156","389","Nelson High School"
"011","BURLINGTON","036","U","BURLINGTON","0","4","2","72","2","26","56","0","0","1","163","342","Nelson High School"
"011","BURLINGTON","037","U","BURLINGTON","0","8","1","85","2","36","73","4","0","0","209","416","Pauline Johnson Public School"
"011","BURLINGTON","038","U","BURLINGTON","0","3","0","64","0","36","47","0","0","1","151","351","Pauline Johnson Public School"
"011","BURLINGTON","039","U","BURLINGTON","2","3","6","59","0","40","39","0","0","0","149","392","Pauline Johnson Public School"
"011","BURLINGTON","040","U","BURLINGTON","0","1","0","14","0","10","27","0","0","0","52","167","Pauline Johnson Public School"
"011","BURLINGTON","041A","U","BURLINGTON","1","7","2","89","0","32","77","0","0","0","208","430","Pauline Johnson Public School"
"011","BURLINGTON","041B","U","BURLINGTON","1","6","2","83","1","24","82","0","1","0","200","421","Pauline Johnson Public School"
"011","BURLINGTON","042","U","BURLINGTON","0","1","6","84","2","34","61","2","0","2","192","371","Burlington East Presbyterian Church"
"011","BURLINGTON","043","U","BURLINGTON","0","5","2","92","2","31","68","0","0","0","200","386","Nelson High School"
"011","BURLINGTON","044","U","BURLINGTON","1","7","1","100","1","40","62","0","0","0","212","434","Appleby United Church"
"011","BURLINGTON","045","U","BURLINGTON","0","4","3","112","0","13","72","0","0","1","205","431","Appleby United Church"
"011","BURLINGTON","046","U","BURLINGTON","0","3","2","94","1","14","99","1","1","0","215","410","St. Raphaels Catholic School"
"011","BURLINGTON","047","U","BURLINGTON","0","3","1","71","2","27","85","0","0","0","189","432","St. Raphaels Catholic School"
"011","BURLINGTON","048","U","BURLINGTON","0","6","3","95","6","32","84","0","0","0","226","413","St. Raphaels Catholic School"
"011","BURLINGTON","049","U","BURLINGTON","0","3","2","64","1","18","52","0","0","0","140","360","Nelson High School"
"011","BURLINGTON","050","U","BURLINGTON","0","0","0","23","0","18","21","0","0","0","62","158","Walker's Landing"
"011","BURLINGTON","051","U","BURLINGTON","0","4","2","57","3","30","64","0","0","0","160","399","Burlington East Presbyterian Church"
"011","BURLINGTON","052","U","BURLINGTON","2","6","0","51","2","24","29","0","0","0","114","226","Burlington East Presbyterian Church"
"011","BURLINGTON","053","U","BURLINGTON","0","2","0","93","2","53","84","0","0","0","234","408","Ryerson Public School"
"011","BURLINGTON","054","U","BURLINGTON","1","3","2","67","3","30","80","1","0","0","187","364","Ryerson Public School"
"011","BURLINGTON","055","U","BURLINGTON","0","2","0","41","1","40","60","0","0","0","144","364","John T. Tuck Public School"
"011","BURLINGTON","056","U","BURLINGTON","0","1","0","63","1","13","74","0","0","0","152","325","Holy Cross Lutheran Church"
"011","BURLINGTON","057","U","BURLINGTON","0","5","0","80","2","16","98","0","0","0","201","463","Holy Cross Lutheran Church"
"011","BURLINGTON","058","U","BURLINGTON","1","5","0","96","1","23","84","0","0","0","210","396","John T. Tuck Public School"
"011","BURLINGTON","059","U","BURLINGTON","1","4","5","97","0","22","109","1","0","0","239","400","John T. Tuck Public School"
"011","BURLINGTON","060","U","BURLINGTON","1","4","2","61","3","15","80","0","0","0","166","347","John T. Tuck Public School"
"011","BURLINGTON","061","U","BURLINGTON","0","3","3","65","4","13","84","0","0","0","172","350","St. Paul School"
"011","BURLINGTON","062","U","BURLINGTON","2","7","0","72","1","31","71","2","0","1","187","367","Ryerson Public School"
"011","BURLINGTON","063","U","BURLINGTON","0","7","1","64","2","34","74","2","0","0","184","360","St. Paul School"
"011","BURLINGTON","064","U","BURLINGTON","1","5","3","34","4","44","35","0","0","0","126","315","St. Paul School"
"011","BURLINGTON","065","U","BURLINGTON","0","2","2","102","1","30","70","1","0","1","209","371","St. Paul School"
"011","BURLINGTON","066","U","BURLINGTON","0","2","1","56","0","15","48","1","0","0","123","262","John T. Tuck Public School"
"011","BURLINGTON","067","U","BURLINGTON","0","2","0","62","2","15","79","0","0","0","160","331","Holy Cross Lutheran Church"
"011","BURLINGTON","068","U","BURLINGTON","1","5","0","111","0","14","83","1","0","0","215","426","Port Nelson United Church"
"011","BURLINGTON","069","U","BURLINGTON","0","6","3","55","2","27","46","0","0","0","139","293","Tecumseh Public School"
"011","BURLINGTON","070","U","BURLINGTON","1","2","3","70","2","31","78","0","0","0","187","336","Tecumseh Public School"
"011","BURLINGTON","071","U","BURLINGTON","0","5","2","42","1","21","36","0","0","0","107","324","Tecumseh Public School"
"011","BURLINGTON","072","U","BURLINGTON","0","7","0","75","2","41","69","0","1","2","197","514","Tecumseh Public School"
"011","BURLINGTON","073","U","BURLINGTON","0","5","0","45","3","28","52","1","0","0","134","325","Tecumseh Public School"
"011","BURLINGTON","074","U","BURLINGTON","0","1","3","47","2","31","35","0","0","0","119","282","Tecumseh Public School"
"011","BURLINGTON","075","U","BURLINGTON","1","4","2","67","3","40","52","0","0","0","169","487","Port Nelson United Church"
"011","BURLINGTON","076","U","BURLINGTON","1","3","2","90","0","5","73","1","1","1","177","379","Port Nelson United Church"
"011","BURLINGTON","077","U","BURLINGTON","2","8","0","48","1","24","69","0","0","0","152","310","Lakeshore Public School"
"011","BURLINGTON","078","U","BURLINGTON","1","7","2","62","1","15","72","0","0","0","160","332","Lakeshore Public School"
"011","BURLINGTON","079","U","BURLINGTON","0","2","2","55","1","38","62","0","0","0","160","439","Burlington Seniors' Centre"
"011","BURLINGTON","080","U","BURLINGTON","0","3","2","71","2","54","43","0","0","0","175","448","Burlington Seniors' Centre"
"011","BURLINGTON","081","U","BURLINGTON","1","4","3","54","1","32","49","2","0","0","146","386","Burlington Seniors' Centre"
"011","BURLINGTON","082","U","BURLINGTON","0","4","0","45","1","18","57","0","0","0","125","244","Burlington Seniors' Centre"
"011","BURLINGTON","083","U","BURLINGTON","0","6","2","52","2","37","48","0","0","0","147","345","Burlington Community Church of the Salvation Army"
"011","BURLINGTON","084","U","BURLINGTON","0","4","3","41","3","31","29","1","0","0","112","326","Freeman Scout Hall"
"011","BURLINGTON","085","U","BURLINGTON","1","8","1","76","5","58","48","0","0","0","197","433","Freeman Scout Hall"
"011","BURLINGTON","086","U","BURLINGTON","0","6","1","90","0","34","62","0","1","0","194","398","Burlington Community Church of the Salvation Army"
"011","BURLINGTON","087","U","BURLINGTON","0","1","2","61","0","35","92","0","0","0","191","400","Burlington Community Church of the Salvation Army"
"011","BURLINGTON","088","U","BURLINGTON","0","7","3","47","3","42","64","2","0","0","168","346","Burlington Seniors' Centre"
"011","BURLINGTON","089","U","BURLINGTON","1","10","1","86","1","32","57","0","1","0","189","364","Burlington Seniors' Centre"
"011","BURLINGTON","090","U","BURLINGTON","1","4","2","45","2","14","99","0","0","0","167","366","Lakeshore Public School"
"011","BURLINGTON","091","U","BURLINGTON","0","0","1","75","3","31","94","0","2","1","207","468","Lakeshore Public School"
"011","BURLINGTON","092","U","BURLINGTON","0","3","2","70","1","31","100","0","0","0","207","489","Burlington Lions Club"
"011","BURLINGTON","093","U","BURLINGTON","0","8","1","34","0","27","39","0","0","0","109","265","Burlington Lions Club"
"011","BURLINGTON","094","U","BURLINGTON","4","3","0","27","1","21","63","0","0","0","119","256","Wellington Square United Church"
"011","BURLINGTON","095","U","BURLINGTON","2","6","1","70","2","15","91","1","0","0","188","349","Wellington Square United Church"
"011","BURLINGTON","096","U","BURLINGTON","0","2","2","51","0","24","69","0","0","0","148","333","Burlington Lions Club"
"011","BURLINGTON","097","U","BURLINGTON","0","0","3","87","0","23","134","0","0","0","247","414","Wellington Square United Church"
"011","BURLINGTON","098","U","BURLINGTON","0","7","4","65","2","37","74","1","0","0","190","448","Burlington Community Church of the Salvation Army"
"011","BURLINGTON","099","U","BURLINGTON","1","9","2","45","2","41","48","0","0","2","150","388","Burlington Community Church of the Salvation Army"
"011","BURLINGTON","100","U","BURLINGTON","0","3","4","42","1","36","47","0","0","0","133","413","Prince of Peace Lutheran Church"
"011","BURLINGTON","101A","U","BURLINGTON","0","1","2","22","3","20","31","0","0","0","79","277","Central Public School"
"011","BURLINGTON","101B","U","BURLINGTON","0","4","4","21","0","23","31","0","0","0","83","292","Central Public School"
"011","BURLINGTON","102","U","BURLINGTON","2","8","4","35","3","43","47","1","0","0","143","388","Central Public School"
"011","BURLINGTON","103","U","BURLINGTON","0","4","2","51","0","10","70","1","0","0","138","318","St. Luke's Anglican Church"
"011","BURLINGTON","104","U","BURLINGTON","0","7","1","72","0","32","85","2","0","1","200","486","St. Luke's Anglican Church"
"011","BURLINGTON","105","U","BURLINGTON","0","4","1","50","0","33","78","0","0","0","166","510","St. Luke's Anglican Church"
"011","BURLINGTON","106","U","BURLINGTON","0","3","2","29","1","21","20","0","0","0","76","230","École élémentaire Renaissance"
"011","BURLINGTON","107","U","BURLINGTON","1","5","1","34","1","25","42","0","0","0","109","315","St. Luke's Anglican Church"
"011","BURLINGTON","108","U","BURLINGTON","0","4","0","40","1","32","31","0","0","0","108","228","St. Luke's Anglican Church"
"011","BURLINGTON","109","U","BURLINGTON","2","5","0","23","1","25","33","1","0","0","90","304","Central Public School"
"011","BURLINGTON","110","U","BURLINGTON","0","2","0","41","0","22","62","0","0","0","127","319","Central Public School"
"011","BURLINGTON","111","U","BURLINGTON","2","4","2","52","0","22","76","0","1","0","159","389","Central Public School"
"011","BURLINGTON","112","U","BURLINGTON","2","1","1","29","0","21","20","0","0","0","74","204","Central Public School"
"011","BURLINGTON","113","U","BURLINGTON","0","2","3","44","0","29","34","1","0","0","113","327","Central Public School"
"011","BURLINGTON","114","U","BURLINGTON","0","1","0","62","3","16","50","0","0","1","133","356","Central Public School"
"011","BURLINGTON","115","U","BURLINGTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"011","BURLINGTON","116","U","BURLINGTON","0","0","1","2","0","11","7","0","0","0","21","190","École élémentaire Renaissance"
"011","BURLINGTON","117","U","BURLINGTON","0","7","1","67","1","29","32","0","0","0","137","433","Prince of Peace Lutheran Church"
"011","BURLINGTON","118","U","BURLINGTON","0","2","2","70","1","43","99","0","1","0","218","577","École élémentaire Renaissance"
"011","BURLINGTON","119","U","BURLINGTON","0","9","2","116","1","37","81","0","1","0","247","442","École élémentaire Renaissance"
"011","BURLINGTON","120","U","BURLINGTON","2","3","4","79","0","46","69","2","0","0","205","429","École élémentaire Renaissance"
"011","BURLINGTON","121","U","BURLINGTON","0","1","1","78","1","26","62","1","0","0","170","457","École élémentaire Renaissance"
"011","BURLINGTON","122","U","BURLINGTON","0","3","1","60","1","37","48","0","0","0","150","344","King's Road Public School"
"011","BURLINGTON","123","U","BURLINGTON","2","4","4","68","1","43","56","1","0","0","179","394","King's Road Public School"
"011","BURLINGTON","124","U","BURLINGTON","1","8","3","68","3","36","47","1","0","0","167","400","École élémentaire Saint-Philippe"
"011","BURLINGTON","125","U","BURLINGTON","0","4","5","35","1","22","31","2","0","0","100","370","East Plains United Church"
"011","BURLINGTON","126","U","BURLINGTON","0","2","1","28","1","33","25","0","3","0","93","405","École élémentaire Saint-Philippe"
"011","BURLINGTON","127","U","BURLINGTON","1","1","1","88","0","37","66","0","0","1","195","421","King's Road Public School"
"011","BURLINGTON","128","U","BURLINGTON","0","3","2","94","0","25","89","1","0","1","215","414","King's Road Public School"
"011","BURLINGTON","129","U","BURLINGTON","0","3","4","78","3","28","73","0","0","0","189","412","Aldershot Arena"
"011","BURLINGTON","130","U","BURLINGTON","0","2","2","74","0","29","44","0","0","0","151","425","East Plains United Church"
"011","BURLINGTON","131","U","BURLINGTON","0","2","3","64","1","23","63","3","0","0","159","335","Aldershot Arena"
"011","BURLINGTON","132","U","BURLINGTON","2","5","0","71","2","20","93","0","0","0","193","375","Aldershot Arena"
"011","BURLINGTON","133","U","BURLINGTON","2","4","3","84","0","19","81","0","0","1","194","412","St. Matthew-On-The-Plains Church"
"011","BURLINGTON","134","U","BURLINGTON","0","0","0","18","0","21","35","0","1","0","75","213","East Plains United Church"
"011","BURLINGTON","135","U","BURLINGTON","3","4","5","72","2","39","70","0","0","0","195","407","East Plains United Church"
"011","BURLINGTON","136","U","BURLINGTON","1","2","2","83","5","40","65","0","1","0","199","381","St. Matthew-On-The-Plains Church"
"011","BURLINGTON","137","U","BURLINGTON","0","6","2","74","1","31","64","0","0","0","178","396","St. Matthew-On-The-Plains Church"
"011","BURLINGTON","138","U","BURLINGTON","0","6","0","64","0","27","96","0","0","0","193","395","St. Matthew-On-The-Plains Church"
"011","BURLINGTON","139","U","BURLINGTON","0","4","0","55","0","30","50","0","0","0","139","297","St. Matthew-On-The-Plains Church"
"011","BURLINGTON","140","U","BURLINGTON","0","6","1","16","3","28","21","0","0","0","75","196","Aldershot High School"
"011","BURLINGTON","141","U","BURLINGTON","0","2","2","60","0","19","58","1","0","0","142","376","Aldershot High School"
"011","BURLINGTON","142","U","BURLINGTON","1","5","2","93","2","24","75","0","0","0","202","370","Aldershot High School"
"011","BURLINGTON","143","U","BURLINGTON","0","4","2","68","0","44","57","0","1","0","176","523","Aldershot High School"
"011","BURLINGTON","144","U","BURLINGTON","1","3","2","52","0","17","63","0","0","0","138","304","Aldershot High School"
"011","BURLINGTON","145","U","BURLINGTON","0","7","1","65","1","23","88","0","0","0","185","398","West Plains United Church"
"011","BURLINGTON","146","U","BURLINGTON","0","8","0","63","0","22","57","1","0","0","151","327","West Plains United Church"
"011","BURLINGTON","147","U","BURLINGTON","0","5","3","58","2","30","54","4","0","0","156","372","West Plains United Church"
"011","BURLINGTON","148","U","BURLINGTON","1","2","4","81","0","22","55","0","0","0","165","357","West Plains United Church"
"011","BURLINGTON","149","U","BURLINGTON","0","3","1","47","0","34","22","1","0","0","108","200","West Plains United Church"
"011","BURLINGTON","150","U","BURLINGTON","0","4","2","49","2","15","37","0","1","0","110","241","Woodbridge Clubhouse"
"011","BURLINGTON","151","U","BURLINGTON","0","5","2","56","1","55","68","1","0","0","188","433","Sir Ernest Macmillan Public School"
"011","BURLINGTON","152","U","BURLINGTON","0","7","7","74","3","35","94","1","0","0","221","485","Sir Ernest Macmillan Public School"
"011","BURLINGTON","153","U","BURLINGTON","1","5","5","79","0","43","81","0","0","0","214","391","Sir Ernest Macmillan Public School"
"011","BURLINGTON","154","U","BURLINGTON","0","8","2","49","1","43","68","0","1","0","172","404","Sir Ernest Macmillan Public School"
"011","BURLINGTON","155","U","BURLINGTON","0","6","3","47","2","40","39","0","0","0","137","330","Sir Ernest Macmillan Public School"
"011","BURLINGTON","156","U","BURLINGTON","1","3","2","88","2","35","63","0","0","0","194","376","Sir Ernest Macmillan Public School"
"011","BURLINGTON","157","U","BURLINGTON","2","10","3","56","1","54","72","0","0","0","198","436","Sir Ernest Macmillan Public School"
"011","BURLINGTON","158","U","BURLINGTON","0","4","2","72","3","49","56","0","0","0","186","348","Sir Ernest Macmillan Public School"
"011","BURLINGTON","159","U","BURLINGTON","1","4","1","69","0","48","63","0","0","0","186","407","Glad Tidings Pentecostal Church"
"011","BURLINGTON","160","U","BURLINGTON","1","2","3","99","1","36","57","0","0","0","199","420","Glad Tidings Pentecostal Church"
"011","BURLINGTON","161","U","BURLINGTON","2","7","0","67","5","32","29","1","0","0","143","395","Glad Tidings Pentecostal Church"
"011","BURLINGTON","162","U","BURLINGTON","0","2","4","73","2","39","59","0","0","0","179","375","Glad Tidings Pentecostal Church"
"011","BURLINGTON","163","U","BURLINGTON","2","7","3","91","1","40","71","2","0","1","218","397","Glad Tidings Pentecostal Church"
"011","BURLINGTON","164","U","BURLINGTON","0","3","2","39","0","63","46","1","0","0","154","377","Clarksdale Public School"
"011","BURLINGTON","165","U","BURLINGTON","2","7","4","77","1","57","31","3","0","0","182","378","Clarksdale Public School"
"011","BURLINGTON","166","U","BURLINGTON","1","4","4","85","0","67","48","0","0","0","209","419","Clarksdale Public School"
"011","BURLINGTON","167","U","BURLINGTON","0","2","3","54","3","41","58","1","0","0","162","376","Clarksdale Public School"
"011","BURLINGTON","168","U","BURLINGTON","0","5","3","76","1","43","54","4","0","0","186","414","M. M. Robinson High School"
"011","BURLINGTON","169","U","BURLINGTON","2","10","4","77","1","65","57","2","0","0","218","425","St. Stephen United Church"
"011","BURLINGTON","170","U","BURLINGTON","0","3","3","58","0","42","71","0","0","1","178","345","M. M. Robinson High School"
"011","BURLINGTON","171","U","BURLINGTON","1","6","1","17","1","24","23","0","0","0","73","199","M. M. Robinson High School"
"011","BURLINGTON","172","U","BURLINGTON","0","4","1","83","0","43","66","1","0","0","198","404","M. M. Robinson High School"
"011","BURLINGTON","173","U","BURLINGTON","0","11","4","68","0","42","75","1","1","3","205","439","St. Mark School"
"011","BURLINGTON","174","U","BURLINGTON","0","7","4","78","0","32","74","1","0","0","196","428","Bruce T. Lindley Public School"
"011","BURLINGTON","175","U","BURLINGTON","0","3","1","67","3","39","46","0","0","0","159","407","Bruce T. Lindley Public School"
"011","BURLINGTON","176","U","BURLINGTON","0","7","3","42","0","39","42","0","0","0","133","423","Compass Point Bible Church, Eaglesfield"
"011","BURLINGTON","177","U","BURLINGTON","0","5","1","75","2","43","68","0","0","0","194","410","Bruce T. Lindley Public School"
"011","BURLINGTON","178","U","BURLINGTON","0","1","1","82","1","29","46","0","0","0","160","328","Compass Point Bible Church, Eaglesfield"
"011","BURLINGTON","179","U","BURLINGTON","1","8","1","79","0","47","58","0","0","0","194","429","Bruce T. Lindley Public School"
"011","BURLINGTON","180","U","BURLINGTON","0","2","2","72","1","39","56","0","1","0","173","381","Brant Hills Community Centre and Library"
"011","BURLINGTON","181","U","BURLINGTON","0","4","1","65","0","36","74","0","0","0","180","437","Brant Hills Community Centre and Library"
"011","BURLINGTON","182","U","BURLINGTON","0","5","1","70","1","27","60","0","0","0","164","367","St. Mark School"
"011","BURLINGTON","183","U","BURLINGTON","0","3","3","47","0","29","64","0","0","0","146","316","St. Mark School"
"011","BURLINGTON","184","U","BURLINGTON","1","3","2","76","0","33","89","2","0","1","207","404","St. Mark School"
"011","BURLINGTON","185","U","BURLINGTON","0","6","1","44","0","40","43","1","0","0","135","324","Paul A. Fisher Public School"
"011","BURLINGTON","186","U","BURLINGTON","2","5","1","51","2","50","55","1","0","0","167","383","St. Stephen United Church"
"011","BURLINGTON","187","U","BURLINGTON","0","1","7","62","3","56","53","0","0","0","182","374","St. Stephen United Church"
"011","BURLINGTON","188","U","BURLINGTON","0","6","2","82","9","52","47","0","0","0","198","377","St. Stephen United Church"
"011","BURLINGTON","189","U","BURLINGTON","1","3","0","60","1","42","52","1","0","0","160","382","St. Stephen United Church"
"011","BURLINGTON","190","U","BURLINGTON","0","0","4","64","0","33","29","0","0","0","130","316","Prince of Peace Lutheran Church"
"011","BURLINGTON","191","U","BURLINGTON","1","5","0","47","1","61","41","2","0","0","158","339","St. Stephen United Church"
"011","BURLINGTON","192","U","BURLINGTON","0","2","0","27","1","32","23","1","0","0","86","330","Prince of Peace Lutheran Church"
"011","BURLINGTON","193","U","BURLINGTON","0","2","1","41","0","38","37","2","0","0","121","405","Paul A. Fisher Public School"
"011","BURLINGTON","194","U","BURLINGTON","2","1","3","77","1","42","55","0","0","0","181","377","Paul A. Fisher Public School"
"011","BURLINGTON","195","U","BURLINGTON","3","2","3","42","2","50","39","0","0","0","141","348","Paul A. Fisher Public School"
"011","BURLINGTON","196","U","BURLINGTON","0","5","1","71","1","35","47","1","0","0","161","393","Brant Hills Community Centre and Library"
"011","BURLINGTON","197","U","BURLINGTON","0","4","2","88","2","36","69","0","0","0","201","484","Brant Hills Community Centre and Library"
"011","BURLINGTON","198","U","BURLINGTON","1","2","0","58","0","23","31","1","0","0","116","265","Compass Point Bible Church, Eaglesfield"
"011","BURLINGTON","199","U","BURLINGTON","1","2","1","28","0","36","27","0","0","0","95","272","Compass Point Bible Church, Eaglesfield"
"011","BURLINGTON","200","U","BURLINGTON","0","1","2","87","3","15","56","1","0","0","165","426","Brant Hills Community Centre and Library"
"011","BURLINGTON","201","U","BURLINGTON","3","5","4","100","3","10","68","1","0","0","194","412","Brant Hills Community Centre and Library"
"011","BURLINGTON","202","U","BURLINGTON","0","7","2","59","0","33","52","0","0","0","153","326","Brant Hills Community Centre and Library"
"011","BURLINGTON","203","U","BURLINGTON","0","1","1","53","2","33","59","0","0","0","149","332","Paul A. Fisher Public School"
"011","BURLINGTON","204","U","BURLINGTON","1","6","3","89","0","36","51","0","0","0","186","429","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","205","U","BURLINGTON","0","5","6","65","1","49","46","0","1","0","173","397","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","206","U","BURLINGTON","1","2","1","87","1","8","70","0","0","0","170","357","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","207","U","BURLINGTON","0","3","0","77","2","10","74","0","0","0","166","337","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","208","U","BURLINGTON","0","2","0","79","3","13","94","0","0","0","191","455","Brant Hills Community Centre and Library"
"011","BURLINGTON","209","U","BURLINGTON","0","4","1","105","1","22","83","1","0","0","217","441","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","210","U","BURLINGTON","0","3","1","77","1","15","84","0","0","0","181","380","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","211","U","BURLINGTON","1","1","0","74","0","24","73","0","0","0","173","346","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","212","U","BURLINGTON","0","1","0","95","0","11","35","0","0","0","142","333","Compass Point Bible Church, Kerns Road"
"011","BURLINGTON","213","U","BURLINGTON","0","0","0","15","1","8","18","0","0","0","42","134","St. Matthew-On-The-Plains Church"
"011","BURLINGTON","214","U","BURLINGTON","0","7","7","65","0","38","59","0","0","0","176","386","West Plains United Church"
"011","BURLINGTON","215","U","BURLINGTON","0","1","1","35","0","25","44","0","0","0","106","257","West Plains United Church"
"011","BURLINGTON","216","U","BURLINGTON","1","0","3","144","2","45","123","0","0","0","318","473","Pinedale Estates"
"011","BURLINGTON","217","U","BURLINGTON","0","2","1","41","1","25","45","0","2","0","117","272","St. Patricks Catholic Church"
"011","BURLINGTON","218","U","BURLINGTON","0","4","4","100","1","29","89","0","0","0","227","434","St. Patricks Catholic Church"
"011","BURLINGTON","219","U","BURLINGTON","0","3","5","69","1","61","45","0","0","0","184","528","Tecumseh Public School"
"011","BURLINGTON","220","U","BURLINGTON","0","1","2","40","1","26","68","0","1","0","139","396","Burlington Lions Club"
"011","BURLINGTON","221","U","BURLINGTON","0","1","0","51","3","33","75","0","0","1","164","314","Burlington Lions Club"
"011","BURLINGTON","222A","U","BURLINGTON","1","10","2","55","1","34","65","0","0","0","168","294","Burlington Towers"
"011","BURLINGTON","222B","U","BURLINGTON","1","2","3","55","1","40","58","0","0","0","160","293","Burlington Towers"
"011","BURLINGTON","223","U","BURLINGTON","1","1","1","25","0","14","27","0","0","0","69","209","École élémentaire Renaissance"
"011","BURLINGTON","224","U","BURLINGTON","1","3","1","62","2","25","56","0","0","0","150","350","Spencer's Landing"
"011","BURLINGTON","225","U","BURLINGTON","0","6","3","31","2","46","36","0","0","0","124","495","École élémentaire Saint-Philippe"
"011","BURLINGTON","226","U","BURLINGTON","2","2","1","19","1","33","38","0","1","1","98","433","École élémentaire Saint-Philippe"
