"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ABEL","JOHNSON","OLITO","PAYNE","SCOTT","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","048","U","OAK SHORES","36","53","0","9","72","0","0","1","171","349","Oak Shores Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","049","U","APSLEY","39","73","0","6","97","0","0","1","216","517","North Kawartha Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","050","U","CAVENDISH","18","42","0","8","66","0","0","0","134","214","Cavendish Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","051","U","KINMOUNT","34","64","0","10","112","0","0","0","220","398","Royal Canadian Legion Branch 441 Kinmount"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","052","U","KINMOUNT","39","60","0","9","88","0","0","0","196","483","Royal Canadian Legion Branch 441 Kinmount"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","053","U","BURNT RIVER","14","34","1","5","53","0","0","0","107","286","Burnt River Somerville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","054","U","BURNT RIVER","35","80","0","9","63","0","1","0","188","394","Burnt River Somerville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","055","U","BADDOW","37","106","2","12","106","0","0","0","263","546","Baddow Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","056","U","COBOCONK","14","27","0","2","61","0","1","0","105","228","Coboconk Community Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","057","U","COBOCONK","31","39","1","4","84","0","0","0","159","312","Coboconk Community Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","058","U","COBOCONK","24","36","1","1","66","0","0","1","129","321","Coboconk Community Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","059","U","KIRKFIELD","45","78","0","6","96","1","0","0","226","501","Kirkfield and District Lions Complex"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","060","U","NORLAND","15","46","0","6","49","0","0","0","116","245","Pioneer Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","061","U","NORLAND","25","39","1","4","51","0","0","0","120","308","Pioneer Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","062","U","NORLAND","19","35","1","4","61","1","0","0","121","245","Pioneer Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","063","U","SEBRIGHT","36","29","0","12","86","0","0","0","163","374","Dalton Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","064","U","SEBRIGHT","52","54","1","7","125","1","0","0","240","460","Carden Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","065","U","SEBRIGHT","28","20","0","1","49","0","0","0","98","269","Carden Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","066","U","KIRKFIELD","42","57","2","4","87","1","0","0","193","455","Kirkfield and District Lions Complex"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","067","U","KIRKFIELD","35","59","1","6","68","1","0","1","171","371","Kirkfield and District Lions Complex"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","068","U","BOLSOVER","29","77","0","4","170","0","0","1","281","599","Bolsover Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","069","U","GAMEBRIDGE","37","49","1","14","98","0","0","0","199","526","Gamebridge Women's Institute"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","070","U","BEAVERTON","36","58","0","3","65","0","0","0","162","405","Royal Canadian Legion Branch 135 Beaverton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","071","U","BEAVERTON","35","45","0","12","56","0","0","0","148","356","Royal Canadian Legion Branch 135 Beaverton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","072","U","BEAVERTON","19","33","1","0","43","0","0","0","96","304","Royal Canadian Legion Branch 135 Beaverton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","073","U","BEAVERTON","43","81","0","5","86","0","1","1","217","525","Holy Family Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","074","U","BEAVERTON","25","29","0","11","43","2","0","0","110","326","Holy Family Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","075","U","BEAVERTON","36","60","1","4","52","1","1","0","155","359","Royal Canadian Legion Branch 135 Beaverton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","076","U","BEAVERTON","24","50","2","3","57","0","0","0","136","355","Holy Family Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","077","U","BEAVERTON","33","41","1","6","74","1","0","0","156","323","Royal Canadian Legion Branch 135 Beaverton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","078","U","CANNINGTON","48","66","3","6","81","0","0","0","204","381","Cannington Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","079","U","CANNINGTON","30","55","1","9","71","1","0","0","167","394","Cannington Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","080","U","CANNINGTON","39","58","4","12","84","0","0","0","197","423","Cannington Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","081","U","CANNINGTON","38","80","1","6","115","1","0","0","241","422","Cannington Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","082","U","WILFRID","33","39","0","5","82","0","0","0","159","251","Wilfrid Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","083","U","WILFRID","34","25","0","5","71","0","0","0","135","242","Wilfrid Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","084","U","MANILLA","26","38","0","0","65","0","0","0","129","219","Manilla Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","085","U","SUNDERLAND","31","60","1","7","106","2","0","0","207","432","Sunderland Memorial Arena"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","086","U","SUNDERLAND","56","68","0","11","93","0","1","0","229","490","Sunderland Memorial Arena"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","087","U","SUNDERLAND","42","84","0","9","112","0","0","1","248","466","Sunderland Memorial Arena"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","088","U","SUNDERLAND","26","76","0","7","104","0","0","0","213","359","Sunderland Memorial Arena"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","089","U","LITTLE BRITAIN","46","100","2","7","121","0","0","0","276","588","Little Britain Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","090","U","LITTLE BRITAIN","23","30","2","7","61","0","0","0","123","350","Little Britain Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","091","U","LITTLE BRITAIN","36","59","2","8","88","0","1","1","195","423","Little Britain Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","092","U","VALENTIA","42","44","2","9","89","0","0","0","186","458","Valentia Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","093","U","VALENTIA","26","38","1","4","88","0","1","0","158","382","Valentia Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","094","U","VALENTIA","31","42","3","5","64","0","0","0","145","338","Valentia Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","095","U","VALENTIA","24","33","1","6","63","0","0","1","128","247","Valentia Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","096","U","LITTLE BRITAIN","13","34","1","5","42","0","0","0","95","244","Little Britain Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","097","U","LITTLE BRITAIN","28","50","0","3","81","1","0","0","163","380","Little Britain Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","098","U","LITTLE BRITAIN","26","54","1","6","63","0","0","0","150","297","Little Britain Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","099","U","OAKWOOD","36","78","0","3","115","0","0","0","232","469","Oakwood Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","100","U","MANILLA","15","39","0","4","70","2","1","0","131","286","Manilla Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","101","U","MANILLA","31","42","1","4","83","0","2","0","163","355","Manilla Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","102","U","OAKWOOD","29","64","1","6","111","0","0","0","211","435","Oakwood Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","103","U","WOODVILLE","23","39","3","3","87","0","0","0","155","387","Woodville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","104","U","WOODVILLE","11","26","0","3","56","0","0","0","96","285","Woodville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","105","U","WOODVILLE","15","71","2","1","92","0","0","0","181","395","Woodville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","106","U","WOODVILLE","40","58","3","8","111","2","0","0","222","531","Woodville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","107","U","KIRKFIELD","20","45","0","5","96","0","1","0","167","389","Palestine Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","108","U","KIRKFIELD","32","56","5","4","89","0","0","1","187","439","Palestine Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","109","U","KIRKFIELD","32","77","2","4","78","1","1","0","195","421","Palestine Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","110","U","FENELON FALLS","29","73","0","2","112","0","0","2","218","468","Royal Canadian Legion Branch 238 Fenelon Falls"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","111","U","FENELON FALLS","35","73","5","6","92","0","0","0","211","461","Royal Canadian Legion Branch 238 Fenelon Falls"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","112","U","FENELON FALLS","35","53","1","4","68","0","0","0","161","455","Royal Canadian Legion Branch 238 Fenelon Falls"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","113","U","FENELON FALLS","15","32","2","3","42","0","1","0","95","254","Fenelon Falls United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","114","U","FENELON FALLS","31","108","3","10","110","1","0","0","263","508","Fenelon Falls United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","115","U","FENELON FALLS","22","76","1","5","65","1","0","0","170","346","St. James Anglican Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","116","U","FENELON FALLS","19","38","1","3","46","0","0","1","108","269","Fenelon Falls United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","117","U","FENELON FALLS","32","85","2","9","106","0","1","0","235","483","Fenelon Falls United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","118","U","BOBCAYGEON","44","87","4","5","150","1","0","1","292","587","Bobcaygeon Senior Citizens Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","119","U","BOBCAYGEON","22","35","0","7","49","0","1","0","114","310","Bobcaygeon Senior Citizens Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","120","U","BOBCAYGEON","23","49","0","10","55","0","1","0","138","288","Bobcaygeon Senior Citizens Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","121","U","BOBCAYGEON","26","43","1","7","71","0","0","0","148","469","Bobcaygeon Senior Citizens Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","122","U","BOBCAYGEON","48","69","0","4","103","0","0","0","224","460","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","123","U","BOBCAYGEON","11","97","0","5","92","0","0","0","205","375","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","124","U","BOBCAYGEON","15","98","0","1","82","0","0","1","197","373","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","125","U","BOBCAYGEON","16","45","0","2","30","1","0","1","95","235","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","126","U","BOBCAYGEON","22","34","0","1","34","0","0","0","91","257","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","127","U","BOBCAYGEON","18","43","1","4","64","0","0","0","130","358","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","128","U","FENELON FALLS","34","56","0","5","109","0","0","0","204","496","St. James Anglican Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","129","U","FENELON FALLS","33","54","0","5","70","0","0","1","163","385","St. James Anglican Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","130","U","CAMERON","42","65","0","7","88","0","0","0","202","480","Southview Cameron New Horizons Senior Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","131","U","CAMBRAY","69","96","2","8","112","4","0","0","291","578","Fenelon Township Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","132","U","CAMBRAY","28","36","4","6","30","0","0","0","104","275","Fenelon Township Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","133","U","CAMERON","71","68","2","7","117","0","0","0","265","523","Southview Cameron New Horizons Senior Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","134","U","DUNSFORD","29","74","0","4","81","0","0","0","188","495","Dunsford Community Centre Inc"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","135","U","DUNSFORD","50","79","3","11","77","0","0","0","220","477","Dunsford Community Centre Inc"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","136","U","DUNSFORD","49","87","1","4","132","1","1","0","275","612","Dunsford Community Centre Inc"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","137","U","DUNSFORD","48","39","3","4","81","0","1","0","176","311","Dunsford Community Centre Inc"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","138","U","BOBCAYGEON","36","60","0","4","62","0","0","0","162","386","Victoria Place Club House"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","139","U","BOBCAYGEON","38","102","2","6","97","0","0","0","245","365","Victoria Place Club House"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","140","U","BOBCAYGEON","47","53","1","5","78","0","0","0","184","449","Victoria Place Club House"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","141","U","DOWNEYVILLE","27","47","3","4","43","1","0","0","125","287","St. Luke's Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","142","U","DOWNEYVILLE","29","45","0","6","57","0","0","0","137","341","St. Luke's Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","143","U","OMEMEE","53","71","1","9","85","0","0","1","220","558","Bethel United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","144","U","OMEMEE","55","56","1","1","68","0","1","0","182","427","Bethel United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","145","U","OMEMEE","38","39","0","6","71","0","1","0","155","354","Scott Young Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","146","U","OMEMEE","12","32","1","4","47","0","0","0","96","198","Bethel United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","147","U","OMEMEE","54","53","0","3","66","0","1","0","177","442","Bethel United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","148","U","ORANGE CORNERS","20","32","1","4","40","0","1","0","98","189","Fowlers Corners and District Lions' Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","149","U","ORANGE CORNERS","53","91","1","11","98","0","0","0","254","492","Fowlers Corners and District Lions' Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","150","U","OMEMEE","45","76","3","9","114","1","0","0","248","572","Scott Young Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","151","U","OMEMEE","42","52","0","3","51","1","0","0","149","345","Scott Young Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","152","U","OMEMEE","41","41","1","7","56","0","0","0","146","338","Scott Young Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","153","U","OMEMEE","24","25","1","1","39","1","0","0","91","222","Scott Young Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","154","U","OMEMEE","37","80","1","2","50","0","0","0","170","439","Scott Young Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","155","U","DOWNEYVILLE","45","115","1","6","117","1","1","0","286","586","St. Luke's Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","156","U","LINDSAY","13","33","0","7","64","0","0","0","117","272","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","157","U","LINDSAY","7","46","1","4","58","1","0","0","117","259","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","158","U","LINDSAY","19","59","2","10","59","0","0","0","149","396","Lindsay Christian Reformed Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","159","U","LINDSAY","30","54","0","3","68","0","0","0","155","368","Lindsay Christian Reformed Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","160","U","LINDSAY","9","50","1","1","55","1","0","2","119","289","Lindsay Christian Reformed Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","161","U","LINDSAY","26","66","0","3","112","0","0","0","207","569","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","162","U","LINDSAY","22","64","1","3","60","0","0","0","150","414","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","163","U","LINDSAY","35","69","0","6","87","0","0","0","197","497","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","164","U","LINDSAY","33","65","0","7","82","1","0","0","188","504","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","165","U","LINDSAY","18","30","1","2","42","0","0","0","93","335","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","166","U","JANETVILLE","38","61","0","13","67","1","0","0","180","364","Janetville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","167","U","JANETVILLE","53","46","1","13","87","0","0","0","200","434","Janetville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","168","U","JANETVILLE","28","51","0","3","66","0","0","1","149","347","Janetville Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","169","U","BETHANY","40","76","1","16","118","0","1","0","252","496","Rolling Hills Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","170","U","BETHANY","25","47","2","3","78","0","0","0","155","292","Bethany United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","171","U","BETHANY","34","42","0","3","75","0","0","1","155","309","Bethany United Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","172","U","BETHANY","35","55","1","3","189","0","0","1","284","552","Rolling Hills Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","173","U","PONTYPOOL","26","32","0","5","98","0","0","0","161","286","Pontypool Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","174","U","PONTYPOOL","51","49","3","13","115","1","0","1","233","482","Pontypool Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","175","U","PONTYPOOL","50","63","0","4","138","3","0","0","258","483","Pontypool Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","176","U","PONTYPOOL","38","36","1","11","86","0","0","0","172","333","Pontypool Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","177","U","LINDSAY","17","42","0","2","41","0","0","0","102","311","Parkview Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","178","U","LINDSAY","29","115","3","6","85","0","0","0","238","568","Parkview Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","179","U","LINDSAY","30","63","2","9","66","0","0","0","170","409","Fairview Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","180","U","LINDSAY","12","62","0","5","33","0","0","0","112","388","Fairview Baptist Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","181","U","LINDSAY","14","61","2","2","48","0","1","0","128","411","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","182","U","LINDSAY","22","44","1","4","34","0","1","0","106","369","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","183","U","LINDSAY","13","59","2","8","20","0","1","0","103","347","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","184","U","LINDSAY","22","76","1","7","35","0","0","1","142","315","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","185","U","LINDSAY","28","60","2","9","67","0","0","0","166","421","Parkview Public School"
