"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BRANCH","CHARIF","DUROCHER","PIRUZZA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"103","WINDSOR WEST","131","U","WINDSOR","32","52","4","45","0","0","0","133","351","Fogolar Furlan Club"
"103","WINDSOR WEST","132","U","WINDSOR","35","75","7","52","0","0","0","169","503","Club Alouette"
"103","WINDSOR WEST","133","U","WINDSOR","32","44","5","42","1","0","0","124","311","Walker Road Church of God"
"103","WINDSOR WEST","134","U","WINDSOR","24","39","4","32","0","0","0","99","307","Walker Road Church of God"
"103","WINDSOR WEST","135","U","WINDSOR","39","43","9","47","0","1","0","139","369","Walker Road Church of God"
"103","WINDSOR WEST","136","U","WINDSOR","40","29","2","55","0","0","0","126","339","Walker Road Church of God"
"103","WINDSOR WEST","137","U","WINDSOR","35","49","6","27","1","0","0","118","425","Talbot Trail Public School"
"103","WINDSOR WEST","138","U","WINDSOR","34","54","7","49","0","0","0","144","369","Walker Road Church of God"
"103","WINDSOR WEST","139","U","WINDSOR","19","57","6","32","1","0","0","115","324","St. David's Anglican Church"
"103","WINDSOR WEST","140","U","WINDSOR","30","50","4","55","0","0","0","139","323","St. Christopher School"
"103","WINDSOR WEST","141","U","WINDSOR","54","50","4","21","0","0","0","129","374","St. Christopher School"
"103","WINDSOR WEST","142","U","WINDSOR","34","61","4","41","1","0","0","141","430","St. Christopher School"
"103","WINDSOR WEST","143","U","WINDSOR","34","59","1","45","0","1","0","140","382","St. Christopher School"
"103","WINDSOR WEST","144","U","WINDSOR","42","70","10","50","4","0","0","176","413","St. David's Anglican Church"
"103","WINDSOR WEST","145","U","WINDSOR","46","69","1","48","1","0","0","165","411","St. David's Anglican Church"
"103","WINDSOR WEST","146","U","WINDSOR","32","52","3","54","0","0","0","141","395","St. David's Anglican Church"
"103","WINDSOR WEST","147","U","WINDSOR","18","38","4","48","2","0","0","110","338","St. David's Anglican Church"
"103","WINDSOR WEST","148","U","WINDSOR","39","69","3","60","0","1","0","172","345","St. Christopher School"
"103","WINDSOR WEST","149","U","WINDSOR","31","57","5","31","1","0","0","125","418","Roseland Public School"
"103","WINDSOR WEST","150","U","WINDSOR","27","59","2","67","0","0","0","155","321","Roseland Public School"
"103","WINDSOR WEST","151","U","WINDSOR","24","45","5","44","1","0","0","119","433","Central Public School"
"103","WINDSOR WEST","152","U","WINDSOR","27","44","2","65","0","1","0","139","524","Central Public School"
"103","WINDSOR WEST","153","U","WINDSOR","75","33","11","105","1","0","0","225","399","Salvation Army South Windsor Citadel"
"103","WINDSOR WEST","154","U","WINDSOR","44","29","4","74","0","0","0","151","376","Notre Dame School"
"103","WINDSOR WEST","155","U","WINDSOR","63","50","5","100","0","0","0","218","519","Notre Dame School"
"103","WINDSOR WEST","156","U","WINDSOR","45","33","2","114","1","0","0","195","497","Notre Dame School"
"103","WINDSOR WEST","157","U","WINDSOR","17","11","0","48","0","0","0","76","369","École Monseigneur Jean Noel"
"103","WINDSOR WEST","158","U","WINDSOR","45","36","6","119","0","0","0","206","448","Glenwood United Church"
"103","WINDSOR WEST","159","U","WINDSOR","50","30","6","89","0","0","0","175","400","Glenwood United Church"
"103","WINDSOR WEST","160","U","WINDSOR","48","25","3","76","0","1","0","153","327","Glenwood United Church"
"103","WINDSOR WEST","161","U","WINDSOR","40","20","7","84","0","0","0","151","315","Salvation Army South Windsor Citadel"
"103","WINDSOR WEST","162","U","WINDSOR","62","28","4","55","0","0","0","149","355","Salvation Army South Windsor Citadel"
"103","WINDSOR WEST","163","U","WINDSOR","32","36","9","71","0","0","0","148","366","Central Public School"
"103","WINDSOR WEST","164","U","WINDSOR","42","39","3","60","0","0","0","144","309","Central Public School"
"103","WINDSOR WEST","165","U","WINDSOR","47","33","2","77","1","1","0","161","332","Central Public School"
"103","WINDSOR WEST","166","U","WINDSOR","28","34","3","56","0","0","0","121","322","St. Matthew's Church"
"103","WINDSOR WEST","167","U","WINDSOR","63","36","10","87","0","0","0","196","414","St. Matthew's Church"
"103","WINDSOR WEST","168","U","WINDSOR","63","20","5","73","1","1","0","163","346","St. Matthew's Church"
"103","WINDSOR WEST","169","U","WINDSOR","44","29","8","74","0","0","0","155","375","St. Matthew's Church"
"103","WINDSOR WEST","170","U","WINDSOR","59","23","3","91","0","0","0","176","399","Central Public School"
"103","WINDSOR WEST","171","U","WINDSOR","52","38","7","67","1","0","0","165","394","Central Public School"
"103","WINDSOR WEST","172","U","WINDSOR","67","10","2","63","0","0","0","142","343","Central Public School"
"103","WINDSOR WEST","173","U","WINDSOR","67","19","7","87","1","0","0","181","390","Roseland Golf Club"
"103","WINDSOR WEST","174","U","WINDSOR","55","30","4","74","0","0","0","163","382","Corpus Christi Church"
"103","WINDSOR WEST","175","U","WINDSOR","40","21","6","74","0","1","0","142","344","Corpus Christi Church"
"103","WINDSOR WEST","176","U","WINDSOR","46","35","11","78","0","0","2","172","401","Corpus Christi Church"
"103","WINDSOR WEST","177","U","WINDSOR","45","29","2","57","0","0","0","133","372","Gethsemane Lutheran Church"
"103","WINDSOR WEST","178","U","WINDSOR","66","42","1","134","2","0","0","245","524","South Windsor Arena"
"103","WINDSOR WEST","179","U","WINDSOR","59","33","0","78","0","0","0","170","359","Corpus Christi Church"
"103","WINDSOR WEST","180","U","WINDSOR","52","24","2","88","0","0","0","166","431","Roseland Golf Club"
"103","WINDSOR WEST","181","U","WINDSOR","58","24","0","75","0","0","0","157","421","Gethsemane Lutheran Church"
"103","WINDSOR WEST","182","U","WINDSOR","0","0","0","0","0","0","0","0","38","Gethsemane Lutheran Church"
"103","WINDSOR WEST","183","U","WINDSOR","39","44","4","92","0","0","0","179","353","Our Lady of Mount Carmel School"
"103","WINDSOR WEST","184","U","WINDSOR","52","30","8","118","0","1","0","209","402","Our Lady of Mount Carmel School"
"103","WINDSOR WEST","185","U","WINDSOR","41","43","4","72","0","0","0","160","361","Our Lady of Mount Carmel School"
"103","WINDSOR WEST","186","U","WINDSOR","65","46","2","65","0","0","0","178","393","Our Lady of Mount Carmel School"
"103","WINDSOR WEST","187","U","WINDSOR","60","25","6","100","1","0","0","192","407","Roseland Golf Club"
"103","WINDSOR WEST","188","U","WINDSOR","61","40","5","87","0","0","0","193","367","Roseland Golf Club"
"103","WINDSOR WEST","189","U","WINDSOR","35","40","0","66","0","1","0","142","435","Roseland Golf Club"
"103","WINDSOR WEST","190","U","WINDSOR","38","23","0","45","0","0","0","106","351","Talbot Trail Public School"
"103","WINDSOR WEST","191","U","WINDSOR","23","24","2","35","0","0","0","84","327","Talbot Trail Public School"
"103","WINDSOR WEST","192","U","WINDSOR","19","22","0","38","0","0","0","79","356","Talbot Trail Public School"
"103","WINDSOR WEST","193","U","WINDSOR","50","37","2","63","0","0","0","152","443","Talbot Trail Public School"
"103","WINDSOR WEST","194","U","WINDSOR","35","20","4","92","1","0","0","152","498","Academie Ste Cecile International"
"103","WINDSOR WEST","195","U","WINDSOR","66","12","1","69","0","0","0","148","384","Academie Ste Cecile International"
"103","WINDSOR WEST","196","U","WINDSOR","55","26","0","62","0","0","0","143","366","Academie Ste Cecile International"
"103","WINDSOR WEST","197","U","WINDSOR","37","25","1","87","1","0","1","152","444","Academie Ste Cecile International"
"103","WINDSOR WEST","198","U","WINDSOR","48","32","3","60","0","0","0","143","344","Academie Ste Cecile International"
"103","WINDSOR WEST","199","U","WINDSOR","49","13","1","53","2","0","0","118","277","Academie Ste Cecile International"
"103","WINDSOR WEST","200","U","WINDSOR","67","34","2","85","2","0","0","190","463","Academie Ste Cecile International"
"103","WINDSOR WEST","201","U","WINDSOR","53","15","5","92","0","0","0","165","399","Academie Ste Cecile International"
"103","WINDSOR WEST","202","U","WINDSOR","43","42","5","60","1","0","0","151","340","Roseland Public School"
"103","WINDSOR WEST","203","U","WINDSOR","36","30","0","62","1","1","0","130","343","First Lutheran Christian Academy"
"103","WINDSOR WEST","204","U","WINDSOR","60","44","6","91","1","0","0","202","427","First Lutheran Christian Academy"
"103","WINDSOR WEST","205","U","WINDSOR","68","38","8","94","1","0","0","209","405","First Lutheran Christian Academy"
"103","WINDSOR WEST","206","U","WINDSOR","47","34","5","104","1","0","1","192","391","First Lutheran Christian Academy"
"103","WINDSOR WEST","207","U","WINDSOR","46","42","1","75","0","1","0","165","392","First Lutheran Christian Academy"
"103","WINDSOR WEST","208","U","WINDSOR","40","37","6","60","0","0","0","143","387","First Lutheran Christian Academy"
"103","WINDSOR WEST","209","U","WINDSOR","44","30","3","48","1","0","1","127","413","First Lutheran Christian Academy"
"103","WINDSOR WEST","210","U","WINDSOR","37","37","0","36","0","0","0","110","382","Talbot Trail Public School"
"103","WINDSOR WEST","211","U","WINDSOR","37","36","2","47","0","0","0","122","416","Talbot Trail Public School"
"103","WINDSOR WEST","212","U","WINDSOR","15","21","1","15","0","0","0","52","241","Talbot Trail Public School"
"103","WINDSOR WEST","213","U","WINDSOR","25","29","3","35","0","1","0","93","323","Talbot Trail Public School"
"103","WINDSOR WEST","214","U","WINDSOR","9","22","0","10","0","0","0","41","179","Sandwich Baptist Church"
"103","WINDSOR WEST","215","U","WINDSOR","26","39","5","44","0","0","0","114","304","Ojibway Nature Centre"
"103","WINDSOR WEST","216","U","WINDSOR","25","25","2","39","0","0","1","92","292","Southwood Community Church"
"103","WINDSOR WEST","217","U","WINDSOR","41","38","8","45","0","0","0","132","353","Southwood Community Church"
"103","WINDSOR WEST","218","U","WINDSOR","31","31","3","85","1","1","0","152","296","Southwood Community Church"
"103","WINDSOR WEST","219","U","WINDSOR","52","30","5","76","1","0","0","164","394","École Monseigneur Jean Noel"
"103","WINDSOR WEST","400","U","WINDSOR","10","14","7","32","1","0","0","64","151","Le Goyeau Condominiums"
"103","WINDSOR WEST","401","U","WINDSOR","31","49","5","49","0","1","0","135","347","Raymond Desmarais Apartments"
"103","WINDSOR WEST","402","U","WINDSOR","8","31","3","24","1","1","0","68","104","Cherniak Manor"
"103","WINDSOR WEST","403","U","WINDSOR","12","25","1","36","1","0","0","75","136","Dieppe Towers"
"103","WINDSOR WEST","404","U","WINDSOR","19","7","1","29","0","0","0","56","95","Waterpark Place Condominiums"
"103","WINDSOR WEST","405","U","WINDSOR","34","33","11","84","1","0","0","163","421","Victoria Park Place"
"103","WINDSOR WEST","406","U","WINDSOR","25","36","2","45","0","1","0","109","164","75 Riverside Drive East"
"103","WINDSOR WEST","407","U","WINDSOR","43","15","1","50","0","0","0","109","163","Royal Windsor Terrace"
"103","WINDSOR WEST","408","U","WINDSOR","4","22","4","26","1","0","0","57","196","Chateau Manor"
"103","WINDSOR WEST","409","U","WINDSOR","16","37","2","63","0","0","0","118","206","Ash Grove Manor"
"103","WINDSOR WEST","410","U","WINDSOR","10","26","1","16","0","1","0","54","103","Carnegie Apartments"
"103","WINDSOR WEST","411","U","WINDSOR","9","26","2","21","0","0","0","58","146","Ouellette Towers"
"103","WINDSOR WEST","412","U","WINDSOR","12","48","4","58","0","0","0","122","267","Cencourse Project"
"103","WINDSOR WEST","413","U","WINDSOR","19","76","9","67","3","1","0","175","304","Ouellette Manor"
"103","WINDSOR WEST","414","U","WINDSOR","17","26","3","29","1","0","0","76","114","Arthur J. Reaume Apartments"
"103","WINDSOR WEST","415","U","WINDSOR","6","20","2","16","0","0","0","44","105","Mintz Apartments"
"103","WINDSOR WEST","416","U","WINDSOR","5","9","2","14","0","0","0","30","59","Extendicare"
"103","WINDSOR WEST","417","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","700","U","WINDSOR","22","17","4","44","3","0","0","90","225","Devonshire Seniors' Res"
"103","WINDSOR WEST","701","U","WINDSOR","5","8","1","3","0","0","0","17","96","Rose Garden Villa"
"103","WINDSOR WEST","702","U","WINDSOR","8","17","1","7","1","0","0","34","74","Bruce Villa"
"103","WINDSOR WEST","703","U","WINDSOR","2","3","0","10","0","0","0","15","72","Regency Park Nursing Centre"
"103","WINDSOR WEST","704","U","WINDSOR","3","5","1","12","1","0","0","22","73","Victoria Manor"
"103","WINDSOR WEST","705","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","706","U","WINDSOR","7","7","4","11","0","0","1","30","61","Chateau Park Nursing Home"
"103","WINDSOR WEST","707","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","708","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","709","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","710","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","711","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","",""
"103","WINDSOR WEST","712","U","WINDSOR",".......................COMBINED WITH POLL 713.......................","","","","","","","","","Marentette Rest Home"
"103","WINDSOR WEST","713","U","WINDSOR","14","42","8","33","0","0","0","97","210","Malden Park Continuing Care"
"103","WINDSOR WEST","714","U","WINDSOR","18","18","0","28","0","1","0","65","106","Chartwell Classic Oak Park Terrace"
"103","WINDSOR WEST","715","U","WINDSOR","21","22","2","34","0","2","0","81","111","Kensington Court"
"103","WINDSOR WEST","716","U","WINDSOR","10","11","3","18","1","0","0","43","243","Huron Lodge"
"103","WINDSOR WEST","ADV001","U","WINDSOR","235","291","17","291","0","0","0","834","0","Returning Office / Bureau du directeur du scrutin"
"103","WINDSOR WEST","ADV002","U","WINDSOR","109","197","17","117","0","0","0","440","0","Special Ballot Voting / Vote par bulletin spécial"
"103","WINDSOR WEST","ADV003","U","WINDSOR","155","169","11","203","2","1","1","542","0","Caboto Club"
