"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALKISSOON","KIM","LIAO","ROSCH","SHAN","SINGH","WALKER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"083","SCARBOROUGH--ROUGE RIVER","014","U","TORONTO","67","38","4","1","39","5","4","2","1","0","161","441","Milliken Public School"
"083","SCARBOROUGH--ROUGE RIVER","015","U","TORONTO","66","31","4","0","31","0","1","2","0","0","135","318","Alexmuir Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","016","U","TORONTO","56","39","3","0","25","2","0","1","0","0","126","348","Alexmuir Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","017","U","TORONTO","60","34","2","1","30","3","2","0","1","0","133","402","Alexmuir Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","018","U","TORONTO","53","26","1","2","29","0","1","0","1","0","113","403","Alexmuir Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","019","U","TORONTO","53","25","0","0","17","0","0","0","0","0","95","257","Alexmuir Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","020","U","TORONTO","43","37","0","1","39","1","0","0","0","0","121","358","Alexmuir Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","021","U","TORONTO","79","44","2","0","49","1","1","1","1","0","178","449","St. Marguerite Bourgeoys Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","022","U","TORONTO","46","44","3","1","49","6","2","0","2","1","154","391","St. Marguerite Bourgeoys Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","023","U","TORONTO","44","29","1","0","34","0","0","0","0","0","108","352","St. Marguerite Bourgeoys Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","024","U","TORONTO","55","29","0","0","30","1","1","0","0","0","116","362","St. Marguerite Bourgeoys Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","025","U","TORONTO","62","37","1","2","15","1","0","0","2","0","120","371","St. Marguerite Bourgeoys Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","026","U","TORONTO","83","27","2","2","23","3","0","1","2","0","143","372","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","027","U","TORONTO","73","34","1","0","29","3","0","3","1","0","144","444","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","028","U","TORONTO","35","45","2","0","31","0","0","1","0","0","114","345","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","029","U","TORONTO","67","36","0","1","6","1","0","0","0","0","111","356","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","030","U","TORONTO","83","31","5","1","13","2","0","0","0","0","135","413","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","031","U","TORONTO","44","32","8","1","31","9","1","0","1","0","127","359","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","032","U","TORONTO","61","32","8","2","18","0","0","0","0","0","121","389","Banting and Best Public School"
"083","SCARBOROUGH--ROUGE RIVER","033","U","TORONTO","59","42","1","1","25","4","1","0","1","0","134","372","Agnes Macphail Public School"
"083","SCARBOROUGH--ROUGE RIVER","034","U","TORONTO","59","49","3","0","32","4","1","0","0","0","148","393","Agnes Macphail Public School"
"083","SCARBOROUGH--ROUGE RIVER","035","U","TORONTO","66","24","1","0","22","1","0","0","0","0","114","373","Agnes Macphail Public School"
"083","SCARBOROUGH--ROUGE RIVER","036","U","TORONTO","74","28","2","1","51","3","0","1","1","0","161","376","Agnes Macphail Public School"
"083","SCARBOROUGH--ROUGE RIVER","037","U","TORONTO","72","29","0","1","22","0","2","0","0","0","126","366","Agnes Macphail Public School"
"083","SCARBOROUGH--ROUGE RIVER","038","U","TORONTO","76","27","0","1","18","0","0","0","0","0","122","350","Agnes Macphail Public School"
"083","SCARBOROUGH--ROUGE RIVER","039","U","TORONTO","54","40","0","1","23","0","2","0","0","0","120","400","Our Lady of Grace Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","040","U","TORONTO","77","35","0","0","32","2","2","1","0","0","149","401","Our Lady of Grace Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","041","U","TORONTO","67","28","5","1","47","2","0","0","1","0","151","500","Our Lady of Grace Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","042","U","TORONTO","45","20","0","1","25","0","0","0","0","0","91","334","Our Lady of Grace Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","043","U","TORONTO","55","22","4","0","22","1","0","1","0","0","105","365","The Divine Infant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","044","U","TORONTO","61","23","2","1","28","0","0","0","0","0","115","365","The Divine Infant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","045","U","TORONTO","44","26","1","0","49","5","0","1","0","0","126","371","The Divine Infant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","046","U","TORONTO","58","28","1","2","26","6","0","1","0","0","122","360","The Divine Infant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","047","U","TORONTO","79","48","7","1","63","2","0","2","3","0","205","455","Macklin Public School"
"083","SCARBOROUGH--ROUGE RIVER","048","U","TORONTO","49","52","4","1","40","0","0","0","0","0","146","422","The Divine Infant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","049","U","TORONTO","44","36","3","1","43","0","0","2","0","0","129","342","Macklin Public School"
"083","SCARBOROUGH--ROUGE RIVER","050","U","TORONTO","44","25","2","0","55","0","0","0","0","0","126","286","Macklin Public School"
"083","SCARBOROUGH--ROUGE RIVER","051","U","TORONTO","48","31","4","3","69","0","0","0","1","0","156","404","Macklin Public School"
"083","SCARBOROUGH--ROUGE RIVER","052","U","TORONTO","56","24","1","0","35","9","0","0","1","0","126","356","Macklin Public School"
"083","SCARBOROUGH--ROUGE RIVER","053","U","TORONTO","89","37","3","0","55","2","2","0","0","0","188","500","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","054","U","TORONTO","69","30","3","0","72","5","2","1","2","0","184","520","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","055","U","TORONTO","49","20","2","0","54","2","0","1","1","0","129","425","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","056","U","TORONTO","91","29","4","1","67","4","2","2","0","0","200","534","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","057","U","TORONTO","39","22","5","0","67","3","0","0","0","0","136","488","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","058","U","TORONTO","71","30","3","2","95","1","2","0","0","0","204","579","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","059","U","TORONTO","83","27","1","0","59","2","0","1","0","0","173","542","Percy Williams Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","060","U","TORONTO","52","30","1","0","14","4","1","0","1","0","103","360","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","061","U","TORONTO","33","16","3","0","11","0","0","1","0","0","64","309","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","062","U","TORONTO","34","23","0","0","20","2","0","0","0","0","79","313","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","063","U","TORONTO","73","37","3","0","28","3","0","0","1","0","145","371","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","064","U","TORONTO","80","35","0","2","22","9","0","1","0","0","149","395","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","065","U","TORONTO","50","36","1","1","13","0","0","2","0","0","103","322","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","066","U","TORONTO","56","40","0","1","27","3","0","1","0","0","128","388","St. Ignatius of Loyola Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","067","U","TORONTO","61","38","2","1","29","2","0","1","0","0","134","349","Anson S. Taylor Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","068","U","TORONTO","20","24","1","0","35","2","0","0","1","0","83","357","Gta Square Shopping Plaza"
"083","SCARBOROUGH--ROUGE RIVER","069","U","TORONTO","58","36","1","2","43","5","0","0","0","0","145","398","Gta Square Shopping Plaza"
"083","SCARBOROUGH--ROUGE RIVER","070","U","TORONTO","57","42","2","3","35","2","2","1","0","0","144","352","Anson S. Taylor Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","071","U","TORONTO","71","35","1","1","40","2","3","1","2","0","156","407","Anson S. Taylor Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","072","U","TORONTO","56","28","4","0","22","2","1","0","1","0","114","321","Anson S. Taylor Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","073","U","TORONTO","81","41","3","0","32","1","1","0","0","0","159","372","Anson S. Taylor Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","074","U","TORONTO","42","13","0","0","186","2","0","0","0","0","243","549","Gta Square Shopping Plaza"
"083","SCARBOROUGH--ROUGE RIVER","075","U","TORONTO","52","37","4","1","23","1","0","1","1","0","120","296","Cd Farquharson Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","076","U","TORONTO","54","31","3","0","27","0","0","1","0","0","116","336","Cd Farquharson Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","077","U","TORONTO","56","25","3","4","38","5","0","0","1","0","132","350","Cd Farquharson Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","078","U","TORONTO","30","29","1","1","26","1","1","1","0","0","90","287","Cd Farquharson Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","079","U","TORONTO","84","38","2","1","34","2","5","1","0","0","167","416","Cd Farquharson Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","080","U","TORONTO","26","33","0","0","56","1","0","0","0","0","116","341","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","081","U","TORONTO","64","10","1","0","24","0","0","1","0","0","100","316","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","082","U","TORONTO","70","52","2","0","39","1","1","1","0","0","166","433","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","083","U","TORONTO","68","41","2","0","28","2","0","1","0","0","142","378","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","084","U","TORONTO","67","36","5","0","41","1","0","2","0","0","152","432","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","085","U","TORONTO","40","28","0","0","59","2","0","0","0","0","129","345","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","086","U","TORONTO","57","17","2","0","31","2","0","0","0","0","109","327","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","087","U","TORONTO","39","10","1","2","28","1","0","0","0","0","81","306","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","088","U","TORONTO","62","52","1","1","38","0","1","1","0","0","156","404","White Haven Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","089","U","TORONTO","32","33","4","0","19","1","3","0","0","0","92","321","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","090","U","TORONTO","23","29","4","0","39","0","0","1","0","0","96","335","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","091","U","TORONTO","31","33","1","0","33","1","1","0","0","0","100","357","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","092","U","TORONTO","80","36","1","1","45","4","0","1","0","0","168","374","Burrows Hall Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","093","U","TORONTO","57","43","1","1","34","2","2","1","0","0","141","345","Burrows Hall Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","094","U","TORONTO","53","36","1","2","35","1","0","0","0","0","128","358","Burrows Hall Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","095","U","TORONTO","75","15","0","1","45","7","1","0","0","0","144","396","Burrows Hall Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","096","U","TORONTO","63","30","2","0","28","1","0","0","0","0","124","325","Burrows Hall Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","097","U","TORONTO","82","32","2","0","52","2","0","0","1","0","171","366","Lucy Maud Montgomery Junior & Senior Public School"
"083","SCARBOROUGH--ROUGE RIVER","098","U","TORONTO","73","29","0","0","66","2","1","0","0","0","171","375","Lucy Maud Montgomery Junior & Senior Public School"
"083","SCARBOROUGH--ROUGE RIVER","099","U","TORONTO","59","27","2","5","75","3","1","0","0","0","172","482","Lucy Maud Montgomery Junior & Senior Public School"
"083","SCARBOROUGH--ROUGE RIVER","100","U","TORONTO","41","22","0","3","24","1","0","0","1","0","92","304","Lucy Maud Montgomery Junior & Senior Public School"
"083","SCARBOROUGH--ROUGE RIVER","101","U","TORONTO","30","19","0","0","98","4","1","0","0","0","152","375","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","102","U","TORONTO","54","6","2","0","128","2","0","2","0","0","194","489","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","103","U","TORONTO","33","9","0","1","76","1","0","0","0","0","120","355","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","104","U","TORONTO","94","21","1","1","126","3","0","0","0","0","246","529","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","105","U","TORONTO","75","29","4","0","124","1","1","1","0","0","235","447","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","106","U","TORONTO","35","23","0","0","100","2","0","0","0","0","160","411","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","107","U","TORONTO","54","15","0","0","100","0","0","1","0","0","170","426","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","108","U","TORONTO","33","18","0","2","84","2","0","2","0","0","141","344","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","109","U","TORONTO","61","24","0","0","81","1","0","0","0","0","167","405","Brookside Public School"
"083","SCARBOROUGH--ROUGE RIVER","110","U","TORONTO","64","26","3","1","97","0","2","0","1","0","194","394","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","111","U","TORONTO","59","15","1","2","146","3","0","3","0","0","229","409","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","112","U","TORONTO","62","7","1","0","73","2","0","0","0","0","145","358","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","113","U","TORONTO","51","12","0","1","123","3","1","3","0","0","194","430","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","114","U","TORONTO","79","13","0","0","106","1","0","0","0","0","199","356","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","115","U","TORONTO","55","10","1","0","98","0","0","0","0","0","164","375","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","116","U","TORONTO","54","5","0","0","54","1","1","0","0","0","115","297","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","117","U","TORONTO","48","19","1","0","108","3","0","0","0","0","179","423","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","118","U","TORONTO","57","12","1","0","125","0","0","0","0","0","195","485","Thomas L. Wells Public School"
"083","SCARBOROUGH--ROUGE RIVER","119","U","TORONTO","52","14","0","0","85","0","0","2","0","1","154","347","Tom Longboat Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","120","U","TORONTO","49","20","3","1","61","0","1","3","0","0","138","329","Tom Longboat Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","121","U","TORONTO","64","24","0","0","72","1","0","0","0","0","161","363","St. Gabriel Lalemant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","122","U","TORONTO","80","20","0","0","49","2","1","0","0","0","152","392","Tom Longboat Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","123","U","TORONTO","51","14","1","0","65","2","1","1","0","0","135","317","Tom Longboat Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","124","U","TORONTO","45","12","1","0","58","2","1","0","0","0","119","331","Tom Longboat Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","125","U","TORONTO","40","17","1","1","38","1","1","1","0","0","100","272","St. Gabriel Lalemant Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","126","U","TORONTO","72","23","1","1","61","1","0","1","0","0","160","407","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","127","U","TORONTO","94","10","2","0","42","1","2","0","0","0","151","382","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","128","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"083","SCARBOROUGH--ROUGE RIVER","129","U","TORONTO","86","15","3","0","52","1","0","0","0","0","157","365","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","130","U","TORONTO","46","16","2","0","37","2","0","2","0","0","105","318","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","131","U","TORONTO","78","19","7","1","68","5","0","1","0","0","179","415","Burrows Hall Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","132","U","TORONTO","54","20","0","1","60","1","0","0","0","0","136","396","St. Barnabas Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","133","U","TORONTO","87","21","2","1","57","1","0","0","0","0","169","383","St. Barnabas Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","134","U","TORONTO","72","36","2","0","33","3","0","0","0","1","147","365","St. Barnabas Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","135","U","TORONTO","63","27","2","0","49","2","0","0","0","0","143","397","St. Barnabas Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","136","U","TORONTO","48","12","3","0","78","2","0","1","1","0","145","447","Scott Westney Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","137","U","TORONTO","60","7","0","0","98","1","0","0","0","0","166","469","Scott Westney Community Centre"
"083","SCARBOROUGH--ROUGE RIVER","138","U","TORONTO","61","4","5","0","66","2","0","0","1","0","139","427","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","139","U","TORONTO","75","17","0","1","46","4","0","0","0","0","143","361","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","140","U","TORONTO","58","28","1","0","41","5","0","0","0","0","133","365","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","141","U","TORONTO","57","17","4","0","46","4","1","0","0","0","129","313","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","142","U","TORONTO","31","23","0","1","38","3","2","0","0","0","98","306","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","143","U","TORONTO","59","18","3","0","46","0","0","1","0","0","127","348","Berner Trail Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","144","U","TORONTO","59","5","4","0","47","0","1","1","0","0","117","338","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","145","U","TORONTO","53","16","3","2","41","1","2","0","0","0","118","396","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","146","U","TORONTO","60","9","2","0","51","0","0","2","0","0","124","330","Grey Owl Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","147","U","TORONTO","67","22","2","1","52","1","1","1","0","0","147","367","Grey Owl Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","148","U","TORONTO","63","24","1","0","46","1","0","0","0","0","135","321","Grey Owl Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","149","U","TORONTO","67","25","2","3","57","3","1","0","0","0","158","404","Grey Owl Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","150","U","TORONTO","57","36","1","1","43","1","0","1","0","0","140","339","Grey Owl Junior Public School"
"083","SCARBOROUGH--ROUGE RIVER","151","U","TORONTO","59","12","1","1","62","5","0","1","0","0","141","405","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","152","U","TORONTO","55","27","0","5","28","1","1","0","0","0","117","365","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","153","U","TORONTO","56","14","0","0","37","3","0","0","0","0","110","329","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","154","U","TORONTO","30","23","3","0","49","1","0","0","0","0","106","292","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","155","U","TORONTO","53","18","0","0","50","0","2","0","0","0","123","332","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","156","U","TORONTO","46","19","1","1","47","4","0","0","0","0","118","334","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","157","U","TORONTO","49","24","0","0","38","0","1","0","0","0","112","322","Malvern Community and Recreation Centre"
"083","SCARBOROUGH--ROUGE RIVER","158","U","TORONTO","53","15","5","0","61","0","1","0","0","0","135","353","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","159","U","TORONTO","56","27","1","0","92","2","2","0","0","0","180","387","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","160","U","TORONTO","78","22","0","1","42","2","0","1","0","0","146","377","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","161","U","TORONTO","69","9","1","0","55","0","0","0","0","0","134","379","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","162","U","TORONTO","62","11","1","1","49","2","0","0","0","0","126","363","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","163","U","TORONTO","53","26","0","1","73","1","0","0","0","0","154","381","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","164","U","TORONTO","44","27","1","0","79","0","1","3","0","0","155","411","Mary Shadd Public School"
"083","SCARBOROUGH--ROUGE RIVER","165","U","TORONTO","45","15","3","0","68","3","0","0","0","0","134","342","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","166","U","TORONTO","62","5","1","1","42","1","2","0","0","0","114","353","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","167","U","TORONTO","45","13","1","0","69","1","1","0","0","0","130","366","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","168","U","TORONTO","52","16","0","1","55","1","0","0","0","0","125","349","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","169","U","TORONTO","41","4","1","1","32","3","0","0","1","0","83","363","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","170","U","TORONTO","60","10","0","2","47","0","0","0","0","0","119","344","Blessed Mother Teresa High School"
"083","SCARBOROUGH--ROUGE RIVER","171","U","TORONTO","51","13","2","0","79","1","1","2","0","0","149","394","Heritage Park Public School"
"083","SCARBOROUGH--ROUGE RIVER","172","U","TORONTO","80","19","3","1","78","0","0","0","0","0","181","450","Heritage Park Public School"
"083","SCARBOROUGH--ROUGE RIVER","173","U","TORONTO","68","17","1","1","47","1","0","0","2","0","137","385","Heritage Park Public School"
"083","SCARBOROUGH--ROUGE RIVER","174","U","TORONTO","74","16","2","1","45","5","4","1","0","0","148","398","Heritage Park Public School"
"083","SCARBOROUGH--ROUGE RIVER","175","U","TORONTO","59","16","0","0","47","1","0","0","0","0","123","303","Heritage Park Public School"
"083","SCARBOROUGH--ROUGE RIVER","176","U","TORONTO","71","7","2","0","42","2","0","1","1","0","126","393","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","177","U","TORONTO","41","14","0","1","46","3","0","0","0","0","105","323","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","178","U","TORONTO","91","14","0","2","37","1","0","1","0","0","146","355","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","179","U","TORONTO","67","20","2","0","64","0","0","0","1","0","154","438","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","180","U","TORONTO","64","18","0","0","76","4","1","0","0","0","163","426","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","181","U","TORONTO","65","16","0","0","65","0","0","1","0","0","147","378","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","182","U","TORONTO","63","21","0","0","53","2","0","0","0","0","139","385","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","183","U","TORONTO","74","20","1","0","59","1","1","2","1","0","159","413","St. Bede Catholic School"
"083","SCARBOROUGH--ROUGE RIVER","184","U","TORONTO","37","11","2","0","93","1","0","0","0","0","144","377","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","185","U","TORONTO","38","16","1","0","112","1","1","0","0","0","169","507","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","186","U","TORONTO","46","13","0","0","74","1","0","1","0","0","135","410","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","187","U","TORONTO","33","23","1","1","111","1","0","1","0","0","171","453","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","188","U","TORONTO","57","12","0","0","94","1","0","0","0","0","164","466","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","189","U","TORONTO","65","24","1","0","80","3","0","0","0","0","173","515","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","190","U","TORONTO","37","14","1","0","33","1","0","0","0","1","87","382","Malvern Methodist Church"
"083","SCARBOROUGH--ROUGE RIVER","191","U","TORONTO","65","15","0","2","63","0","0","0","0","0","145","359","Whitefield Christian Schools"
"083","SCARBOROUGH--ROUGE RIVER","192","U","TORONTO","45","20","4","1","74","5","0","1","0","0","150","350","Whitefield Christian Schools"
"083","SCARBOROUGH--ROUGE RIVER","400","U","TORONTO","75","71","11","0","45","2","0","1","0","0","205","497","The Ambassadors I"
"083","SCARBOROUGH--ROUGE RIVER","401","U","TORONTO","55","47","8","2","35","1","1","2","1","0","152","457","The Ambassadors II"
