"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","GVENTER","HOLLOWAY","JONES","KOWALEWSKI","STRANG","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"018","DUFFERIN--CALEDON","050","U","ORANGEVILLE","20","37","83","1","28","0","0","0","169","458","Orangeville Baptist Church"
"018","DUFFERIN--CALEDON","051","U","ORANGEVILLE","27","49","78","3","35","1","0","0","193","437","Parker Towers"
"018","DUFFERIN--CALEDON","052","U","ORANGEVILLE","16","10","50","0","18","0","0","0","94","342","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","053","U","ORANGEVILLE","14","48","97","1","22","0","0","0","182","453","Princess Elizabeth Public School"
"018","DUFFERIN--CALEDON","054","U","ORANGEVILLE","18","38","63","0","63","0","0","0","182","399","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","055","U","ORANGEVILLE","15","23","40","1","43","1","0","0","123","392","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","056","U","ORANGEVILLE","9","17","33","0","15","3","0","0","77","318","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","057","U","ORANGEVILLE","23","27","70","0","53","0","0","0","173","431","Credit Meadows Elementary School"
"018","DUFFERIN--CALEDON","058","U","ORANGEVILLE","7","22","56","1","34","0","0","0","120","247","Credit Meadows Elementary School"
"018","DUFFERIN--CALEDON","059","U","ORANGEVILLE","25","56","84","2","40","2","0","0","209","428","Credit Meadows Elementary School"
"018","DUFFERIN--CALEDON","060","U","ORANGEVILLE","36","49","83","1","40","0","0","0","209","464","Princess Elizabeth Public School"
"018","DUFFERIN--CALEDON","061","U","ORANGEVILLE","4","15","61","1","34","1","0","0","116","331","Princess Elizabeth Public School"
"018","DUFFERIN--CALEDON","062","U","ORANGEVILLE","10","24","58","1","41","2","1","0","137","334","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","063","U","ORANGEVILLE","18","39","70","0","35","0","0","0","162","447","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","064","U","ORANGEVILLE","13","28","44","1","32","1","0","0","119","410","Tony Rose Memorial Sports Centre"
"018","DUFFERIN--CALEDON","065","U","ORANGEVILLE","37","48","92","0","30","2","1","0","210","531","Broadway Pentecostal Church"
"018","DUFFERIN--CALEDON","066","U","ORANGEVILLE","20","25","74","1","22","1","0","0","143","417","Westside Secondary School"
"018","DUFFERIN--CALEDON","067","U","ORANGEVILLE","18","31","71","0","22","0","0","0","142","342","Westside Secondary School"
"018","DUFFERIN--CALEDON","068","U","ORANGEVILLE","17","49","95","1","24","0","0","0","186","401","Westside Secondary School"
"018","DUFFERIN--CALEDON","069","U","ORANGEVILLE","13","43","71","0","20","0","0","0","147","364","Broadway Pentecostal Church"
"018","DUFFERIN--CALEDON","070","U","ORANGEVILLE","32","13","75","1","12","0","0","0","133","399","Broadway Pentecostal Church"
"018","DUFFERIN--CALEDON","071","U","ORANGEVILLE","27","19","51","0","29","0","0","0","126","354","Westside Secondary School"
"018","DUFFERIN--CALEDON","072","U","ORANGEVILLE","15","40","104","0","39","0","0","0","198","462","Westside Secondary School"
"018","DUFFERIN--CALEDON","073","U","ORANGEVILLE","14","29","55","1","31","2","0","0","132","344","Westside Secondary School"
"018","DUFFERIN--CALEDON","074","U","ORANGEVILLE","22","10","66","0","21","2","0","0","121","357","Broadway Pentecostal Church"
"018","DUFFERIN--CALEDON","075","U","ORANGEVILLE","25","18","59","0","17","0","1","0","120","413","St. Peter Elementary School"
"018","DUFFERIN--CALEDON","076","U","ORANGEVILLE","10","25","42","3","40","0","1","0","121","374","Orangeville and District Senior Centre"
"018","DUFFERIN--CALEDON","077","U","ORANGEVILLE","9","18","53","0","27","2","0","0","109","301","Orangeville and District Senior Centre"
"018","DUFFERIN--CALEDON","078","U","ORANGEVILLE","33","51","99","1","30","0","0","0","214","498","New Hope Community Church"
"018","DUFFERIN--CALEDON","079","U","ORANGEVILLE","22","25","59","2","30","0","0","0","138","400","New Hope Community Church"
"018","DUFFERIN--CALEDON","080","U","ORANGEVILLE","27","44","72","1","30","0","0","0","174","403","Parkinson Centennial Public School"
"018","DUFFERIN--CALEDON","081","U","ORANGEVILLE","13","23","52","3","21","1","0","0","113","328","Parkinson Centennial Public School"
"018","DUFFERIN--CALEDON","082","U","ORANGEVILLE","31","27","67","0","26","0","0","0","151","388","Parkinson Centennial Public School"
"018","DUFFERIN--CALEDON","083","U","ORANGEVILLE","28","28","55","3","29","1","0","0","144","352","Parkinson Centennial Public School"
"018","DUFFERIN--CALEDON","084","U","ORANGEVILLE","31","25","41","0","28","0","0","0","125","424","Orangeville and District Senior Centre"
"018","DUFFERIN--CALEDON","085","U","ORANGEVILLE","32","45","60","0","48","0","0","0","185","413","Horizon Court for Seniors"
"018","DUFFERIN--CALEDON","086","U","ORANGEVILLE","24","29","55","1","34","1","0","0","144","401","Orangeville and District Senior Centre"
"018","DUFFERIN--CALEDON","087","U","ORANGEVILLE","12","21","60","0","22","0","0","0","115","341","St. Peter Elementary School"
"018","DUFFERIN--CALEDON","088","U","ORANGEVILLE","29","12","45","0","25","2","2","0","115","319","St. Peter Elementary School"
"018","DUFFERIN--CALEDON","089","U","ORANGEVILLE","27","18","52","0","20","0","0","0","117","315","St. Peter Elementary School"
"018","DUFFERIN--CALEDON","090","U","ORANGEVILLE","20","23","29","0","31","0","0","0","103","321","Orangeville and District Senior Centre"
"018","DUFFERIN--CALEDON","091","U","ORANGEVILLE","18","24","72","2","23","2","0","0","141","448","Orangeville and District Senior Centre"
"018","DUFFERIN--CALEDON","092","U","ORANGEVILLE","13","59","81","0","23","1","0","0","177","413","Island Lake Public School"
"018","DUFFERIN--CALEDON","093","U","ORANGEVILLE","28","22","52","0","10","1","0","0","113","397","Faith Community Wesleyan Church"
"018","DUFFERIN--CALEDON","094","U","ORANGEVILLE","13","41","46","1","21","1","0","0","123","355","Faith Community Wesleyan Church"
"018","DUFFERIN--CALEDON","095","U","ORANGEVILLE","17","31","52","1","13","0","0","0","114","321","Faith Community Wesleyan Church"
"018","DUFFERIN--CALEDON","096","U","ORANGEVILLE","11","12","40","1","9","0","1","0","74","196","Faith Community Wesleyan Church"
"018","DUFFERIN--CALEDON","097","U","ALTON","24","47","80","1","34","2","1","0","189","376","Royal Canadian Legion Alton"
"018","DUFFERIN--CALEDON","098","U","ALTON","22","26","116","2","39","0","0","0","205","414","Royal Canadian Legion Alton"
"018","DUFFERIN--CALEDON","099","U","ALTON","20","22","98","0","36","0","0","0","176","387","Alton Public Library"
"018","DUFFERIN--CALEDON","100","U","CALEDON","14","52","127","0","29","0","0","0","222","448","St. John's Anglican Church"
"018","DUFFERIN--CALEDON","101","U","CALEDON VILLAGE","18","54","87","3","18","3","0","0","183","474","Caledon Central Public School"
"018","DUFFERIN--CALEDON","102","U","CALEDON","25","53","86","1","35","0","0","0","200","411","Victoria Parks Community Centre"
"018","DUFFERIN--CALEDON","103","U","ALTON","16","43","55","0","16","0","1","0","131","316","Alton Public Library"
"018","DUFFERIN--CALEDON","104","U","CALEDON VILLAGE","23","71","70","0","23","1","0","0","188","397","Caledon Village Place"
"018","DUFFERIN--CALEDON","105","U","CALEDON VILLAGE","23","69","73","1","18","0","1","0","185","397","Caledon Village Place"
"018","DUFFERIN--CALEDON","106","U","BELFOUNTAIN","25","67","129","4","35","0","0","0","260","477","Belfountain Public School"
"018","DUFFERIN--CALEDON","107","U","BELFOUNTAIN","12","72","92","1","18","1","0","0","196","401","Belfountain Public School"
"018","DUFFERIN--CALEDON","108","U","CALEDON VILLAGE","9","35","78","1","17","0","0","0","140","319","Caledon Village Place"
"018","DUFFERIN--CALEDON","109","U","INGLEWOOD","16","52","89","1","29","0","0","0","187","368","Inglewood Community Centre"
"018","DUFFERIN--CALEDON","110","U","INGLEWOOD","11","83","89","1","20","3","0","0","207","432","Inglewood Community Centre"
"018","DUFFERIN--CALEDON","111","U","CALEDON VILLAGE","12","84","95","1","25","0","0","0","217","458","Caledon Central Public School"
"018","DUFFERIN--CALEDON","112","U","CALEDON VILLAGE","7","38","86","0","38","1","0","0","170","403","Caledon Central Public School"
"018","DUFFERIN--CALEDON","113","U","CALEDON VILLAGE","21","36","82","1","13","0","0","0","153","398","Caledon Central Public School"
"018","DUFFERIN--CALEDON","114","U","CALEDON EAST","14","58","77","0","29","0","0","0","178","519","Caledon Community Complex"
"018","DUFFERIN--CALEDON","115","U","CHELTENHAM","26","36","94","2","24","0","0","0","182","322","Cheltenham Community Room (Firehall)"
"018","DUFFERIN--CALEDON","116","U","CHELTENHAM","29","70","95","3","42","0","1","0","240","466","Cheltenham Community Room (Firehall)"
"018","DUFFERIN--CALEDON","117","U","CHELTENHAM","25","61","145","2","17","1","0","0","251","556","Cheltenham Community Room (Firehall)"
"018","DUFFERIN--CALEDON","118","U","INGLEWOOD","12","53","91","0","21","0","0","0","177","416","Inglewood Community Centre"
"018","DUFFERIN--CALEDON","119","U","CALEDON","20","40","91","0","13","1","0","0","165","458","Brampton Fairgrounds"
"018","DUFFERIN--CALEDON","120","U","CALEDON","27","48","107","2","10","0","0","0","194","422","Brampton Fairgrounds"
"018","DUFFERIN--CALEDON","121","U","CALEDON","23","30","80","0","20","1","0","0","154","440","Brampton Fairgrounds"
"018","DUFFERIN--CALEDON","122","U","CHELTENHAM","23","37","114","3","10","0","0","0","187","474","Cheltenham Community Room (Firehall)"
"018","DUFFERIN--CALEDON","123","U","CALEDON","31","59","75","3","11","0","0","1","180","461","Margaret Dunn Library"
"018","DUFFERIN--CALEDON","124","U","CALEDON","31","67","64","2","10","0","0","0","174","442","Margaret Dunn Library"
"018","DUFFERIN--CALEDON","125","U","CALEDON","32","71","76","1","2","0","0","1","183","461","Margaret Dunn Library"
"018","DUFFERIN--CALEDON","126","U","CALEDON","25","59","90","2","2","0","0","0","178","448","Margaret Dunn Library"
"018","DUFFERIN--CALEDON","127","U","CALEDON","22","71","81","1","13","1","1","0","190","437","Margaret Dunn Library"
"018","DUFFERIN--CALEDON","128","U","CALEDON","..........................NO POLL HELD..........................","","","","","","","","","",""
"018","DUFFERIN--CALEDON","129","U","CALEDON","31","98","79","2","7","0","0","0","217","636","Brampton Fairgrounds"
"018","DUFFERIN--CALEDON","130","U","CALEDON","16","24","58","0","6","1","0","0","105","281","Brampton Fairgrounds"
"018","DUFFERIN--CALEDON","131","U","CALEDON","24","24","73","1","38","1","0","0","161","305","Victoria Parks Community Centre"
"018","DUFFERIN--CALEDON","132","U","CALEDON","11","22","78","0","40","0","0","0","151","370","Victoria Parks Community Centre"
"018","DUFFERIN--CALEDON","133","U","CALEDON","9","47","102","0","28","0","0","0","186","407","Caledon Estates Banquet Hall"
"018","DUFFERIN--CALEDON","134","U","PALGRAVE","15","56","72","0","42","0","0","0","185","413","Palgrave Public School"
"018","DUFFERIN--CALEDON","135","U","PALGRAVE","10","51","77","2","59","0","0","0","199","396","Palgrave Public School"
"018","DUFFERIN--CALEDON","136","U","CALEDON","15","45","69","1","22","0","0","0","152","379","Caledon Estates Banquet Hall"
"018","DUFFERIN--CALEDON","137","U","CALEDON","17","40","49","3","11","0","0","0","120","315","Caledon Estates Banquet Hall"
"018","DUFFERIN--CALEDON","138","U","CALEDON EAST","12","45","72","3","22","0","0","0","154","412","St. Cornelius Elementary School"
"018","DUFFERIN--CALEDON","139","U","CALEDON EAST","11","38","71","1","28","0","0","0","149","436","St. Cornelius Elementary School"
"018","DUFFERIN--CALEDON","140","U","PALGRAVE","12","44","98","2","23","0","0","0","179","468","Palgrave Public School"
"018","DUFFERIN--CALEDON","141","U","PALGRAVE","15","61","82","0","21","0","0","0","179","409","Palgrave Public School"
"018","DUFFERIN--CALEDON","142","U","PALGRAVE","7","54","80","0","27","0","0","0","168","425","Palgrave Public School"
"018","DUFFERIN--CALEDON","143A","U","CALEDON EAST","12","40","52","0","14","0","1","0","119","267","Caledon Community Complex"
"018","DUFFERIN--CALEDON","143B","U","CALEDON EAST","12","33","63","1","13","1","0","0","123","275","Caledon Community Complex"
"018","DUFFERIN--CALEDON","144","U","CALEDON EAST","20","62","95","0","34","1","0","1","213","486","Caledon Community Complex"
"018","DUFFERIN--CALEDON","145","U","CALEDON EAST","22","68","109","1","10","2","0","0","212","472","Caledon Community Complex"
"018","DUFFERIN--CALEDON","146","U","CALEDON EAST","20","67","76","1","13","0","0","0","177","377","Caledon Community Complex"
"018","DUFFERIN--CALEDON","147","U","CALEDON EAST","13","34","72","2","20","0","0","0","141","381","St. Cornelius Elementary School"
"018","DUFFERIN--CALEDON","148","U","BOLTON","9","44","82","0","20","0","0","0","155","356","St. Michael Catholic Secondary School"
"018","DUFFERIN--CALEDON","149","U","BOLTON","11","50","97","2","16","1","0","0","177","465","St. Michael Catholic Secondary School"
"018","DUFFERIN--CALEDON","150","U","CALEDON","12","51","83","0","9","2","0","0","157","398","Macville Public School"
"018","DUFFERIN--CALEDON","151","U","CALEDON","25","55","102","4","9","1","0","0","196","445","Macville Public School"
"018","DUFFERIN--CALEDON","152","U","CALEDON","18","50","50","3","5","1","0","0","127","345","Macville Public School"
"018","DUFFERIN--CALEDON","153","U","CALEDON","26","41","30","1","7","0","0","0","105","422","Macville Public School"
"018","DUFFERIN--CALEDON","154","U","BOLTON","14","60","43","0","5","0","0","0","122","326","Caledon Centre for Recreation and Wellness"
"018","DUFFERIN--CALEDON","155","U","BOLTON","13","57","47","0","11","0","0","0","128","316","Pope John Paul II Elementary School"
"018","DUFFERIN--CALEDON","156","U","BOLTON","23","67","86","1","16","3","0","0","196","422","Pope John Paul II Elementary School"
"018","DUFFERIN--CALEDON","157","U","BOLTON","12","72","105","2","21","0","0","0","212","425","Pope John Paul II Elementary School"
"018","DUFFERIN--CALEDON","158","U","BOLTON","17","66","75","0","18","1","0","0","177","448","Caledon Centre for Recreation and Wellness"
"018","DUFFERIN--CALEDON","159","U","BOLTON","22","59","52","2","16","0","0","1","152","430","St. Michael Catholic Secondary School"
"018","DUFFERIN--CALEDON","160","U","BOLTON","26","78","73","1","4","0","0","0","182","440","St. Michael Catholic Secondary School"
"018","DUFFERIN--CALEDON","161","U","BOLTON","18","53","61","1","12","0","0","0","145","367","St. Michael Catholic Secondary School"
"018","DUFFERIN--CALEDON","162","U","BOLTON","11","50","62","3","16","0","0","0","142","373","St. Michael Catholic Secondary School"
"018","DUFFERIN--CALEDON","163","U","BOLTON","21","78","73","1","13","1","0","0","187","416","Humberview Secondary School"
"018","DUFFERIN--CALEDON","164","U","BOLTON","17","75","68","0","27","0","0","0","187","432","Humberview Secondary School"
"018","DUFFERIN--CALEDON","165","U","BOLTON","17","62","53","1","4","0","0","0","137","441","Humberview Secondary School"
"018","DUFFERIN--CALEDON","166","U","BOLTON","22","50","86","1","9","1","0","0","169","460","St. Nicholas Elementary School"
"018","DUFFERIN--CALEDON","167","U","BOLTON","35","61","85","1","12","0","0","0","194","497","St. Nicholas Elementary School"
"018","DUFFERIN--CALEDON","168","U","BOLTON","24","78","58","1","5","1","0","1","168","383","St. Nicholas Elementary School"
"018","DUFFERIN--CALEDON","169","U","BOLTON","17","52","48","4","5","0","0","0","126","459","St. Nicholas Elementary School"
"018","DUFFERIN--CALEDON","170","U","BOLTON","27","45","54","1","15","0","0","0","142","426","St. Nicholas Elementary School"
"018","DUFFERIN--CALEDON","171","U","BOLTON","20","92","67","5","13","0","0","0","197","472","Caledon Centre for Recreation and Wellness"
"018","DUFFERIN--CALEDON","172","U","BOLTON","19","66","48","2","15","0","0","0","150","381","St. Nicholas Elementary School"
"018","DUFFERIN--CALEDON","173","U","BOLTON","9","68","52","0","14","1","0","0","144","407","Caledon Centre for Recreation and Wellness"
"018","DUFFERIN--CALEDON","174","U","BOLTON","18","55","51","1","24","0","0","0","149","426","Caledon Centre for Recreation and Wellness"
"018","DUFFERIN--CALEDON","175","U","BOLTON","15","39","47","1","4","1","0","0","107","412","Albion Bolton Community Centre"
"018","DUFFERIN--CALEDON","176","U","BOLTON","17","47","62","2","9","1","0","0","138","426","Albion Bolton Community Centre"
"018","DUFFERIN--CALEDON","177","U","BOLTON","20","59","65","3","16","1","0","0","164","422","Albion Bolton Community Centre"
"018","DUFFERIN--CALEDON","178","U","BOLTON","14","29","74","5","13","1","0","0","136","422","Albion Bolton Community Centre"
"018","DUFFERIN--CALEDON","179","U","BOLTON","15","34","59","2","27","0","0","0","137","428","Albion Bolton Community Centre"
"018","DUFFERIN--CALEDON","180","U","BOLTON","26","37","51","1","11","0","0","0","126","429","Albion Bolton Community Centre"
"018","DUFFERIN--CALEDON","181","U","BOLTON","22","57","68","0","9","0","2","0","158","450","Allan Drive Middle School"
"018","DUFFERIN--CALEDON","182","U","BOLTON","20","40","67","0","12","1","0","0","140","335","Holy Family Elementary School"
"018","DUFFERIN--CALEDON","183","U","BOLTON","10","48","59","0","18","0","0","0","135","348","Holy Family Elementary School"
"018","DUFFERIN--CALEDON","184","U","BOLTON","12","67","75","0","14","0","0","0","168","427","Allan Drive Middle School"
"018","DUFFERIN--CALEDON","185","U","BOLTON","19","40","52","1","14","0","0","0","126","371","Holy Family Elementary School"
"018","DUFFERIN--CALEDON","186","U","BOLTON","22","75","48","0","15","1","2","0","163","419","Holy Family Elementary School"
"018","DUFFERIN--CALEDON","187","U","BOLTON","15","55","46","0","10","0","0","0","126","348","Allan Drive Middle School"
"018","DUFFERIN--CALEDON","188","U","BOLTON","14","43","51","0","8","0","0","0","116","327","Allan Drive Middle School"
"018","DUFFERIN--CALEDON","189","U","BOLTON","23","55","58","2","14","0","0","0","152","442","St. John the Baptist Elementary School"
"018","DUFFERIN--CALEDON","190","U","BOLTON","18","82","57","2","12","2","0","0","173","417","Allan Drive Middle School"
"018","DUFFERIN--CALEDON","191","U","BOLTON","20","52","65","1","1","1","0","0","140","405","Allan Drive Middle School"
"018","DUFFERIN--CALEDON","192","U","BOLTON","16","39","34","2","10","0","0","0","101","343","St. John the Baptist Elementary School"
"018","DUFFERIN--CALEDON","193","U","BOLTON","30","63","41","0","5","1","1","0","141","390","St. John the Baptist Elementary School"
"018","DUFFERIN--CALEDON","194","U","BOLTON","26","87","57","2","11","0","0","0","183","447","St. John the Baptist Elementary School"
"018","DUFFERIN--CALEDON","195","U","BOLTON","11","65","44","3","3","3","0","0","129","367","St. John the Baptist Elementary School"
"018","DUFFERIN--CALEDON","196","U","BOLTON","24","50","51","0","2","0","0","1","128","383","St. John the Baptist Elementary School"
"018","DUFFERIN--CALEDON","700","U","SHELBURNE","2","11","21","0","3","1","1","0","39","88","Shelburne Residence"
"018","DUFFERIN--CALEDON","701","U","SHELBURNE","4","24","26","0","7","1","0","0","62","166","Dufferin Oaks Home for Senior Citizens"
"018","DUFFERIN--CALEDON","702","U","ORANGEVILLE","5","24","40","2","6","1","3","0","81","222","Avalon Retirement Centre"
"018","DUFFERIN--CALEDON","703","U","ORANGEVILLE","2","12","24","1","4","0","1","0","44","76","Lord Dufferin Centre"
"018","DUFFERIN--CALEDON","704","U","CALEDON","..........................NO POLL HELD..........................","","","","","","","","","",""
"018","DUFFERIN--CALEDON","705","U","BOLTON","12","17","25","2","1","0","1","0","58","150","King Nursing Home"
"018","DUFFERIN--CALEDON","706","U","BOLTON","12","20","14","2","1","0","2","0","51","109","Vera M. Davis Community Care Centre"
"018","DUFFERIN--CALEDON","707","U","CALEDON VILLAGE","..........................NO POLL HELD..........................","","","","","","","","","",""
"018","DUFFERIN--CALEDON","708","U","ALTON",".......................COMBINED WITH POLL 705.......................","","","","","","","","","","Pinnacle View"
"018","DUFFERIN--CALEDON","ADV001","U","ORANGEVILLE","162","433","1171","12","373","3","1","2","2157","0","Returning Office / Bureau du directeur du scrutin"
"018","DUFFERIN--CALEDON","ADV002","U","ORANGEVILLE","67","126","286","3","95","0","0","2","579","0","Special Ballot Voting / Vote par bulletin spécial"
"018","DUFFERIN--CALEDON","ADV003","U","MANSFIELD","8","13","29","1","10","0","0","0","61","0","Mulmur Township Building"
"018","DUFFERIN--CALEDON","ADV004","R","SHELBURNE","57","132","376","2","92","0","0","0","659","0","Royal Canadian Legion Branch 220"
"018","DUFFERIN--CALEDON","ADV005","R","GRAND VALLEY","19","31","144","1","24","0","0","1","220","0","Grand Valley Community Centre"
"018","DUFFERIN--CALEDON","ADV006","R","BOLTON","96","293","564","11","95","0","0","0","1059","0","Bolton Satellite Office"
"018","DUFFERIN--CALEDON","ADV007","R","CALEDON","0","20","47","1","8","0","0","0","76","0","Caledon Estates Banquet Hall"
"018","DUFFERIN--CALEDON","ADV008","R","CALEDON EAST","34","131","360","6","58","0","0","1","590","0","Caledon Community Complex"
"018","DUFFERIN--CALEDON","ADV009","U","CALEDON","31","96","174","3","23","1","0","0","328","0","Margaret Dunn Library"
"TOTALS:","","","","","4200","10162","17833","250","5540","109","34","23","38151","79918",""
