"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CAIRNS","HARRIS","PENDERGAST","ROSE","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"038","KITCHENER--CONESTOGA","030","U","BLOOMINGDALE","31","141","64","6","0","0","0","242","442","Koinonia Christian Fellowship"
"038","KITCHENER--CONESTOGA","031","U","MARYHILL","30","111","73","8","0","0","0","222","442","Maryhill Heritage Park Community Centre"
"038","KITCHENER--CONESTOGA","032A","U","BRESLAU","31","90","77","5","1","0","0","204","483","Breslau Community Centre"
"038","KITCHENER--CONESTOGA","032B","U","BRESLAU","24","72","84","8","0","0","0","188","453","Breslau Community Centre"
"038","KITCHENER--CONESTOGA","032C","U","BRESLAU","19","72","84","5","2","0","0","182","457","Breslau Community Centre"
"038","KITCHENER--CONESTOGA","033","U","BRESLAU","20","87","52","3","0","0","1","163","453","Breslau Community Centre"
"038","KITCHENER--CONESTOGA","034","U","LINWOOD","10","66","50","2","0","0","0","128","469","Linwood Recreation Complex"
"038","KITCHENER--CONESTOGA","035","U","LINWOOD","23","60","63","3","0","3","0","152","563","Linwood Recreation Complex"
"038","KITCHENER--CONESTOGA","036","U","HAWKESVILLE","8","101","41","5","0","1","0","156","522","Hawkesville Community Centre"
"038","KITCHENER--CONESTOGA","037","U","ST CLEMENTS","10","94","60","4","0","0","0","168","490","St. Clements Community Centre"
"038","KITCHENER--CONESTOGA","038","U","ST CLEMENTS","32","125","76","6","1","1","0","241","470","St. Clements Community Centre"
"038","KITCHENER--CONESTOGA","039","U","ST CLEMENTS","20","128","60","9","0","0","0","217","461","St. Clements Community Centre"
"038","KITCHENER--CONESTOGA","040","U","WELLESLEY","47","134","100","7","3","0","0","291","783","Wellesley Community Centre"
"038","KITCHENER--CONESTOGA","041","U","WELLESLEY","19","100","42","2","1","0","0","164","505","Wellesley Community Centre"
"038","KITCHENER--CONESTOGA","042A","U","WELLESLEY","13","68","61","1","0","0","0","143","305","Wellesley Community Centre"
"038","KITCHENER--CONESTOGA","042B","U","WELLESLEY","18","73","51","5","0","0","0","147","310","Wellesley Community Centre"
"038","KITCHENER--CONESTOGA","043","U","WELLESLEY","31","91","73","4","0","0","0","199","461","Wellesley Community Centre"
"038","KITCHENER--CONESTOGA","044","U","WELLESLEY","20","123","84","4","0","0","0","231","496","Wellesley Community Centre"
"038","KITCHENER--CONESTOGA","045","U","NEW HAMBURG","22","88","69","11","1","0","0","191","443","Region of Waterloo Library Headquarters"
"038","KITCHENER--CONESTOGA","046","U","ST AGATHA","20","110","86","14","0","0","2","232","473","St. Agatha Community Centre"
"038","KITCHENER--CONESTOGA","047","U","ST AGATHA","45","115","91","12","0","0","0","263","484","St. Agatha Community Centre"
"038","KITCHENER--CONESTOGA","048","U","BADEN","41","127","123","3","1","1","0","296","398","Foxboro Green Recreation Centre"
"038","KITCHENER--CONESTOGA","049","U","BADEN","42","96","97","7","2","0","0","244","471","Baden Public School"
"038","KITCHENER--CONESTOGA","050A","U","BADEN","26","78","68","9","0","0","0","181","353","Baden Public School"
"038","KITCHENER--CONESTOGA","050B","U","BADEN","24","66","61","8","0","0","0","159","335","Baden Public School"
"038","KITCHENER--CONESTOGA","051","U","BADEN","27","73","50","2","0","0","0","152","350","Baden Public School"
"038","KITCHENER--CONESTOGA","052","U","BADEN","38","75","62","3","0","0","1","179","415","Baden Public School"
"038","KITCHENER--CONESTOGA","053","U","BADEN","41","89","80","5","1","0","0","216","429","Baden Public School"
"038","KITCHENER--CONESTOGA","054","U","BADEN","30","86","40","7","1","0","0","164","366","Baden Public School"
"038","KITCHENER--CONESTOGA","055","U","BADEN","26","76","67","6","0","0","0","175","371","Baden Public School"
"038","KITCHENER--CONESTOGA","056","U","NEW HAMBURG","39","108","84","5","2","0","0","238","476","Hillcrest Mennonite Church"
"038","KITCHENER--CONESTOGA","057A","U","NEW HAMBURG","22","55","36","4","0","1","0","118","302","Forest Glen Public School"
"038","KITCHENER--CONESTOGA","057B","U","NEW HAMBURG","26","72","34","2","2","1","0","137","283","Forest Glen Public School"
"038","KITCHENER--CONESTOGA","058","U","NEW HAMBURG","33","96","69","6","1","0","0","205","439","Forest Glen Public School"
"038","KITCHENER--CONESTOGA","059","U","NEW HAMBURG","24","102","86","2","1","0","0","215","464","Forest Glen Public School"
"038","KITCHENER--CONESTOGA","060","U","NEW HAMBURG","35","79","57","5","2","0","0","178","462","Forest Glen Public School"
"038","KITCHENER--CONESTOGA","061","U","NEW HAMBURG","29","70","42","4","1","1","0","147","413","Forest Glen Public School"
"038","KITCHENER--CONESTOGA","062","U","NEW HAMBURG","40","81","58","4","0","0","0","183","398","New Hamburg Arena and Community Centre"
"038","KITCHENER--CONESTOGA","063","U","NEW HAMBURG","49","70","61","11","2","1","0","194","440","New Hamburg Arena and Community Centre"
"038","KITCHENER--CONESTOGA","064","U","NEW HAMBURG","52","100","66","12","0","1","0","231","478","New Hamburg Arena and Community Centre"
"038","KITCHENER--CONESTOGA","065","U","NEW HAMBURG","34","99","73","5","0","0","3","214","470","New Hamburg Arena and Community Centre"
"038","KITCHENER--CONESTOGA","066","U","NEW HAMBURG","33","135","127","2","0","0","0","297","424","Stonecroft Recreation Centre"
"038","KITCHENER--CONESTOGA","067","U","NEW HAMBURG","49","99","63","2","2","0","0","215","272","Morningside Retirement Village"
"038","KITCHENER--CONESTOGA","068","U","NEW HAMBURG","20","65","75","0","1","0","0","161","231","Morningside Retirement Village"
"038","KITCHENER--CONESTOGA","069","U","NEW HAMBURG","27","96","90","8","0","0","1","222","430","Haysville and District Community Centre"
"038","KITCHENER--CONESTOGA","070","U","NEW HAMBURG","29","87","63","4","0","0","0","183","412","Haysville and District Community Centre"
"038","KITCHENER--CONESTOGA","071","U","NEW DUNDEE","37","103","69","7","0","1","0","217","462","New Dundee Community Centre"
"038","KITCHENER--CONESTOGA","072","U","KITCHENER","28","117","58","3","0","0","0","206","466","Romanian Cultural Centre Banatul"
"038","KITCHENER--CONESTOGA","073","U","KITCHENER","16","110","65","1","0","1","0","193","432","Romanian Cultural Centre Banatul"
"038","KITCHENER--CONESTOGA","074","U","KITCHENER","12","101","76","4","0","0","0","193","425","Romanian Cultural Centre Banatul"
"038","KITCHENER--CONESTOGA","075","U","NEW DUNDEE","22","133","61","4","0","0","0","220","414","New Dundee Community Centre"
"038","KITCHENER--CONESTOGA","076","U","NEW DUNDEE","27","109","71","4","0","0","0","211","424","New Dundee Community Centre"
"038","KITCHENER--CONESTOGA","077","U","KITCHENER","27","87","66","2","1","0","0","183","413","Romanian Cultural Centre Banatul"
"038","KITCHENER--CONESTOGA","078","U","KITCHENER","16","72","74","6","0","0","0","168","560","The Westmount"
"038","KITCHENER--CONESTOGA","079","U","KITCHENER","25","42","45","9","0","0","0","121","460","The Westmount"
"038","KITCHENER--CONESTOGA","080","U","KITCHENER","38","73","60","5","0","0","0","176","586","Country Hills Evangelical Missionary Church"
"038","KITCHENER--CONESTOGA","081","U","KITCHENER","52","58","73","3","2","0","0","188","451","William Townshend Public School"
"038","KITCHENER--CONESTOGA","082","U","KITCHENER","26","56","45","2","1","0","0","130","369","William Townshend Public School"
"038","KITCHENER--CONESTOGA","083","U","KITCHENER","29","78","44","5","0","0","0","156","419","William Townshend Public School"
"038","KITCHENER--CONESTOGA","084","U","KITCHENER","29","74","66","7","0","0","0","176","456","The Westmount"
"038","KITCHENER--CONESTOGA","085","U","KITCHENER","29","55","46","3","1","1","0","135","416","William Townshend Public School"
"038","KITCHENER--CONESTOGA","086","U","KITCHENER","28","52","61","5","0","0","0","146","437","William Townshend Public School"
"038","KITCHENER--CONESTOGA","087","U","KITCHENER","18","38","46","3","2","0","0","107","409","William Townshend Public School"
"038","KITCHENER--CONESTOGA","088","U","KITCHENER","35","40","41","7","1","1","0","125","459","William Townshend Public School"
"038","KITCHENER--CONESTOGA","089","U","KITCHENER","19","42","64","1","0","0","0","126","441","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","090","U","KITCHENER","26","43","44","1","0","0","0","114","376","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","091","U","KITCHENER","36","61","74","6","2","0","0","179","502","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","092","U","KITCHENER","12","42","46","7","1","2","0","110","406","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","093","U","KITCHENER","31","41","59","7","1","0","0","139","415","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","094A","U","KITCHENER","23","51","57","2","1","0","0","134","352","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","094B","U","KITCHENER","19","46","50","6","0","1","0","122","343","Williamsburg Public School"
"038","KITCHENER--CONESTOGA","095","U","KITCHENER","59","33","41","5","1","0","0","139","523","Country Hills Evangelical Missionary Church"
"038","KITCHENER--CONESTOGA","096","U","KITCHENER","36","73","57","4","0","0","0","170","460","Country Hills Evangelical Missionary Church"
"038","KITCHENER--CONESTOGA","097","U","KITCHENER","46","57","56","5","0","0","0","164","513","Country Hills Evangelical Missionary Church"
"038","KITCHENER--CONESTOGA","098","U","KITCHENER","54","79","71","3","0","1","1","209","511","Laurentian Hills Christian School"
"038","KITCHENER--CONESTOGA","099","U","KITCHENER","51","82","55","7","2","0","0","197","495","Salvation Army Kitchener Community Churc"
"038","KITCHENER--CONESTOGA","100","U","KITCHENER","41","34","59","6","0","0","0","140","541","Zehrs Laurention Power Centre"
"038","KITCHENER--CONESTOGA","101","U","KITCHENER","47","42","39","1","0","0","0","129","413","Zehrs Laurention Power Centre"
"038","KITCHENER--CONESTOGA","102","U","KITCHENER","38","24","33","2","0","1","0","98","400","Zehrs Laurention Power Centre"
"038","KITCHENER--CONESTOGA","103","U","KITCHENER","32","50","71","4","0","0","0","157","445","Zehrs Laurention Power Centre"
"038","KITCHENER--CONESTOGA","104","U","KITCHENER","58","110","74","6","3","0","0","251","483","Laurentian Hills Christian School"
"038","KITCHENER--CONESTOGA","105","U","KITCHENER","43","81","70","7","0","0","0","201","441","Laurentian Hills Christian School"
"038","KITCHENER--CONESTOGA","106","U","KITCHENER","45","101","93","8","0","1","0","248","477","Laurentian Hills Christian School"
"038","KITCHENER--CONESTOGA","107","U","KITCHENER","44","78","56","4","0","0","0","182","413","Glencairn Mennonite Brethern Church"
"038","KITCHENER--CONESTOGA","108","U","KITCHENER","41","69","38","1","2","0","0","151","401","Glencairn Mennonite Brethern Church"
"038","KITCHENER--CONESTOGA","109","U","KITCHENER","56","106","85","13","0","0","0","260","539","Alpine Public School"
"038","KITCHENER--CONESTOGA","110","U","KITCHENER","35","65","42","2","0","0","0","144","372","Alpine Public School"
"038","KITCHENER--CONESTOGA","111","U","KITCHENER","22","16","21","4","0","0","0","63","320","Alpine Public School"
"038","KITCHENER--CONESTOGA","112","U","KITCHENER","35","54","41","4","2","0","0","136","407","Alpine Public School"
"038","KITCHENER--CONESTOGA","113","U","KITCHENER","40","66","42","6","0","0","0","154","394","Alpine Public School"
"038","KITCHENER--CONESTOGA","114","U","KITCHENER","44","82","87","4","1","1","0","219","432","Glencairn Mennonite Brethern Church"
"038","KITCHENER--CONESTOGA","115","U","KITCHENER","36","81","67","6","0","0","0","190","435","Salvation Army Kitchener Community Churc"
"038","KITCHENER--CONESTOGA","116","U","KITCHENER","53","84","71","7","0","0","0","215","471","Glencairn Mennonite Brethern Church"
"038","KITCHENER--CONESTOGA","117","U","KITCHENER","47","72","74","7","1","2","0","203","455","Salvation Army Kitchener Community Churc"
"038","KITCHENER--CONESTOGA","118","U","KITCHENER","46","66","77","9","1","0","0","199","440","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","119","U","KITCHENER","48","55","64","4","0","0","0","171","450","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","120","U","KITCHENER","51","75","86","4","1","1","0","218","579","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","121","U","KITCHENER","37","59","84","5","0","0","0","185","419","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","122","U","KITCHENER","41","64","106","5","1","0","0","217","485","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","123","U","KITCHENER","31","58","48","2","0","0","0","139","420","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","124","U","KITCHENER","17","30","40","3","0","0","0","90","386","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","125","U","KITCHENER","26","60","78","6","0","0","1","171","427","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","126A","U","KITCHENER","21","36","47","1","0","0","0","105","277","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","126B","U","KITCHENER","24","44","35","3","0","0","0","106","281","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","127","U","KITCHENER","45","110","78","5","1","0","0","239","463","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","128","U","KITCHENER","48","64","57","2","0","0","0","171","468","Country Hills Community Centre"
"038","KITCHENER--CONESTOGA","129A","U","KITCHENER","28","51","46","6","0","0","0","131","336","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","129B","U","KITCHENER","26","46","51","5","1","0","0","129","306","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","130","U","KITCHENER","28","20","29","4","0","1","0","82","437","Activa Sportsplex"
"038","KITCHENER--CONESTOGA","131","U","KITCHENER","29","39","58","2","0","0","0","128","449","Kingsdale Community Centre"
"038","KITCHENER--CONESTOGA","132","U","KITCHENER","43","87","74","7","0","0","0","211","468","Kingsdale Community Centre"
"038","KITCHENER--CONESTOGA","133","U","KITCHENER","47","59","45","8","1","0","0","160","469","Wilson Avenue Public School"
"038","KITCHENER--CONESTOGA","134","U","KITCHENER","58","67","32","3","1","0","1","162","457","Kingsdale Community Centre"
"038","KITCHENER--CONESTOGA","135","U","KITCHENER","34","40","38","9","0","0","0","121","379","Kingsdale Community Centre"
"038","KITCHENER--CONESTOGA","136","U","KITCHENER","53","38","42","5","2","0","0","140","451","Kingsdale Community Centre"
"038","KITCHENER--CONESTOGA","137","U","KITCHENER","38","34","51","2","0","0","0","125","388","St. Aloysius C.Elementary School"
"038","KITCHENER--CONESTOGA","138","U","KITCHENER","50","79","55","8","2","0","0","194","467","St. Aloysius C.Elementary School"
"038","KITCHENER--CONESTOGA","139","U","KITCHENER","51","97","89","3","0","0","0","240","471","Wilson Avenue Public School"
"038","KITCHENER--CONESTOGA","140","U","KITCHENER","27","31","29","4","1","0","0","92","465","Wilson Avenue Public School"
"038","KITCHENER--CONESTOGA","141","U","KITCHENER","54","51","47","5","1","0","0","158","479","Wilson Avenue Public School"
"038","KITCHENER--CONESTOGA","142","U","KITCHENER","42","38","51","5","0","1","0","137","451","St. Aloysius C.Elementary School"
"038","KITCHENER--CONESTOGA","143","U","KITCHENER","29","40","43","1","0","0","0","113","406","St. Aloysius C.Elementary School"
"038","KITCHENER--CONESTOGA","144","U","KITCHENER","41","48","56","7","0","0","0","152","461","St. Aloysius C.Elementary School"
"038","KITCHENER--CONESTOGA","145","U","KITCHENER","16","53","49","5","1","0","0","124","449","Elementary Teachers Federation - Waterloo"
"038","KITCHENER--CONESTOGA","146A","U","KITCHENER","32","48","38","4","0","0","0","122","383","Community Christian Reformed Church"
"038","KITCHENER--CONESTOGA","146B","U","KITCHENER","23","54","44","2","0","0","0","123","331","Community Christian Reformed Church"
"038","KITCHENER--CONESTOGA","147","U","KITCHENER","19","39","69","6","0","0","0","133","457","Community Christian Reformed Church"
"038","KITCHENER--CONESTOGA","148","U","KITCHENER","29","44","45","2","0","0","0","120","393","Community Christian Reformed Church"
"038","KITCHENER--CONESTOGA","149","U","KITCHENER","31","58","52","3","0","1","0","145","495","Community Christian Reformed Church"
"038","KITCHENER--CONESTOGA","150","U","KITCHENER","35","55","28","4","0","0","0","122","343","Community Christian Reformed Church"
"038","KITCHENER--CONESTOGA","151","U","KITCHENER","41","79","72","5","0","0","1","198","444","Brigadoon Public School"
"038","KITCHENER--CONESTOGA","152","U","KITCHENER","48","109","92","5","1","0","3","258","478","Pioneer Park Christian Fellowship Mennon"
"038","KITCHENER--CONESTOGA","153","U","KITCHENER","52","100","99","6","0","0","0","257","473","Brigadoon Public School"
"038","KITCHENER--CONESTOGA","154","U","KITCHENER","52","87","68","5","0","0","0","212","463","Pioneer Park Christian Fellowship Mennon"
"038","KITCHENER--CONESTOGA","155","U","KITCHENER","42","89","62","5","0","0","0","198","456","Pioneer Park Christian Fellowship Mennon"
"038","KITCHENER--CONESTOGA","156","U","KITCHENER","28","110","95","8","1","0","0","242","430","Brigadoon Public School"
"038","KITCHENER--CONESTOGA","157","U","KITCHENER","19","105","101","8","0","0","0","233","471","Brigadoon Public School"
"038","KITCHENER--CONESTOGA","158","U","KITCHENER","48","69","56","4","1","0","0","178","446","Pioneer Park Public School"
"038","KITCHENER--CONESTOGA","159","U","KITCHENER","51","99","71","8","2","1","0","232","438","Pioneer Park Public School"
"038","KITCHENER--CONESTOGA","160","U","KITCHENER","41","61","72","14","1","0","0","189","444","Pioneer Park Public School"
"038","KITCHENER--CONESTOGA","161","U","KITCHENER","43","81","75","4","0","0","0","203","427","Pioneer Park Public School"
"038","KITCHENER--CONESTOGA","162","U","KITCHENER","53","76","80","4","0","0","3","216","465","Pioneer Park Public School"
"038","KITCHENER--CONESTOGA","163","U","KITCHENER","45","53","64","7","0","1","0","170","449","Doon Pioneer Park Community Centre"
"038","KITCHENER--CONESTOGA","164","U","KITCHENER","38","79","44","4","1","0","0","166","419","Doon Pioneer Park Community Centre"
"038","KITCHENER--CONESTOGA","165","U","KITCHENER","25","44","34","7","0","1","0","111","351","Doon Pioneer Park Community Centre"
"038","KITCHENER--CONESTOGA","166","U","KITCHENER","44","51","37","2","0","1","0","135","385","Doon Pioneer Park Community Centre"
"038","KITCHENER--CONESTOGA","167","U","KITCHENER","47","39","48","10","0","0","0","144","426","Doon Pioneer Park Community Centre"
"038","KITCHENER--CONESTOGA","168","U","KITCHENER","37","104","89","8","0","0","2","240","518","J. W. Gerth Public School"
"038","KITCHENER--CONESTOGA","169","U","KITCHENER","43","120","72","2","0","0","0","237","489","J. W. Gerth Public School"
"038","KITCHENER--CONESTOGA","170","U","KITCHENER","29","127","73","3","0","0","1","233","485","J. W. Gerth Public School"
"038","KITCHENER--CONESTOGA","171","U","KITCHENER","31","91","67","4","0","1","0","194","505","J. W. Gerth Public School"
"038","KITCHENER--CONESTOGA","172","U","KITCHENER","26","109","69","7","2","0","0","213","531","J. W. Gerth Public School"
"038","KITCHENER--CONESTOGA","173","U","KITCHENER","31","95","79","2","2","0","0","209","484","Doon Public School"
"038","KITCHENER--CONESTOGA","174","U","KITCHENER","20","121","83","2","1","0","0","227","479","Doon Public School"
"038","KITCHENER--CONESTOGA","175","U","KITCHENER","27","119","109","1","0","0","0","256","488","Doon Public School"
"038","KITCHENER--CONESTOGA","176","U","KITCHENER","37","87","116","7","0","1","0","248","480","Doon Presbyterian Church"
"038","KITCHENER--CONESTOGA","177","U","KITCHENER","8","128","72","4","0","0","0","212","488","Sportsworld Arena"
"038","KITCHENER--CONESTOGA","178","U","KITCHENER","12","83","93","4","1","0","0","193","438","Sportsworld Arena"
"038","KITCHENER--CONESTOGA","179","U","KITCHENER","15","81","68","3","0","0","0","167","414","Sportsworld Arena"
"038","KITCHENER--CONESTOGA","180","U","KITCHENER","20","141","68","2","0","0","0","231","590","Sportsworld Arena"
"038","KITCHENER--CONESTOGA","181","U","KITCHENER","27","102","101","7","0","0","0","237","526","Doon Presbyterian Church"
"038","KITCHENER--CONESTOGA","182","U","KITCHENER",".......................COMBINED WITH POLL 181.......................","","","","","","","","","Doon Public School"
"038","KITCHENER--CONESTOGA","400","U","KITCHENER","28","61","44","9","0","1","0","143","309","The Westview"
"038","KITCHENER--CONESTOGA","401","U","KITCHENER","20","73","47","2","1","0","0","143","261","The Centrum/Country Hills Estates"
"038","KITCHENER--CONESTOGA","402","U","KITCHENER","23","28","36","2","1","0","0","90","172","Courtland Terrace"
"038","KITCHENER--CONESTOGA","403","U","KITCHENER","38","52","42","3","0","0","0","135","393","Wilson Park Place - 425"
"038","KITCHENER--CONESTOGA","404","U","KITCHENER","34","55","52","3","0","0","0","144","257","Wilson Park Place - 435"
"038","KITCHENER--CONESTOGA","405","U","KITCHENER","50","41","50","2","1","0","0","144","275","Gresham Place II"
"038","KITCHENER--CONESTOGA","406","U","KITCHENER","52","43","43","3","0","0","0","141","277","Gresham Place I"
"038","KITCHENER--CONESTOGA","407","U","KITCHENER","33","28","42","5","0","0","0","108","191","Cedarwoods Tower"
"038","KITCHENER--CONESTOGA","408","U","KITCHENER","42","24","41","4","0","0","0","111","236","Highpoint Apartment(s)"
"038","KITCHENER--CONESTOGA","409","U","KITCHENER","43","39","54","5","0","0","0","141","243","Green Valley Place"
"038","KITCHENER--CONESTOGA","700","U","ELMIRA","5","37","10","2","0","0","0","54","114","Chateau Gardens Nursing Home"
"038","KITCHENER--CONESTOGA","701","U","ELMIRA","2","9","8","1","1","0","0","21","98","Leisureworld Caregiving Centre - Elmira"
"038","KITCHENER--CONESTOGA","702","U","ST JACOBS","2","11","11","1","1","0","0","26","69","Derbecker's Heritage House"
"038","KITCHENER--CONESTOGA","703","U","ST JACOBS","2","16","17","0","0","0","0","35","54","St. Jacobs Place"
"038","KITCHENER--CONESTOGA","704","U","ST JACOBS","6","46","11","0","0","0","0","63","86","Valley View Manor"
"038","KITCHENER--CONESTOGA","705","U","MARYHILL","1","2","6","1","0","0","0","10","32","Twin Oaks of Maryhill"
"038","KITCHENER--CONESTOGA","706","U","NEW HAMBURG","9","55","33","3","2","2","0","104","248","Nithview Home"
"038","KITCHENER--CONESTOGA","707","U","KITCHENER","3","15","10","0","0","0","0","28","160","The Westmount"
"038","KITCHENER--CONESTOGA","708","U","KITCHENER","27","60","62","1","1","0","0","151","331","The Village of Winston Park"
"038","KITCHENER--CONESTOGA","709","U","KITCHENER","24","31","43","2","0","1","0","101","274","Trinity Village Care Centre"
"038","KITCHENER--CONESTOGA","710","U","KITCHENER","10","20","13","1","0","1","0","45","88","Doon Village Retirement Residence"
"038","KITCHENER--CONESTOGA","ADV001","U","KITCHENER","257","937","580","42","4","2","0","1822","0","Returning Office / Bureau du directeur du scrutin"
"038","KITCHENER--CONESTOGA","ADV002","U","KITCHENER","61","172","131","6","9","0","0","379","0","Special Ballot Voting / Vote par bulletin spécial"
"038","KITCHENER--CONESTOGA","ADV003","U","ELMIRA","68","417","251","13","0","2","1","752","0","Satellite Office"
"038","KITCHENER--CONESTOGA","ADV004","U","BRESLAU","18","95","54","1","0","0","0","168","0","Breslau Community Centre - Ap"
"038","KITCHENER--CONESTOGA","ADV005","R","NEW HAMBURG","41","265","113","11","0","0","0","430","0","New Hamburg Arena and Community Centre - Ap"
"038","KITCHENER--CONESTOGA","ADV006","R","ST CLEMENTS","11","68","35","4","0","0","0","118","1","St. Clements Community Centre - Ap"
"038","KITCHENER--CONESTOGA","ADV007","R","KITCHENER","36","120","48","3","2","0","0","209","0","Kingsdale Community Centre - Ap"
"038","KITCHENER--CONESTOGA","ADV008","R","WELLESLEY","35","189","119","8","0","0","0","351","0","Wellesley Community Centre - Ap"
"038","KITCHENER--CONESTOGA","ADV009","U","KITCHENER","10","8","5","2","0","0","0","25","0","Conestoga College of Applied Arts & Tech Residence"
"TOTALS:","","","","","7165","18017","14476","1121","112","107","25","41023","87992",""
